No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah
54, 0101223,THE GANDHI MEMORIAL INTERNATIONAL SCHOOL,69758962,S,15,52.8,73.73,31.33,17.67,8,28,-,01,01,223
55, 0102001,SMA NEGERI 52,20100797,N,106,74.85,66.49,73.23,72.52,68.89,73.09,-,01,02,001
56, 0102002,SMA NEGERI 69,20107185,N,48,61.29,32.04,23.13,25.78,28.39,34.69,-,01,02,002
57, 0102003,SMA NEGERI 73,20100795,N,108,66.8,52.74,46.13,36.99,49.14,54.03,-,01,02,003
58, 0102004,SMA NEGERI 75,20100779,N,107,71.51,63.42,63.08,59.56,58.18,66.5,-,01,02,004
59, 0102005,SMA NEGERI 83,20100781,N,65,70.34,46.95,34.08,69.62,67.19,52.73,-,01,02,005
60, 0102006,SMA NEGERI 92,20100782,N,104,69.71,54.5,64.83,44.42,57.14,64.47,-,01,02,006
61, 0102007,SMA NEGERI 114,20100804,N,71,63.94,49.41,55.28,37.25,50.42,59.72,-,01,02,007
62, 0102008,SMA NEGERI 115,20100805,N,103,66.12,43.61,42.67,37.99,37.5,54.27,-,01,02,008
63, 0102009,SMA NURUL FALAH,20107387,S,30,58.8,37.4,29.42,55.5,30.75,36.08,-,01,02,009
64, 0102010,SMA NUSANTARA,20107388,S,12,60.5,39.67,25,25.21,30.63,30.83,-,01,02,010
65, 0102015,SMA NEGERI 13,20100806,N,215,75.88,72.17,71.41,72.55,67.37,77.26,-,01,02,015
66, 0102016,SMA NEGERI 45,20100812,N,139,70.27,56.03,60.81,49.19,46.58,59.89,-,01,02,016
67, 0102017,SMA NEGERI 72,20100796,N,104,70.38,61.48,59.98,50.38,53.75,62.28,-,01,02,017
68, 0102018,SMA NEGERI 110,20100802,N,100,71.24,49.56,56.2,43.7,56.45,66.03,-,01,02,018
69, 0102019,SMA AL-KHAIRIYAH,20107368,S,29,61.38,51.59,40.86,63.02,40.95,59.14,-,01,02,019
70, 0102021,SMA DON BOSCO 1,20100616,S,19,76.42,73.16,81.05,71.97,67.37,77.5,-,01,02,021
71, 0102022,SMA FONS VITAE 2,20100614,S,15,77.33,64.4,59.17,54.5,58,51.67,-,01,02,022
72, 0102023,SMA KRISTEN 5 BPK PENABUR,20100601,S,155,76.93,77.96,85.24,85.45,81.05,77.58,-,01,02,023
73, 0102024,SMA PGRI 12,20100608,S,15,60,51.87,32.67,74.5,22.17,54.83,-,01,02,024
74, 0102025,SMA TANJUNG PRIOK,20107395,S,32,55.75,60.69,55.47,69.06,60.55,63.28,-,01,02,025
75, 0102026,SMA TUNAS KARYA,20100778,S,2,77,59,42.5,27.5,45,33.75,-,01,02,026
76, 0102028,SMA YUSHA,20100801,S,30,55.67,63.6,32.67,79.33,72.17,49.33,-,01,02,028
77, 0102029,SMA ISLAM AL-AZHAR KELAPA GADING,20100600,S,31,74.77,77.42,77.34,75.32,64.92,81.53,-,01,02,029
78, 0102030,SMA AL MUHAJIRIN,20107369,S,10,60.4,35,24.5,25.75,30.75,37.5,-,01,02,030
79, 0102033,SMA NEGERI 15,20100807,N,67,65.43,51.4,33.47,32.46,43.25,47.87,-,01,02,033
80, 0102034,SMA NEGERI 18,20100809,N,104,68.83,57.46,51.68,48.05,50.24,71.42,-,01,02,034
81, 0102035,SMA NEGERI 40,20100810,N,106,65.15,56.23,45.57,51.16,43.18,51.65,-,01,02,035
82, 0102036,SMA NEGERI 80,20100780,N,142,72.44,62.68,49.95,50.3,50.11,62.27,-,01,02,036
83, 0102037,SMA NEGERI 111,20100803,N,36,74.28,49.22,49.72,46.53,68.82,54.65,-,01,02,037
84, 0102040,SMA CHANDRA KUSUMA,20107372,S,13,75.54,66.46,54.42,62.69,58.65,54.81,-,01,02,040
85, 0102041,SMA DHARMA BUDHI BHAKTI,20100630,S,14,66.43,53,40,36.43,47.14,46.25,-,01,02,041
86, 0102042,SMA DHARMA PUTRA,20107373,S,28,55.43,45.64,29.2,57.5,26.61,37.86,-,01,02,042
87, 0102043,SMA DARMA SATRIA  PERSADA,20107374,S,10,73.6,60,51,50.75,54.25,47,-,01,02,043
88, 0102044,SMA DIAKONIA,20100631,S,8,67,56,38.44,44.69,45.31,36.25,-,01,02,044
89, 0102046,SMA GANDHI ANCOL,20100599,S,35,72.4,76.57,69.64,69.57,62.29,65.14,-,01,02,046
90, 0102048,SMA GITA KIRTTI 2,20107377,S,13,51.85,36.15,34.04,30.38,39.04,43.85,-,01,02,048
91, 0102049,SMA SAINT NICHOLAS,20100612,S,13,75.38,69.38,64.62,63.46,56.35,50.96,-,01,02,049
92, 0102053,SMA KRISTEN YUSUF,20100603,S,38,76.11,70.21,85.39,66.12,76.25,64.41,-,01,02,053
93, 0102057,SMA PERMAI,20100607,S,31,76.19,74.06,79.03,75.08,76.29,64.27,-,01,02,057
94, 0102058,SMA PERMATA INDAH,20107389,S,24,72.75,59.75,63.65,41.15,67.71,42.08,-,01,02,058
95, 0102060,SMA PUSAKA ABADI,20100610,S,18,70.44,70.11,58.06,48.47,51.94,65,-,01,02,060
96, 0102061,SMA SANTO LUKAS I,20107391,S,17,69.41,54.82,50,62.35,62.79,45.44,-,01,02,061
97, 0102062,SMA STELLA MARIS,20107393,S,14,73.29,58.86,44.29,40,40,43.57,-,01,02,062
98, 0102063,SMA TARAKANITA 2,20100613,S,45,71.96,74.09,79.67,75.5,72.67,76.39,-,01,02,063
99, 0102066,SMA WIJAYAKUSUMA,20107398,S,20,60,37.7,44,37.88,40.5,59.13,-,01,02,066
100, 0102068,SMA YAPPENDA,20107400,S,57,58.28,48.81,39.96,42.68,40.96,52.63,-,01,02,068
101, 0102070,SMA CAHAYA KUDUS,20107371,S,12,67.17,59.83,33.13,45.83,35.83,44.38,-,01,02,070
102, 0102071,SMA NEGERI 41,20100811,N,103,66.8,48.08,45.63,36,42.31,51.99,-,01,02,071
103, 0102072,SMA METHODIST,20100605,S,28,77.36,72.86,74.91,72.77,78.3,64.91,-,01,02,072
104, 0102074,SMA DHARMA SUCI,20107375,S,31,75.42,75.81,80.89,75.73,68.06,73.39,-,01,02,074
105, 0102076,SMA SANTO YAKOBUS,20100799,S,65,79.17,70.31,74.77,79.19,80.69,68.04,-,01,02,076
106, 0102077,SMA JUBILEE,20107380,S,90,70.18,74.71,61.72,60.97,53.61,65.92,-,01,02,077
107, 0102078,SMA KRISTEN IPEKA SUNTER,20107383,S,64,79.97,72.59,81.41,79.45,83.01,66.8,-,01,02,078
108, 0102079,SMA BUNGA HATI BANGSA,20100629,S,5,71.6,57.2,58.5,49,50,49,-,01,02,079
109, 0102080,SMA SANTA MARIA DELLA STRADA,20107394,S,18,73.89,65.22,52.92,54.03,49.17,52.92,-,01,02,080
110, 0102082,SMA KRISTEN TUNAS BANGSA,20107384,S,26,77.31,70.54,64.04,63.17,64.62,62.21,-,01,02,082
111, 0102085,SMA MAHATMA GADING,20100604,S,20,73.5,72.5,65.75,64,60.13,63.63,-,01,02,085
112, 0102086,SMA BUDI AGUNG,20100628,S,30,69.6,73.07,63.08,60.42,55.92,65.42,-,01,02,086
113, 0102089,SMA KRISTEN MAWAR SARON,20107386,S,6,68,68,52.08,45.42,56.67,46.25,-,01,02,089
114, 0102090,SMA SAINT PETER,20107390,S,16,79,69.75,67.97,67.97,72.34,61.09,-,01,02,090
115, 0102091,SMA TUNAS GADING,20100632,S,7,65.71,74,67.14,88.57,40.36,70.71,-,01,02,091
116, 0102092,SMA BINA TUNAS BANGSA,20107370,S,19,60.63,74.63,35.92,10.53,22.11,17.37,-,01,02,092
117, 0102094,SMA IPEKA PLUIT,20107382,S,57,78.11,75.16,77.06,73.25,75.53,65.96,-,01,02,094
118, 0102095,SMA MARIE JOSEPH,20109180,S,14,74.29,70.29,65.71,67.5,69.46,67.86,-,01,02,095
119, 0102096,SMA KRISTEN 6 BPK PENABUR,20110335,S,42,78.38,72.19,84.23,81.19,80.77,69.35,-,01,02,096
120, 0102171,MA NEGERI 5,20177971,N,92,64.22,36.78,32.31,39.32,40.08,43.51,-,01,02,171
121, 0102172,MA AL-WATHONIYAH 43,20177969,S,11,54.55,30.36,20.91,23.41,32.5,35.45,-,01,02,172
122, 0102173,MA YAPIS,20177975,S,13,57.69,33.69,17.12,22.5,30.19,33.85,-,01,02,173
123, 0102175,MA AL-KHAIRIYAH,20177967,S,16,68.63,47,26.72,23.91,35,36.88,-,01,02,175
124, 0102176,MA RAUDHATUL JANNATINNAIM,20177974,S,54,53.3,35.7,20.23,21.99,25.37,27.69,-,01,02,176
125, 0102202,MA AL-JIHAD,20177966,S,27,45.7,25.7,24.44,19.44,24.91,28.06,-,01,02,202
126, 0102204,MA NEGERI 21,20177972,N,75,66.11,37.87,31.77,30.43,34.5,38.17,-,01,02,204
127, 0102205,SMA KRISTEN PENABUR KELAPA GADING,20177804,S,12,72.67,77.17,76.04,79.58,73.33,77.08,-,01,02,205
128, 0102208,SMA PELANGI KASIH,69755458,S,15,71.87,80.67,64.17,65.67,63.67,65.83,-,01,02,208
129, 0102230,SMA BINA BANGSA SCHOOL PANTAI INDAH KAPUK,20112462,S,57,61.68,74.67,47.68,44.52,0,0,-,01,02,230
130, 0102231,SMA BUNDA MULIA SCHOOL,69888992,S,2,67,84,51.25,38.75,58.75,65,-,01,02,231
131, 0102232,SMA SIS PIK,20109561,S,4,64,80,47.5,33.75,50,47.5,-,01,02,232
132, 0102233,SMA SIS KELAPA GADING,20109560,S,3,73.33,74,35,32.5,45.83,54.17,-,01,02,233
133, 0103001,SMA NEGERI 23,20101621,N,106,71.64,59.13,51.34,57.64,48.77,54.01,-,01,03,001
134, 0103002,SMA AL-CHASANAH,20107269,S,19,66.32,45.37,38.55,32.11,34.87,45.79,-,01,03,002
135, 0103003,SMA BUNDA HATI KUDUS,20101332,S,40,73.4,74.15,68.56,65.5,66.81,73.31,-,01,03,003
136, 0103004,SMA DHARMA JAYA,20104412,S,15,69.47,66,55.83,48.67,44.33,55.5,-,01,03,004
137, 0103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,215,79.09,80.99,94.65,89.73,85.94,84.2,-,01,03,008
138, 0103009,SMA MUHAMMADIYAH 13,20101326,S,23,61.22,36.87,27.83,25,31.09,45.22,-,01,03,009
139, 0103011,SMA K PANCARAN BERKAT,20101346,S,10,72.4,57.6,59,56.5,66.5,47,-,01,03,011
140, 0103013,SMA YP-BDN,20101628,S,19,61.26,35.89,25.26,40.26,33.03,43.16,-,01,03,013
141, 0103014,SMA SANTO KRISTOFORUS I,20101616,S,33,72.24,65.15,55.83,61.89,55.23,46.14,-,01,03,014
142, 0103015,SMA TUNAS HARAPAN,20101606,S,17,63.53,36.47,26.47,29.12,37.65,41.47,-,01,03,015
143, 0103016,SMA YADIKA 1,20101619,S,52,58.73,55.69,44.47,46.25,56.68,54.95,-,01,03,016
144, 0103017,SMA NEGERI 2,20101622,N,106,75.87,73.83,77.12,73.75,71.13,73.42,-,01,03,017
145, 0103018,SMA NEGERI 17,20101624,N,126,67.56,47.62,39.52,43.57,42.7,55.67,-,01,03,018
146, 0103019,SMA NEGERI 19,20101623,N,67,66.57,57.25,49.85,37.99,41.49,54.59,-,01,03,019
147, 0103020,SMA BHINNEKA TUNGGAL IKA,20101337,S,30,73.6,56.8,48,41.25,53.17,44.42,-,01,03,020
148, 0103021,SMA CANDRA NAYA,20101330,S,22,76.18,65.91,56.02,62.73,62.95,61.7,-,01,03,021
149, 0103023,SMA DAMAI,20101342,S,9,75.78,64.67,56.39,58.06,62.78,54.44,-,01,03,023
150, 0103024,SMA DHAMMASAVANA,20101343,S,3,76.67,59.33,62.5,66.67,67.5,69.17,-,01,03,024
151, 0103027,SMA KATOLIK RICCI,20101311,S,52,76.42,68.85,68.99,61.63,73.17,56.83,-,01,03,027
152, 0103028,SMA KEMURNIAN,20107271,S,5,70.8,70.4,69.5,68,62.5,61.5,-,01,03,028
153, 0103031,SMA PELITA IV,20104436,S,18,70.89,52.33,42.92,29.72,39.44,39.58,-,01,03,031
154, 0103033,SMA SANTO LEO,20101614,S,12,78.33,59.5,50.42,38.75,48.33,43.75,-,01,03,033
155, 0103036,SMA TRI RATNA,20101608,S,16,73.63,70.38,54.22,55.63,60.63,70,-,01,03,036
156, 0103039,SMA NEGERI 56,20101605,N,108,72.37,57.48,52.64,53.98,49.81,69.72,-,01,03,039
157, 0103040,SMA NEGERI 84,20101587,N,108,71.59,66.37,65.76,60.58,61.69,70.97,-,01,03,040
158, 0103041,SMA NEGERI 94,20101585,N,107,75.44,58.54,55.86,53.43,54.98,62.45,-,01,03,041
159, 0103042,SMA NEGERI 95,20101584,N,144,72,57.38,57.36,47.76,49.77,65.64,-,01,03,042
160, 0103043,SMA SAN MARINO,20101467,S,12,73.17,66.67,72.08,61.25,60.21,58.75,-,01,03,043
161, 0103044,SMA GALATIA 3,20101352,S,15,68,56.8,59.17,68.83,74.5,54.17,-,01,03,044
162, 0103047,SMA YADIKA 2,20101630,S,60,63.57,56.73,31.71,64.79,32.71,60.29,-,01,03,047
163, 0103048,SMA FAJRUL ISLAM,20101354,S,20,62,46.5,58.88,52,50,52.63,-,01,03,048
164, 0103049,SMA NEGERI 33,20101620,N,144,78.07,70.86,72.8,67.12,66.93,77.08,-,01,03,049
165, 0103050,SMA NEGERI 96,20101583,N,108,70.13,52.72,53.7,43.59,49.26,57.96,-,01,03,050
166, 0103051,SMA AL-HUDA,20101340,S,128,59.52,50.28,35.64,64.16,54.75,51.99,-,01,03,051
167, 0103052,SMA CENGKARENG I,20101329,S,58,61.72,43.69,23.49,54.53,43.71,57.63,-,01,03,052
168, 0103054,SMA HARAPAN JAYA,20101350,S,16,62.88,51.25,37.66,71.88,35.16,70.94,-,01,03,054
169, 0103055,SMA IP YAKIN,20101349,S,20,58.3,46.3,23.5,29.25,59.38,49.5,-,01,03,055
170, 0103056,SMA KATOLIK BINTANG KEJORA,20104422,S,9,66.44,54.44,36.11,27.5,41.11,40,-,01,03,056
171, 0103057,SMA KRISTEN KALAM KUDUS II,20104426,S,21,76.1,68.1,56.67,54.52,55.24,53.81,-,01,03,057
172, 0103058,SMA LAMAHOLOT,20101314,S,11,75.45,44.18,33.41,31.14,36.14,37.27,-,01,03,058
173, 0103059,SMA TRINITAS,20101607,S,11,69.64,51.09,37.73,34.77,41.14,42.73,-,01,03,059
174, 0103060,SMA VIANNEY,20101618,S,38,77.26,63.89,62.5,50.99,57.83,55.46,-,01,03,060
175, 0103061,SMA NEGERI 57,20101604,N,107,70.45,62.28,55.54,50.68,47.17,66.12,-,01,03,061
176, 0103062,SMA NEGERI 65,20101589,N,119,74.55,73.31,68.28,72.65,69.18,77.18,-,01,03,062
177, 0103063,SMA NEGERI 85,20101586,N,144,72.11,65.14,55.68,54.24,50.49,67.69,-,01,03,063
178, 0103064,SMA NEGERI 101,20101627,N,144,71.11,61.42,58.19,48.87,50.73,62.83,-,01,03,064
179, 0103065,SMA NEGERI 112,20101626,N,180,75.43,69.77,71.08,66.74,66.86,72.01,-,01,03,065
180, 0103066,SMA ABDI SISWA,20104421,S,17,76.12,70.47,76.62,72.35,78.97,61.18,-,01,03,066
181, 0103067,SMA AL KAMAL,20104405,S,40,66.4,62.55,50.75,68.38,69.25,54.94,-,01,03,067
182, 0103068,SMA BUDI MURNI 2,20101334,S,45,60.89,54.09,27,39,75.56,48.89,-,01,03,068
183, 0103070,SMAK IPEKA INTEGRATED CHRISTIAN SCHOOL,20104423,S,9,72.67,76.67,64.72,63.89,62.5,60.83,-,01,03,070
184, 0103074,SMA KEMURNIAN II,20101307,S,31,74.19,71.74,67.82,71.21,72.5,63.87,-,01,03,074
185, 0103075,SMA KRISTEN 4 PENABUR,20101305,S,89,77.53,69.87,76.21,77.28,77.44,66.07,-,01,03,075
186, 0103076,SMA KRISTEN SAMARIA KUDUS,20101313,S,6,75.67,66,48.33,49.17,61.25,52.08,-,01,03,076
187, 0103077,SMA NOTRE DAME,20101324,S,26,75.54,63.15,60,64.42,61.92,56.15,-,01,03,077
188, 0103078,SMA PELITA II,20101322,S,28,74.64,68.43,63.13,59.29,67.23,60.45,-,01,03,078
189, 0103080,SMA SANG TIMUR,20104432,S,85,75.51,74.12,72.74,81.24,74.82,66,-,01,03,080
190, 0103081,SMA TARSISIUS II,20101610,S,33,70.79,62.42,43.64,53.86,53.03,52.5,-,01,03,081
191, 0103083,SMA YADIKA 5,20101629,S,59,65.83,56.27,29.92,28.18,55,61.14,-,01,03,083
192, 0103084,SMA KRISTEN PETRA,20104430,S,6,73.67,72,52.08,47.5,55.42,47.08,-,01,03,084
193, 0103085,SMA KRISTEN KETAPANG II,20101302,S,10,75.2,69.2,73.5,65.5,58,56,-,01,03,085
194, 0103088,SMA NEGERI 16,20101625,N,141,73.09,63.02,57.77,51.54,47.11,60.76,-,01,03,088
195, 0103089,SMA NEGERI 78,20101588,N,350,76.45,73.71,80.79,76.7,74.51,76.13,-,01,03,089
196, 0103090,SMA 1 BARUNAWATI,20101173,S,33,59.7,45.39,38.03,37.12,36.59,45,-,01,03,090
197, 0103091,SMA MUHAMMADIYAH 15,20104433,S,38,67.16,53.68,40.33,29.54,57.57,59.61,-,01,03,091
198, 0103093,SMA REGINA PACIS,20101301,S,52,74.19,72.96,79.76,69.47,59.28,70.1,-,01,03,093
199, 0103095,SMA BAPTIS CENGKARENG INDAH,20101339,S,5,76.4,42.4,40.5,27,48.5,41.5,-,01,03,095
200, 0103096,SMA KRISTEN ALMASIH,20101304,S,11,71.82,68.36,65,65,69.09,58.86,-,01,03,096
201, 0103099,SMA SANTO LEO II,20101613,S,12,79.33,65.17,66.46,71.67,66.88,62.92,-,01,03,099
202, 0103100,SMA KRISTEN KALAM KUDUS III,20101327,S,7,75.43,68.86,68.93,64.29,68.57,56.07,-,01,03,100
203, 0103101,SMA KRISTEN IPEKA TOMANG,20104424,S,79,77.39,68.68,69.72,67.66,70.95,61.49,-,01,03,101
204, 0103102,SMA BAPTIS ELIM,20101338,S,1,78,66,30,42.5,50,50,-,01,03,102
205, 0103104,SMA BINA BANGSA,20104408,S,17,61.41,78.82,44.41,45.59,0,0,-,01,03,104
206, 0103105,SMA SANTO KRISTOFORUS II,20101615,S,60,75.47,66.17,56.38,52.21,63,51.96,-,01,03,105
207, 0103106,SMA PROVIDENTIA,20101318,S,11,83.45,70,74.55,77.05,83.18,66.59,-,01,03,106
208, 0103107,SMA SANTO ANDREAS,20101631,S,17,75.65,65.29,59.12,60,58.82,56.03,-,01,03,107
209, 0103115,SMA CAHAYA FADILAH,20104409,S,15,58.4,32.13,23.5,21.67,26.33,40.67,-,01,03,115
210, 0103116,SMA DIAN KASIH,20104414,S,27,73.11,67.41,56.39,57.78,58.89,51.94,-,01,03,116
211, 0103117,SMA KRISTEN TIARA KASIH,20104419,S,30,78.73,71.6,78.08,73.42,74.08,59.75,-,01,03,117
212, 0103121,SMA IMPIAN BUNDA,20104416,S,7,71.14,59.14,31.07,31.07,41.43,46.79,-,01,03,121
213, 0103123,SMA TUNAS MUDA,20104439,S,10,66.2,77.8,43,16,6.5,33.5,-,01,03,123
214, 0103124,SMA DIAN HARAPAN,20104413,S,60,73.4,75.77,70.83,71.58,68.58,71.29,-,01,03,124
215, 0103126,SMA MUTIARA BANGSA 3,20109062,S,14,75.14,65.86,60.71,60,64.46,52.86,-,01,03,126
216, 0103127,SMA BUKIT SION,20104407,S,43,73.67,71.91,57.03,51.86,57.85,51.8,-,01,03,127
217, 0103128,SMA SUMPAH PEMUDA,20104438,S,38,59.84,40.74,46.12,34.67,44.87,42.89,-,01,03,128
218, 0103129,MA NEGERI 1 JAKARTA,60725010,N,28,68.21,40.86,31.79,28.84,36.34,42.32,-,01,03,129
219, 0103130,MA AL HIDAYAH,60725439,S,33,59.27,31.88,28.33,25.68,30.83,40.61,-,01,03,130
220, 0103137,MA AL-FALAH,60724987,S,18,74.67,57.44,47.64,56.81,56.53,59.72,-,01,03,137
221, 0103151,MA NEGERI 10 JAKARTA,60725017,N,61,71.61,50.92,45.2,44.14,59.59,56.68,-,01,03,151
222, 0103152,MA MANBAUL ULUM ASSHIDDIQIYAH,60725014,S,43,65.26,46.37,44.48,39.19,65.17,62.67,-,01,03,152
223, 0103153,MA ANNIDA AL-ISLAMY,60724996,S,18,62.89,37.44,26.94,40.42,40.69,43.61,-,01,03,153
224, 0103203,MA NEGERI 12 JAKARTA,60725005,N,108,68.7,46.56,42.52,40.02,48.38,51.25,-,01,03,203
225, 0103209,MA NEGERI 16 JAKARTA,60725012,N,74,64.73,34.81,27.43,25.17,36.49,35.74,-,01,03,209
226, 0103210,MA NEGERI 17 JAKARTA,60725006,N,38,65.16,38.63,29.61,33.82,33.16,44.14,-,01,03,210
227, 0103213,SMA KRISTEN IPEKA PURI INDAH,20109467,S,90,78.02,74.16,80,72.36,80.89,70.67,-,01,03,213
228, 0103214,SMA GLOBAL SEVILLA PURI INDAH,20104410,S,4,75.5,74,52.5,55.63,68.13,70,-,01,03,214
229, 0103215,MA NEGERI 22 JAKARTA,60725019,N,62,70.52,51.52,37.62,56.41,60.08,57.34,-,01,03,215
