No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah
40, 01010068,SMA SANTO PAULUS,20100179,S,8,78,71.5,46.88,50,67.5,59,64.1,01,01,006
41, 01010070,SMA ST. BELLARMINUS,20108507,S,19,81.68,87.79,46.97,57.5,56.56,71.43,69.67,01,01,007
42, 01010071,SMA SUNDA KELAPA,20100180,S,25,69.44,51.6,32.2,37.5,43.89,46.83,49.66,01,01,007
43, 01010072,SMA TARSISIUS I,20100197,S,22,82.36,87.27,52.84,44.69,62.92,59.06,69.34,01,01,007
44, 01010073,SMA SANTA THERESIA,20100198,S,96,85.52,88.88,65.76,75,82.16,84.94,80.21,01,01,007
45, 01010076,SMA KRISTEN KETAPANG I,20100191,S,21,85.62,84.57,76.31,80.5,90,69.04,80.32,01,01,007
46, 01010077,SMA MAHATMA GANDHI SCHOOL,20100194,S,32,81.13,88.44,60.63,56.25,64.29,66.9,73.8,01,01,007
47, 01010079,SMA UNIVERSAL,20107251,S,29,83.59,91.72,76.81,76.25,79.17,80.83,82.84,01,01,007
48, 01010080,SMA HATI SUCI,20108501,S,5,84.8,69.6,46.5,-,55.63,60,64.35,01,01,008
49, 01010081,SMA PSKD MANDIRI,20107250,S,1,88,92,62.5,-,72.5,-,78.75,01,01,008
50, 01010082,SMA KRISTEN CALVIN,20112503,S,26,85.38,93.69,72.12,79.17,72.25,86.43,82.42,01,01,008
51, 01010166,MA NEGERI 3 JAKARTA,60725001,N,76,75.24,58.21,38.29,39.03,53.04,49.89,54.91,01,01,016
52, 01010168,MA JAMIAT KHEIR,60725008,S,8,71.25,55.75,33.44,44,42.5,41.25,50.89,01,01,016
53, 01010169,MA AL-MUDDATSIRIYAH,60724994,S,35,65.49,43.54,30.29,34.17,36.43,40.13,44.29,01,01,016
54, 01010223,THE GANDHI MEMORIAL INTERNATIONAL SCHOOL,69758962,S,26,64.46,87.46,42.21,39.17,55.83,54.25,61.71,01,01,022
55, 01020001,SMA NEGERI 52,20100797,N,139,83.32,78.36,55.95,59.29,68.41,74.79,71.88,01,02,000
56, 01020002,SMA NEGERI 69,20107185,N,50,66,43.44,32.75,31.05,47.08,44.6,45.49,01,02,000
57, 01020003,SMA NEGERI 73,20100795,N,107,77.91,64.86,45.51,55.96,57.89,54.54,61.04,01,02,000
58, 01020004,SMA NEGERI 75,20100779,N,103,80.35,71.59,48.83,60,52.4,64.68,65.44,01,02,000
59, 01020005,SMA NEGERI 83,20100781,N,71,76.93,59.49,39.4,38.16,48.88,53.2,55.95,01,02,000
60, 01020006,SMA NEGERI 92,20100782,N,108,79.06,62.89,48.45,43.33,55.27,54.03,60.74,01,02,000
61, 01020007,SMA NEGERI 114,20100804,N,70,75.83,57.66,39.43,39.38,46.97,55.8,55.44,01,02,000
62, 01020008,SMA NEGERI 115,20100805,N,103,74.76,55.73,39.76,41.43,45.76,51.49,54.43,01,02,000
63, 01020009,SMA NURUL FALAH,20107387,S,40,59.55,43.5,29.69,-,32.08,38.68,42.61,01,02,000
64, 01020010,SMA NUSANTARA,20107388,S,19,60.32,40.21,31.58,-,-,39.61,42.93,01,02,001
65, 01020015,SMA NEGERI 13,20100806,N,216,85.92,84.9,65.76,64.77,73.4,75.48,77.3,01,02,001
66, 01020016,SMA NEGERI 45,20100812,N,139,78.62,66.99,41.38,47.54,60,52.15,59.26,01,02,001
67, 01020017,SMA NEGERI 72,20100796,N,108,79.56,76.63,47.85,45.13,51.05,62.5,65.01,01,02,001
68, 01020018,SMA NEGERI 110,20100802,N,69,79.83,65.1,47.75,59,59.52,58.95,62.96,01,02,001
69, 01020019,SMA AL-KHAIRIYAH,20107368,S,29,70.48,51.1,31.64,33.57,37.14,47.67,48.74,01,02,001
70, 01020021,SMA DON BOSCO 1,20100616,S,26,83.77,85.54,69.62,77.32,85,82.81,79.78,01,02,002
71, 01020022,SMA FONS VITAE 2,20100614,S,26,78,72.38,49.71,63.21,46.67,57.66,64.5,01,02,002
72, 01020023,SMA KRISTEN 5 BPK PENABUR,20100601,S,168,86.6,92.51,79.66,90.29,84.79,84.36,86.42,01,02,002
73, 01020024,SMA PGRI 12,20100608,S,16,70.88,55.88,38.13,39.64,-,47.5,52.24,01,02,002
74, 01020025,SMA TANJUNG PRIOK,20107395,S,24,59.75,47.58,31.35,33.5,35.63,39.5,44.07,01,02,002
75, 01020026,SMA TUNAS KARYA,20100778,S,4,73.5,69,41.88,-,42.5,63.33,60.63,01,02,002
76, 01020028,SMA YUSHA,20100801,S,22,56.82,45.36,30.11,-,-,38.3,42.65,01,02,002
77, 01020029,SMA ISLAM AL-AZHAR KELAPA GADING,20100600,S,57,77.93,77.58,44.12,42.69,66.25,55.38,63.22,01,02,002
78, 01020033,SMA NEGERI 15,20100807,N,107,76.54,61.96,39.67,36.58,52.06,48.94,56.48,01,02,003
79, 01020034,SMA NEGERI 18,20100809,N,108,76.2,62.31,40.35,43.57,53.33,55.94,58.27,01,02,003
80, 01020035,SMA NEGERI 40,20100810,N,102,78.33,65.45,43.43,47.75,56.43,51.47,59.66,01,02,003
81, 01020036,SMA NEGERI 80,20100780,N,180,81.69,71.44,43.97,45.36,51.42,60.88,62.9,01,02,003
82, 01020037,SMA NEGERI 111,20100803,N,72,77.22,59.03,42.71,57.14,55,56,58.74,01,02,003
83, 01020040,SMA CHANDRA KUSUMA,20107372,S,5,78.4,80.4,60,56.67,45,55,68.2,01,02,004
84, 01020041,SMA DHARMA BUDHI BHAKTI,20100630,S,17,84.59,87.41,56.03,62.5,76.25,71.11,74.58,01,02,004
85, 01020042,SMA DHARMA PUTRA,20107373,S,27,62.3,46.15,30.83,32.5,36.67,39.29,44.29,01,02,004
86, 01020043,SMA DARMA SATRIA  PERSADA,20107374,S,15,83.33,86,61.17,75,64.29,62.5,74.92,01,02,004
87, 01020044,SMA DIAKONIA,20100631,S,10,73.6,78.2,55.5,48.75,75,68.33,67.45,01,02,004
88, 01020046,SMA GANDHI ANCOL,20100599,S,37,81.73,89.51,64.39,67.37,40.63,72.32,75.5,01,02,004
89, 01020048,SMA GITA KIRTTI 2,20107377,S,18,68.22,43.56,37.5,39,37.5,45.25,47.88,01,02,004
90, 01020049,SMA SAINT NICHOLAS,20100612,S,22,81.73,93.09,73.18,71,77.5,69.33,79.62,01,02,004
91, 01020053,SMA KRISTEN YUSUF,20100603,S,26,86.15,90.92,92.31,82.14,87.83,72.5,88.33,01,02,005
92, 01020057,SMA PERMAI,20100607,S,51,85.06,87.8,68.77,80.43,81.67,75.9,79.98,01,02,005
93, 01020058,SMA PERMATA INDAH,20107389,S,25,82.56,76.4,60.1,-,64.23,51.25,69.27,01,02,005
94, 01020060,SMA PUSAKA ABADI,20100610,S,20,81.6,80.5,66.63,56.88,70,66.79,73.47,01,02,006
95, 01020061,SMA SANTO LUKAS I,20107391,S,17,76.82,67.53,33.24,39.17,47.5,61.07,56.57,01,02,006
96, 01020062,SMA STELLA MARIS,20107393,S,10,74.6,66,42.75,65,51.88,49.38,59.22,01,02,006
97, 01020063,SMA TARAKANITA 2,20100613,S,52,82.38,87.31,66.49,65.68,79.11,80.63,77.52,01,02,006
98, 01020065,SMA WIJAYA,20107397,S,18,64.44,42.11,28.89,-,38.33,42.83,44.38,01,02,006
99, 01020066,SMA WIJAYAKUSUMA,20107398,S,13,63.23,43.54,30.77,35,36.25,49.29,45.11,01,02,006
100, 01020068,SMA YAPPENDA,20107400,S,68,66.15,45.94,32.24,34.11,39.38,40.92,45.87,01,02,006
101, 01020070,SMA CAHAYA KUDUS,20107371,S,14,63.71,59.86,43.75,53.75,52.5,53.18,55.14,01,02,007
102, 01020071,SMA NEGERI 41,20100811,N,106,77.49,55.47,36.08,34.77,46.55,51.59,54.38,01,02,007
103, 01020072,SMA METHODIST,20100605,S,27,83.48,86.22,69.54,81.5,78.86,74.58,79.53,01,02,007
104, 01020074,SMA DHARMA SUCI,20107375,S,23,83.57,84.26,65.33,52,78.33,81.67,76.55,01,02,007
105, 01020076,SMA SANTO YAKOBUS,20100799,S,78,85.31,87.49,72.05,78.78,74.38,86.18,80.97,01,02,007
106, 01020077,SMA JUBILEE,20107380,S,88,80.57,90.34,60.54,64.07,57.23,75.63,73.95,01,02,007
107, 01020078,SMA KRISTEN IPEKA SUNTER,20107383,S,66,86.36,89.67,70.19,79.09,86.53,74.52,81.39,01,02,007
108, 01020079,SMA BUNGA HATI BANGSA,20100629,S,11,80.73,78.55,51.14,42.5,50.83,54.38,64.88,01,02,007
109, 01020080,SMA SANTA MARIA DELLA STRADA,20107394,S,25,78,77.2,49.1,41.25,42.5,61.58,65.28,01,02,008
110, 01020082,SMA KRISTEN TUNAS BANGSA,20107384,S,39,82.41,87.33,53.46,60.56,67.75,71.25,72.78,01,02,008
111, 01020085,SMA MAHATMA GADING,20100604,S,27,85.56,92.81,78.43,80.23,85,80.18,84.34,01,02,008
112, 01020086,SMA BUDI AGUNG,20100628,S,28,84.57,87.07,66.43,53.75,75,70.71,75.73,01,02,008
113, 01020089,SMA KRISTEN MAWAR SARON,20107386,S,3,74.67,84.67,40,43.33,-,-,60.67,01,02,008
114, 01020090,SMA SAINT PETER,20107390,S,17,84.12,92.94,63.24,67.92,100,61.75,76.62,01,02,009
115, 01020091,SMA TUNAS GADING,20100632,S,13,81.08,80.92,45.77,52,42.5,63.33,65.89,01,02,009
116, 01020092,SMA BINA TUNAS BANGSA,20107370,S,14,73.14,92.57,51.25,43.21,56.07,-,66.65,01,02,009
117, 01020094,SMA IPEKA PLUIT,20107382,S,46,85.48,90.91,72.72,81.79,86,84.81,83.05,01,02,009
118, 01020095,SMA MARIE JOSEPH,20109180,S,13,83.69,86.15,54.62,-,68.75,54.5,71.93,01,02,009
119, 01020096,SMA KRISTEN 6 BPK PENABUR,20110335,S,101,87.11,90.77,88.02,85.36,84.25,81.98,87.55,01,02,009
120, 01020171,MA NEGERI 5,20177971,N,73,71.1,55.1,35.38,33.38,47.75,53.59,52.42,01,02,017
121, 01020172,MA AL-WATHONIYAH 43,20177969,S,22,66.09,39.73,29.2,35.83,35.5,47.32,44.53,01,02,017
122, 01020173,MA YAPIS,20177975,S,17,53.06,38.71,29.56,31,-,40.83,39.82,01,02,017
123, 01020175,MA AL-KHAIRIYAH,20177967,S,19,67.58,49.58,30.66,35,42.5,42.5,47.48,01,02,017
124, 01020176,MA RAUDHATUL JANNATINNAIM,20177974,S,21,56,38.95,31.43,37,39.38,40.83,41.51,01,02,017
125, 01020202,MA AL-JIHAD,20177966,S,27,50.81,40.89,26.76,30,-,35.9,38.48,01,02,020
126, 01020204,MA NEGERI 21,20177972,N,59,72.95,56.07,35.85,41.79,38.61,52.99,53.25,01,02,020
127, 01020205,SMA KRISTEN PENABUR KELAPA GADING,20177804,S,54,82.56,93.41,82.55,88.33,80.26,91,86.07,01,02,020
128, 01020207,SMA WESTIN,69873573,S,6,81.67,86.67,46.25,43.75,-,-,64.59,01,02,020
129, 01020208,SMA PELANGI KASIH,69755458,S,41,84.15,92.54,77.93,70.94,75,72.75,81.73,01,02,020
130, 01020221,MAS KHAIRUL UMMAH,69824833,S,25,67.52,40.24,29.8,31.07,30,43.83,44.04,01,02,022
131, 01020230,SMA BINA BANGSA SCHOOL PANTAI INDAH KAPUK,20112462,S,83,66.82,91.35,55.12,51.56,73.5,69.41,67.46,01,02,023
132, 01020231,SMA BUNDA MULIA SCHOOL,69888992,S,8,80,91.5,63.75,65,60,81.88,77.02,01,02,023
133, 01020232,SMA SIS PIK,20109561,S,4,72,94.5,50.63,57.5,67.5,47.5,68.66,01,02,023
134, 01020233,SMA SIS KELAPA GADING,20109560,S,14,61.43,88.14,50.54,45.83,62.5,52.86,62.66,01,02,023
135, 01020235,JAKARTA TAIPEI SCHOOL,69975652,S,4,57.5,93,44.38,43.75,-,48.75,60.29,01,02,023
136, 01020236,SMA SAINT PETER SCHOOL,69879021,S,3,70.67,92.67,48.33,-,60,52.5,67.29,01,02,023
137, 01020238,SMA RAFFLES CHRISTIAN SCHOOL,69939320,S,11,62.91,91.82,48.41,44,60,76.25,64.71,01,02,023
138, 01020239,SMA JAC,69968321,S,7,83.43,93.71,56.07,57.5,60,55.63,72.5,01,02,023
139, 01020240,SMA MAHATMA GADING INTERCULTURAL SCHOOL,69889105,S,6,60,92.67,44.58,-,-,58.33,63.9,01,02,024
140, 01020241,SMA BEACON ACADEMY JAKARTA,69977407,S,2,80,93,47.5,52.5,-,82.5,72,01,02,024
141, 01020242,SMA TZU CHI,69961163,S,4,73,89.5,53.13,-,-,63.13,69.69,01,02,024
142, 01030001,SMA NEGERI 23,20101621,N,108,82.59,75.31,52.08,62,64.33,64.19,68.38,01,03,000
143, 01030002,SMA AL-CHASANAH,20107269,S,32,71.75,54.13,34.77,37,44.17,47.92,51.63,01,03,000
144, 01030003,SMA BUNDA HATI KUDUS,20101332,S,45,83.96,84.8,61.33,65.56,66.73,76.52,75.4,01,03,000
145, 01030004,SMA DHARMA JAYA,20104412,S,13,75.08,69.85,48.46,35.56,60.83,45,58.88,01,03,000
146, 01030007,SMA KRISTEN IMMANUEL,20104425,S,7,76.29,75.14,41.43,-,47.5,59.17,62.59,01,03,000
147, 01030008,SMA KRISTEN 1 PENABUR,20101306,S,246,88.26,93.32,90.58,95.2,88.13,89.87,90.98,01,03,000
148, 01030009,SMA MUHAMMADIYAH 13,20101326,S,26,67.54,49.92,33.56,33,38.06,41.46,47.42,01,03,000
149, 01030011,SMA K PANCARAN BERKAT,20101346,S,19,73.37,66,38.82,43.33,43,58.5,56.36,01,03,001
150, 01030013,SMA YP-BDN,20101628,S,5,71.6,52.8,32.5,37.5,-,49.38,50.98,01,03,001
151, 01030014,SMA SANTO KRISTOFORUS I,20101616,S,34,84.24,85.94,66.47,71.82,70.91,65.83,76.52,01,03,001
152, 01030015,SMA TUNAS HARAPAN,20101606,S,39,66.97,45.79,32.44,30,38.25,47.6,47.15,01,03,001
153, 01030016,SMA YADIKA 1,20101619,S,64,69.13,53.56,32.93,32.78,47.81,44.15,49.66,01,03,001
154, 01030017,SMA NEGERI 2,20101622,N,108,87.65,89.15,78.31,85,85.5,73.26,83.88,01,03,001
155, 01030018,SMA NEGERI 17,20101624,N,144,78.76,59.57,42.8,43.78,50.34,57.3,58.11,01,03,001
156, 01030019,SMA NEGERI 19,20101623,N,72,82.39,81.89,62.19,59.17,69.35,58.31,72.11,01,03,001
157, 01030020,SMA BHINNEKA TUNGGAL IKA,20101337,S,25,71.52,65.28,53.1,43.75,42.5,52.12,59.48,01,03,002
158, 01030021,SMA CANDRA NAYA,20101330,S,16,83,79.13,52.34,54.58,63.33,72.5,69.63,01,03,002
159, 01030023,SMA DAMAI,20101342,S,13,76,70.77,47.12,47.5,39.17,52.78,60.78,01,03,002
160, 01030024,SMA DHAMMASAVANA,20101343,S,7,84.57,80.86,56.07,45,67.5,70.5,71.98,01,03,002
161, 01030027,SMA KATOLIK RICCI,20101311,S,44,81.64,82.68,62.39,63.59,58.93,70.36,72.93,01,03,002
162, 01030031,SMA PELITA IV,20104436,S,22,75.27,71.45,37.05,38.33,46.25,56,58.9,01,03,003
163, 01030033,SMA SANTO LEO,20101614,S,11,79.09,72.73,40.45,45,48.13,53.75,60.4,01,03,003
164, 01030036,SMA TRI RATNA,20101608,S,29,83.1,82.21,61.55,54.79,73.13,64.42,72.13,01,03,003
165, 01030039,SMA NEGERI 56,20101605,N,108,80.96,64.94,43.17,45.2,50.38,55.64,60.09,01,03,003
166, 01030040,SMA NEGERI 84,20101587,N,108,85.28,79.61,63.59,70.56,74.4,72.07,75.15,01,03,004
167, 01030041,SMA NEGERI 94,20101585,N,108,82.09,69.93,45.95,46.29,60,56.35,63.09,01,03,004
168, 01030042,SMA NEGERI 95,20101584,N,144,82.67,71.83,48.42,57.24,54.3,59.56,65.24,01,03,004
169, 01030043,SMA SAN MARINO,20101467,S,24,85.75,87,65.83,69.08,65,69.38,76.89,01,03,004
170, 01030044,SMA GALATIA 3,20101352,S,6,85.33,70,42.92,90,54.5,-,64.67,01,03,004
171, 01030047,SMA YADIKA 2,20101630,S,81,72.15,58,36.45,35,47.19,46.97,52.44,01,03,004
172, 01030048,SMA FAJRUL ISLAM,20101354,S,26,65.38,42,32.5,35,36.25,40.42,44.37,01,03,004
173, 01030049,SMA NEGERI 33,20101620,N,108,86.46,83.3,59.1,65,74.76,78.27,75.63,01,03,004
174, 01030050,SMA NEGERI 96,20101583,N,108,81.19,63.48,43.75,55,56.42,58.75,61.55,01,03,005
175, 01030051,SMA AL-HUDA,20101340,S,108,74.17,52.59,33.96,36.63,39.5,48.7,51.5,01,03,005
176, 01030052,SMA CENGKARENG I,20101329,S,104,70.71,49.23,31.83,39.13,47.5,43.49,48.56,01,03,005
177, 01030054,SMA HARAPAN JAYA,20101350,S,33,59.52,44.61,31.21,37.5,30,39.44,43.55,01,03,005
178, 01030055,SMA IP YAKIN,20101349,S,62,66.1,44.61,30.65,38.33,42.5,43.31,45.95,01,03,005
179, 01030056,SMA KATOLIK BINTANG KEJORA,20104422,S,17,81.29,68.94,43.97,55,52.5,57.05,62.52,01,03,005
180, 01030057,SMA KRISTEN KALAM KUDUS II,20104426,S,31,83.74,85.42,59.76,71.25,52.5,61.09,73.58,01,03,005
181, 01030058,SMA LAMAHOLOT,20101314,S,18,68.89,52.67,31.94,38.33,47.5,46.25,49.66,01,03,005
182, 01030060,SMA VIANNEY,20101618,S,25,84.32,85.84,68.4,77.5,64.72,63,75.69,01,03,006
183, 01030061,SMA NEGERI 57,20101604,N,107,82.58,71.87,48.95,50.75,67.05,66.25,67.07,01,03,006
184, 01030062,SMA NEGERI 65,20101589,N,143,88.67,87.52,65.05,74.19,75.25,72.61,78.84,01,03,006
185, 01030063,SMA NEGERI 85,20101586,N,141,82.7,76.87,49.2,55.11,55.83,60.47,66.77,01,03,006
186, 01030064,SMA NEGERI 101,20101627,N,139,80.24,72.16,45.85,45.89,53.81,65.38,63.95,01,03,006
187, 01030065,SMA NEGERI 112,20101626,N,169,84.75,80.93,59.63,70.56,66.12,66.77,73.18,01,03,006
188, 01030066,SMA ABDI SISWA,20104421,S,21,85.14,88.57,74.29,83.57,81,74.44,81.76,01,03,006
189, 01030067,SMA AL KAMAL,20104405,S,50,75.36,61.36,35.6,38.86,44.24,56.41,54.82,01,03,006
190, 01030068,SMA BUDI MURNI 2,20101334,S,69,70,47.07,31.67,34.64,40.33,42.25,47.26,01,03,006
191, 01030070,SMAK IPEKA INTEGRATED CHRISTIAN SCHOOL,20104423,S,9,85.33,94.89,78.06,88.13,75,88.13,86.24,01,03,007
192, 01030074,SMA KEMURNIAN II,20101307,S,27,86.07,89.41,74.54,77.29,86.43,75.31,82.28,01,03,007
193, 01030075,SMA KRISTEN 4 PENABUR,20101305,S,125,86.29,89.31,69.18,77.12,70.33,72.5,79.55,01,03,007
194, 01030076,SMA KRISTEN SAMARIA KUDUS,20101313,S,8,76.75,70,45,-,54.38,50.63,61.07,01,03,007
195, 01030077,SMA NOTRE DAME,20101324,S,56,84.82,86.46,63.71,75.13,69.61,69.12,76.61,01,03,007
196, 01030078,SMA PELITA II,20101322,S,31,81.1,87.23,55.81,61.25,72.5,71.75,72.47,01,03,007
197, 01030080,SMA SANG TIMUR,20104432,S,89,82.92,86.85,71.07,82.79,76.46,66.98,78.79,01,03,008
198, 01030081,SMA TARSISIUS II,20101610,S,24,76.58,74.42,48.44,50.56,57.5,57.5,63.59,01,03,008
199, 01030083,SMA YADIKA 5,20101629,S,98,74.04,60.96,37.42,37.5,48.27,52.41,54.86,01,03,008
200, 01030088,SMA NEGERI 16,20101625,N,144,83.39,77.29,50.33,53.26,54.23,73.03,69.03,01,03,008
201, 01030089,SMA NEGERI 78,20101588,N,306,87.24,88.6,73.55,81.8,77.34,79.21,82.22,01,03,008
202, 01030090,SMA 1 BARUNAWATI,20101173,S,70,73.71,55.77,33.04,41.17,52.5,47.04,52.2,01,03,009
203, 01030091,SMA MUHAMMADIYAH 15,20104433,S,68,71.88,57.47,35.48,50,40.47,48.65,52.9,01,03,009
204, 01030093,SMA REGINA PACIS,20101301,S,47,85.66,87.23,67.45,68.53,69.11,68.44,77.26,01,03,009
205, 01030095,SMA BAPTIS CENGKARENG INDAH,20101339,S,12,81.33,64.17,33.75,37.5,48.75,59.29,57.84,01,03,009
206, 01030096,SMA KRISTEN ALMASIH,20101304,S,7,78.57,81.14,55.71,-,66.25,55.83,69.3,01,03,009
207, 01030099,SMA SANTO LEO II,20101613,S,20,86.1,83.7,62.13,69.55,81,86.25,76.92,01,03,009
208, 01030100,SMA KRISTEN KALAM KUDUS III,20101327,S,17,82.24,84.59,56.03,74.17,68.33,62.73,72.15,01,03,010
209, 01030101,SMA KRISTEN IPEKA TOMANG,20104424,S,89,85.35,89.39,74.83,81.25,82.27,77.05,82.31,01,03,010
210, 01030104,SMA BINA BANGSA,20104408,S,40,68.35,91.2,60,58.43,51.25,74.17,69.7,01,03,010
211, 01030105,SMA SANTO KRISTOFORUS II,20101615,S,65,81.51,86.49,60.58,68.41,57.69,67.5,73.65,01,03,010
212, 01030106,SMA PROVIDENTIA,20101318,S,20,85.3,84.6,65,-,82.73,78.33,78.92,01,03,010
213, 01030115,SMA CAHAYA FADILAH,20104409,S,28,67.5,41.79,30.54,40,45,46.59,46.48,01,03,011
214, 01030116,SMA DIAN KASIH,20104414,S,22,82.91,88.45,61.59,67.73,73.33,71.25,75.68,01,03,011
215, 01030117,SMA KRISTEN TIARA KASIH,20104419,S,24,86,90.83,75,77.36,76.67,68.33,82,01,03,011
216, 01030121,SMA IMPIAN BUNDA,20104416,S,7,80.57,82.29,47.86,36.88,52.5,60,63.84,01,03,012
217, 01030123,SMA TUNAS MUDA,20104439,S,26,81.46,91.38,56.35,63.04,47.5,71.82,73.84,01,03,012
218, 01030124,SMA DIAN HARAPAN,20104413,S,90,85.84,91.4,74.39,81.71,81.25,78.9,83,01,03,012
219, 01030126,SMA MUTIARA BANGSA 3,20109062,S,17,76.82,81.88,51.62,45,58.44,62.5,67.22,01,03,012
220, 01030127,SMA BUKIT SION,20104407,S,35,81.54,90.51,69.71,69.25,92,72,78.96,01,03,012
221, 01030128,SMA SUMPAH PEMUDA,20104438,S,69,71.25,49.86,35.62,41.11,47.5,47.19,50.79,01,03,012
222, 01030129,MA NEGERI 1 JAKARTA,60725010,N,61,69.05,46.56,31.48,36.25,46.39,42.63,47.25,01,03,012
223, 01030130,MA AL HIDAYAH,60725439,S,55,62.69,45.6,31.91,42.5,38.27,46.42,46.09,01,03,013
224, 01030137,MA AL-FALAH,60724987,S,29,76.21,62.41,39.22,42.5,44.69,50.29,56.38,01,03,013
