,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
91114,87,3307010,SMA NEGERI 8 RAJA AMPAT,60403786,N,3,75.33,81.33,80.83,82.5,0.0,0.0,0.0,33,7,10,2018,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
74011,96,2103047,SMA KRISTEN TRANA,60103507,S,31,63.35,42.84,80.81,79.29,63.08,69.5,0.0,21,3,47,2018,MALUKU,MALUKU,MALUKU TENGAH
74490,200,2107017,SMA NEGERI PULAU PANJANG,69822777,S,41,84.29,72.88,80.73,66.79,64.22,71.13,0.0,21,7,17,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
61678,144,1405031,MA SWASTA MAMBAUL ULUM,60730177.0,S,11,77.45,72.91,80.68,67.5,52.0,71.5,0.0,14,5,31,2018,KALIMANTAN TENGAH,KALIMANTAN TENGAH,KABUPATEN BARITO SELATAN
74478,188,2107005,SMA MUHAMMADIYAH ATIAHU,60101660,S,11,76.55,70.18,80.68,87.05,0.0,0.0,0.0,21,7,5,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
74486,196,2107013,SMA NEGERI 4 PULAU GOROM,60103879,S,30,61.67,55.33,80.67,68.75,50.0,63.0,0.0,21,7,13,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
1162,162,103008,SMA KRISTEN 1 BPK PENABUR,20101306,S,77,80.81,85.14,80.55,79.69,80.27,84.0,0.0,1,3,8,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
74476,186,2107003,SMA NEGERI 1 PULAU GOROM,60101684,N,61,70.69,68.72,80.49,70.28,51.56,64.0,0.0,21,7,3,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
74494,204,2107021,SMA NEGERI TEOR,69872005,N,11,70.18,66.18,80.45,82.5,64.67,68.0,0.0,21,7,21,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
231,40,101060,SMA KANISIUS,20100170,S,57,83.96,83.19,80.44,83.79,77.33,80.67,0.0,1,1,60,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
47715,271,905115,MA NURUL YAQIN PENGALIHAN,10310959.0,S,42,70.14,49.57,80.24,0.0,58.76,0.0,0.0,9,5,115,2018,RIAU,RIAU,KABUPATEN INDRAGIRI HILIR
74485,195,2107012,SMA NAFIRI UKAR SENGAN,60103628,S,29,62.83,68.07,80.17,74.58,59.75,60.0,0.0,21,7,12,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
74171,131,2104002,SMA NEGERI 2 BURU,60101016,N,163,72.75,72.72,80.15,65.0,64.21,81.75,0.0,21,4,2,2018,MALUKU,MALUKU,BURU
74183,143,2104101,MAS AL-HILAAL NAMLEA,40405920,S,20,76.5,73.8,80.0,79.5,71.2,77.6,0.0,21,4,101,2018,MALUKU,MALUKU,BURU
22450,125,501174,SMA KRISTEN ELYON SURABAYA,69874373,S,2,82.0,81.0,80.0,0.0,76.0,0.0,0.0,5,1,174,2018,JAWA TIMUR,JAWA TIMUR,KOTA SURABAYA
74670,249,2108106,MA AR-RAHMAN LIMBORO,60105463,S,29,71.86,60.41,79.91,0.0,60.28,0.0,0.0,21,8,106,2018,MALUKU,MALUKU,SERAM BAGIAN BARAT
91109,82,3307005,SMA NEGERI 5 RAJA AMPAT,60403783,N,24,71.0,48.25,79.9,70.31,74.0,88.27,0.0,33,7,5,2018,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
61664,130,1405016,MA SWASTA DARUL HUDA,30112203.0,S,18,72.67,72.0,79.86,0.0,51.63,32.0,0.0,14,5,16,2018,KALIMANTAN TENGAH,KALIMANTAN TENGAH,KABUPATEN BARITO SELATAN
73986,71,2103022,SMA NEGERI 1 SERAM UTARA BARAT,60102244,N,52,73.42,75.62,79.86,53.0,55.2,68.33,0.0,21,3,22,2018,MALUKU,MALUKU,MALUKU TENGAH
73274,310,2014003,SMAN 1 WAWONII TIMUR,40402859,N,37,72.49,43.68,79.86,71.25,52.44,0.0,0.0,20,14,3,2018,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN
82499,183,2520003,SMA NEGERI KANGGIME,60302280,N,47,53.11,48.17,79.73,0.0,58.95,71.64,0.0,25,20,3,2018,PAPUA,PAPUA,KABUPATEN TOLIKARA
74022,107,2103061,SMA NEGERI 3 MASOHI,69774664,N,70,75.89,77.8,79.71,90.71,59.0,77.94,0.0,21,3,61,2018,MALUKU,MALUKU,MALUKU TENGAH
40794,476,710072,SMA SWASTA DHARMA BAKTI SELESAI,10220895.0,S,46,77.13,49.57,79.57,0.0,63.96,0.0,0.0,7,10,72,2018,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LANGKAT
73096,270,2011007,SMA NEGERI 1 LANGGIKIMA,40404671,N,28,77.5,52.64,79.55,68.5,0.0,78.15,0.0,20,11,7,2018,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA
21039,1,401001,SMA NEGERI 3 YOGYAKARTA,20403178,N,13,86.77,76.31,79.42,77.86,82.33,0.0,0.0,4,1,1,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
74172,132,2104003,SMA NEGERI 5 BURU,60100977,N,23,65.39,58.78,79.35,71.67,74.0,78.0,0.0,21,4,3,2018,MALUKU,MALUKU,BURU
74658,237,2108026,SMA NEGERI 2 TANIWEL,60103904,N,71,75.32,72.9,79.19,73.13,73.92,80.13,0.0,21,8,26,2018,MALUKU,MALUKU,SERAM BAGIAN BARAT
74003,88,2103039,SMA MUHAMMADIYAH SEPA,60100349,S,18,78.89,76.78,79.17,89.5,66.0,83.09,0.0,21,3,39,2018,MALUKU,MALUKU,MALUKU TENGAH
83984,90,2705010,SMA MUHAMMADIYAH OBI,60201681,S,8,81.5,78.0,79.06,0.0,59.0,72.5,0.0,27,5,10,2018,MALUKU UTARA,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
220,29,101044,SMA KRISTEN KARUNIA,20100190,S,7,78.57,85.14,78.93,90.0,80.5,81.0,0.0,1,1,44,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
74661,240,2108031,SMA NEGERI ELPAPUTIH,60103939,N,43,68.98,77.91,78.9,86.25,75.81,85.0,0.0,21,8,31,2018,MALUKU,MALUKU,SERAM BAGIAN BARAT
75049,18,2201023,SMA NEGERI 7 DENPASAR,50103120,N,118,77.76,76.42,78.88,0.0,77.56,0.0,0.0,22,1,23,2018,BALI,BALI,KOTA DENPASAR
65573,99,1705020,SMA NEGERI 2 MELONGUANE,69902042,N,13,49.08,36.0,78.85,64.23,0.0,0.0,0.0,17,5,20,2018,SULAWESI UTARA,SULAWESI UTARA,KABUPATEN KEPULAUAN TALAUD
74010,95,2103046,SMA MATHLAUL ANWAR MASOHI,60100347,S,15,65.07,73.73,78.83,88.75,62.22,72.5,0.0,21,3,46,2018,MALUKU,MALUKU,MALUKU TENGAH
91111,84,3307007,MA MUHAMADYAH KALOBO,11003343,S,8,78.5,63.0,78.75,0.0,62.75,0.0,0.0,33,7,7,2018,PAPUA BARAT,PAPUA BARAT,KABUPATEN RAJA AMPAT
74474,184,2107001,SMA NEGERI 1 BULA,60101661,N,103,65.94,65.88,78.74,74.06,73.83,77.33,0.0,21,7,1,2018,MALUKU,MALUKU,SERAM BAGIAN TIMUR
47705,261,905105,MA NURUL HIDAYAH SUNGAI SALAK,69812087.0,S,47,84.94,56.98,78.72,60.44,0.0,87.8,0.0,9,5,105,2018,RIAU,RIAU,KABUPATEN INDRAGIRI HILIR
40805,487,710101,MA SWASTA TARBIYAH ISLAMIYAH,69734231.0,S,44,72.68,49.82,78.64,58.81,0.0,0.0,0.0,7,10,101,2018,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN LANGKAT
90743,14,3301018,SMA NEGERI 3 MANOKWARI,69856650,N,22,73.36,62.27,78.64,60.0,48.42,57.0,0.0,33,1,18,2018,PAPUA BARAT,PAPUA BARAT,KABUPATEN MANOKWARI
73230,300,2013012,SMAN 1 TINONDO,40405270,N,37,70.65,40.05,78.58,86.25,60.5,53.78,0.0,20,13,12,2018,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR
85115,74,2905007,MAN INSAN CENDEKIA GORONTALO,60728785,N,24,82.83,75.0,78.54,84.46,77.0,84.67,0.0,29,5,7,2018,GORONTALO,GORONTALO,KABUPATEN BONE BOLANGO
84183,145,2708008,SMA NEGERI  1  MANGOLI  BARAT,60202239,N,20,74.0,66.6,78.5,29.5,0.0,71.2,0.0,27,8,8,2018,MALUKU UTARA,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
82465,175,2518003,SMA NEGERI NINIA,60303349,N,46,78.48,69.52,78.48,40.11,0.0,0.0,0.0,25,18,3,2018,PAPUA,PAPUA,KABUPATEN YAHUKIMO
74818,265,2110002,SMA NEGERI LEKSULA,60100978,N,87,76.37,71.59,78.45,74.17,66.98,76.72,0.0,21,10,2,2018,MALUKU,MALUKU,BURU SELATAN
82054,87,2506006,SMA KRISTEN WAMENA,60301589,S,116,78.43,54.21,78.36,61.48,58.48,46.16,0.0,25,6,6,2018,PAPUA,PAPUA,KABUPATEN JAYAWIJAYA
14841,165,306003,SMA NEGERI 3 MAGELANG,20327564,N,90,83.84,74.22,78.31,72.46,76.19,76.67,0.0,3,6,3,2018,JAWA TENGAH,JAWA TENGAH,KOTA MAGELANG
89023,794,3008174,SMA PAHOA,20616061,S,65,83.69,76.95,78.27,80.0,81.54,92.0,0.0,30,8,174,2018,BANTEN,BANTEN,KABUPATEN TANGERANG
72088,66,2003032,MA ANNUR AZZUBAIDI,69728216,S,42,75.14,40.38,78.1,40.42,66.94,74.0,0.0,20,3,32,2018,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN KONAWE
74038,123,2103105,MA MATHLAUL ANWAR MASOHI,60105608,S,17,79.88,76.47,78.09,85.44,0.0,0.0,0.0,21,3,105,2018,MALUKU,MALUKU,MALUKU TENGAH
74174,134,2104005,SMA TARBIYAH AIRBUAYA,60101017,S,30,78.2,60.2,78.08,0.0,0.0,66.27,0.0,21,4,5,2018,MALUKU,MALUKU,BURU
91252,121,3313006,SMA NEGERI 6 MEMBEY,69944288,N,46,52.35,48.3,77.99,44.08,0.0,0.0,0.0,33,13,6,2018,PAPUA BARAT,PAPUA BARAT,KABUPATEN PEGUNUNGAN ARFAK
