,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
6518,528,207203,SMK CARAKA NUSANTARA CIMANGGIS,69753314,S,20,72.0,52.7,49.25,88.71,"65,67",2,7,203,2017,JAWA BARAT,KOTA DEPOK
61570,31,2103106,SMK NEGERI 1 LEIHITU,60102251,N,67,48.9,69.37,59.59,88.55,"66,60",21,3,106,2017,MALUKU,MALUKU TENGAH
41909,386,709257,SMK SWASTA AL WASHLIYAH 16 PETUMBUKAN,69948620,S,9,64.67,71.56,67.5,88.51,"73,06",7,9,257,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
27134,25,401132,SMK INDONESIA YOGYAKARTA,20407373,S,179,80.59,64.79,74.48,88.45,"77,08",4,1,132,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
1970,276,104027,SMK NEGERI 47,20102599,N,243,78.31,61.03,62.17,88.38,"72,47",1,4,27,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
6446,456,207128,"SMK FARMASI HARAPAN MASSA, KOTA DEPOK",20232539,S,111,72.92,54.34,56.13,88.34,"67,93",2,7,128,2017,JAWA BARAT,KOTA DEPOK
27877,126,404110,SMK NEGERI 1 TEMPEL,20401136,N,280,81.04,61.41,76.01,88.32,"76,70",4,4,110,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
41883,360,709228,SMK SWASTA TRI SAKTI,10261244,S,25,60.56,37.52,61.7,88.28,"62,02",7,9,228,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
41863,340,709188,SMK SWASTA BANDUNG 1,10214030,S,17,69.29,57.18,75.44,88.23,"72,54",7,9,188,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
47325,174,908116,SMK BUKIT INTAN MAKMUR KUNTO DARUSSALAM,10496887,S,16,70.63,49.13,56.88,88.21,"66,21",9,8,116,2017,RIAU,KABUPATEN ROKAN HULU
44457,795,726144,SMK SWASTA KESEHATAN DEWANTARA HUSADA,69883442,S,23,62.7,49.13,66.74,88.13,"66,68",7,26,144,2017,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
20864,401,311002,SMK NEGERI 1 KARANGANYAR,20330331,N,423,83.38,59.97,78.75,88.03,"77,53",3,11,2,2017,JAWA TENGAH,KABUPATEN KEBUMEN
61576,37,2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,17,67.06,74.59,84.41,87.93,"78,50",21,3,112,2017,MALUKU,MALUKU TENGAH
61511,24,2102106,SMK NEGERI 2 TUAL,69900145,N,22,38.0,54.55,36.14,87.93,"54,16",21,2,106,2017,MALUKU,TUAL
22236,673,317230,SMK TARUNA FARMA,20362748,S,35,73.6,44.63,63.86,87.86,"67,49",3,17,230,2017,JAWA TENGAH,KABUPATEN KARANGANYAR
1280,227,103112,SMK CANDRA NAYA,20104453,S,68,75.44,54.12,62.1,87.79,"69,86",1,3,112,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
252,59,101076,SMK F PENABUR,20109314,S,38,79.89,70.47,74.28,87.78,"78,11",1,1,76,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
7700,735,210211,SMK KESEHATAN RANCAEKEK,69734357,S,28,73.07,51.21,49.2,87.75,"65,31",2,10,211,2017,JAWA BARAT,KABUPATEN BANDUNG
4860,232,203196,"SMK FARMASI BEKASI 1, KOTA BEKASI",20269184,S,17,75.76,46.82,39.85,87.64,"62,52",2,3,196,2017,JAWA BARAT,KOTA BEKASI
3095,540,105178,SMK IKIFA,20109934,S,193,75.98,56.91,56.0,87.46,"69,09",1,5,178,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
40368,128,701246,SMK SWASTA METHODIST CHARLES WESLEY,10262326,S,4,84.5,85.0,75.0,87.43,"82,98",7,1,246,2017,SUMATERA UTARA,KOTA MEDAN
4004,88,201190,"SMK YPF, KOTA BANDUNG",20265548,S,63,72.44,48.92,45.36,87.42,"63,54",2,1,190,2017,JAWA BARAT,KOTA BANDUNG
61565,26,2103101,SMK NEGERI 1 AMAHAI,60100352,N,16,51.75,52.75,65.78,87.42,"64,43",21,3,101,2017,MALUKU,MALUKU TENGAH
1205,152,103018,SMK NEGERI 17,20101502,N,159,79.14,61.21,60.75,87.4,"72,13",1,3,18,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
25676,1259,331208,SMK AL SYAIRIYAH LIMPUNG,20353726,S,74,73.3,44.11,59.19,87.35,"65,99",3,31,208,2017,JAWA TENGAH,KABUPATEN BATANG
16056,2176,223193,SMK KESENIAN SUBANG,69859743,S,14,65.0,42.0,32.32,87.34,"56,67",2,23,193,2017,JAWA BARAT,KABUPATEN SUBANG
29357,185,503130,SMK KESEHATAN ADITAPA,20571010,S,96,76.5,48.96,49.64,87.3,"65,60",5,3,130,2017,JAWA TIMUR,KOTA MADIUN
18587,14,301201,SMK NUSAPUTERA 2,20328991,S,141,76.28,58.24,62.11,87.24,"70,97",3,1,201,2017,JAWA TENGAH,KOTA SEMARANG
61814,72,2108105,SMK NEGERI TANIWEL,60102762,N,33,63.7,58.0,71.67,87.21,"70,15",21,8,105,2017,MALUKU,SERAM BAGIAN BARAT
40336,96,701206,SMK SWASTA PHARMACA MEDAN,10259229,S,139,66.56,46.56,54.32,87.17,"63,65",7,1,206,2017,SUMATERA UTARA,KOTA MEDAN
29340,168,503110,SMK BINA FARMA MADIUN,20539405,S,174,77.85,54.9,55.36,87.15,"68,82",5,3,110,2017,JAWA TIMUR,KOTA MADIUN
208,15,101017,SMK NEGERI 14,20100158,N,264,78.92,60.99,60.16,87.1,"71,79",1,1,17,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
19214,158,303217,SUPM NEGERI TEGAL,69787011,N,190,67.63,38.39,41.67,87.06,"58,69",3,3,217,2017,JAWA TENGAH,KOTA TEGAL
41803,280,709111,SMK SWASTA KARYA SERDANG 2,10214044,S,26,76.08,75.85,55.29,87.03,"73,56",7,9,111,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
67497,95,2708011,SMK NEGERI MANGOLI TENGAH,60202463,N,42,56.05,55.81,24.05,86.99,"55,73",27,8,11,2017,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
33232,827,521112,SMK NEGERI 2 PACITAN,20511016,N,393,76.78,49.56,48.94,86.96,"65,56",5,21,112,2017,JAWA TIMUR,KABUPATEN PACITAN
56236,203,1610001,SMK PELITA MAHAKAM LONG HUBUNG,30409888,S,46,67.78,62.0,67.83,86.95,"71,14",16,10,1,2017,KALIMANTAN TIMUR,KABUPATEN MAHAKAM ULU
62448,80,2204006,SMK KESEHATAN PANCA ATMA JAYA,50103895,S,39,69.28,50.36,37.95,86.93,"61,13",22,4,6,2017,BALI,KABUPATEN KLUNGKUNG
44803,835,730103,SMK SWASTA AL-WASHLIYAH 1 MARBAU,10205216,S,157,63.77,53.1,51.13,86.89,"63,72",7,30,103,2017,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
1209,156,103022,SMK NEGERI 9,20101496,N,205,78.01,58.16,67.57,86.86,"72,65",1,3,22,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
34735,1072,527152,SMK JAYANEGARA,20552642,S,113,74.04,49.12,51.31,86.78,"65,31",5,27,152,2017,JAWA TIMUR,KABUPATEN MALANG
23515,861,322002,SMK NEGERI 2 BLORA,20314864,N,343,79.83,55.12,56.98,86.77,"69,68",3,22,2,2017,JAWA TENGAH,KABUPATEN BLORA
54975,118,1513016,SMKS MUHAMMADIYAH KUSAN HILIR,69772941,S,83,58.87,37.71,29.79,86.73,"53,28",15,13,16,2017,KALIMANTAN SELATAN,KABUPATEN TANAH BUMBU
6521,531,207207,SMK BROADCAST MAHARDHIKA,69759294,S,53,66.42,46.79,43.92,86.72,"60,96",2,7,207,2017,JAWA BARAT,KOTA DEPOK
3946,30,201130,"SMK BUMI SILIWANGI, KOTA BANDUNG",20219284,S,82,74.83,52.37,58.23,86.69,"68,03",2,1,130,2017,JAWA BARAT,KOTA BANDUNG
61714,59,2106111,SMK NEGERI WERTAMRIAN,60102756,N,37,46.43,46.76,31.89,86.67,"52,94",21,6,111,2017,MALUKU,MALUKU TENGGARA BARAT
59766,267,1914114,SMK MULIA ASRI BULUKUMBA,40318342,S,19,59.05,41.58,56.05,86.64,"60,83",19,14,114,2017,SULAWESI SELATAN,KABUPATEN BULUKUMBA
27894,143,404129,SMK PUTRA SAMODERA YOGYAKARTA,20401043,S,106,72.04,47.72,47.36,86.64,"63,44",4,4,129,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
27896,145,404131,SMK NEGERI 1 DEPOK,20401193,N,275,81.11,63.32,75.38,86.63,"76,61",4,4,131,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
28170,175,405101,SMK NEGERI 1 WONOSARI,20402128,N,410,82.33,61.19,73.8,86.63,"75,99",4,5,101,2017,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
1208,155,103021,SMK NEGERI 42,20101500,N,240,81.02,65.65,67.74,86.62,"75,26",1,3,21,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
41818,295,709133,SMK SWASTA YAPIM NAMORAMBE,10220232,S,20,64.7,62.0,70.63,86.58,"70,98",7,9,133,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
46455,2,901101,SMK NEGERI 1 PEKANBARU,10403902,N,423,76.82,56.36,53.39,86.53,"68,28",9,1,101,2017,RIAU,KOTA PEKANBARU
1963,269,104020,SMK NEGERI 8,20102597,N,283,82.06,70.35,80.07,86.51,"79,75",1,4,20,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
3926,10,201110,SMK NEGERI 10 BANDUNG,20219176,N,221,65.54,42.75,30.55,86.5,"56,34",2,1,110,2017,JAWA BARAT,KOTA BANDUNG
6543,553,207231,SMK IT GLOBAL MADANI,69900391,S,5,60.8,37.6,28.0,86.48,"53,22",2,7,231,2017,JAWA BARAT,KOTA DEPOK
17845,2421,226120,"SMK KESEHATAN BHAKTI KENCANA SUKARAJA, KABUPATEN T",20210712,S,37,69.73,60.65,45.95,86.47,"65,70",2,26,120,2017,JAWA BARAT,KABUPATEN TASIKMALAYA
20590,371,310003,SMK NEGERI 1 PURBALINGGA,20303240,N,444,82.56,63.2,73.38,86.47,"76,40",3,10,3,2017,JAWA TENGAH,KABUPATEN PURBALINGGA
27113,4,401105,SMK NEGERI 1 YOGYAKARTA,20404180,N,187,78.22,54.07,70.9,86.37,"72,39",4,1,105,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
626,80,102021,SMK NEGERI 12 JAKARTA,20100783,N,208,81.98,63.5,71.19,86.32,"75,75",1,2,21,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
2057,363,104137,SMK NEGERI 62,20109246,N,127,79.07,61.26,65.18,86.29,"72,95",1,4,137,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
24691,1100,327246,SMK FARMASI TELADAN,69756202,S,59,70.98,39.9,38.18,86.27,"58,83",3,27,246,2017,JAWA TENGAH,KABUPATEN DEMAK
7617,652,210124,SMK FARMASI AS SHIFA CIPARAY,20228525,S,69,73.74,45.97,44.38,86.26,"62,59",2,10,124,2017,JAWA BARAT,KABUPATEN BANDUNG
1962,268,104019,SMK NEGERI 6,20102579,N,256,79.8,68.8,63.49,86.26,"74,59",1,4,19,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
55997,165,1606013,SMK NEGERI 1 MOOK MANAAR BULANT,69786415,N,28,73.79,53.0,64.55,86.24,"69,40",16,6,13,2017,KALIMANTAN TIMUR,KABUPATEN KUTAI BARAT
39017,57,607010,SMK NEGERI MANE,69753602,N,15,55.07,27.33,26.0,86.17,"48,64",6,7,10,2017,ACEH,KABUPATEN PIDIE
3135,580,105520,SMK SWADAYA GLOBAL SCHOOL,69854751,S,39,67.18,45.69,41.73,86.16,"60,19",1,5,520,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
28649,40,501148,SMK FARMASI SEKESAL SURABAYA,20549500,S,195,80.11,64.16,61.76,86.11,"73,04",5,1,148,2017,JAWA TIMUR,KOTA SURABAYA
41881,358,709226,SMK SWASTA KARYA BUNDA,10261476,S,16,67.63,52.13,68.75,86.01,"68,63",7,9,226,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
1965,271,104022,SMK NEGERI 18,20102589,N,197,80.11,65.2,61.6,85.97,"73,22",1,4,22,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
27888,137,404121,SMK NEGERI 1 GODEAN,20401137,N,311,79.88,62.64,71.33,85.97,"74,96",4,4,121,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
22813,775,319236,SMK CITRA MEDIKA SRAGEN,69767776,S,96,75.67,45.83,52.58,85.94,"65,01",3,19,236,2017,JAWA TENGAH,KABUPATEN SRAGEN
5522,341,204162,"SMK FARMASI TUNAS MANDIRI, KOTA BOGOR",20268961,S,83,77.93,53.57,53.86,85.91,"67,82",2,4,162,2017,JAWA BARAT,KOTA BOGOR
18991,94,302006,SMK NEGERI 6 SURAKARTA,20328128,N,394,79.55,62.82,57.95,85.88,"71,55",3,2,6,2017,JAWA TENGAH,KOTA SURAKARTA
30964,468,512163,SMK HAYAM WURUK,69904242,S,20,72.5,49.8,37.13,85.86,"61,32",5,12,163,2017,JAWA TIMUR,KABUPATEN MOJOKERTO
41890,367,709236,SMK SWASTA PEMBANGUNAN NASIONAL PANTAI LABU,10264656,S,30,68.4,47.2,71.92,85.85,"68,34",7,9,236,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
45310,36,801150,SMK DEK BUSINESS SCHOOL,10304837,S,43,75.72,62.42,54.13,85.84,"69,53",8,1,150,2017,SUMATERA BARAT,KOTA PADANG
23234,815,321001,SMK NEGERI 1 WONOGIRI,20311325,N,387,79.95,56.53,66.9,85.83,"72,30",3,21,1,2017,JAWA TENGAH,KABUPATEN WONOGIRI
21182,465,312002,SMK NEGERI 1 SALAM,20307681,N,325,75.43,44.85,49.98,85.83,"64,02",3,12,2,2017,JAWA TENGAH,KABUPATEN MAGELANG
61820,78,2108112,SMK NEGERI 4 KAIRATU,69857916,N,63,70.44,66.89,71.35,85.8,"73,62",21,8,112,2017,MALUKU,SERAM BAGIAN BARAT
47331,180,908123,SMKS LPMD KABUN,60725984,S,55,67.49,62.91,69.64,85.79,"71,46",9,8,123,2017,RIAU,KABUPATEN ROKAN HULU
60019,310,1918106,SMK HARAPAN BANGSA SIDRAP,40314674,S,43,68.84,41.07,41.92,85.71,"59,39",19,18,106,2017,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
209,16,101018,SMK NEGERI 16,20100159,N,188,78.72,62.36,61.72,85.6,"72,10",1,1,18,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
24211,985,325001,SMK NEGERI 1 PATI,20339059,N,355,79.11,59.98,63.18,85.6,"71,97",3,25,1,2017,JAWA TENGAH,KABUPATEN PATI
3119,564,105263,SMK BAKTHI NEGERI,69773002,S,30,69.47,43.33,38.92,85.58,"59,33",1,5,263,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
