,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
5659,383,204908,SMK SMAK BOGOR (4 TH KELAS 3),20238524,N,308,83.25,82.77,71.51,72.48,"77,50",2,4,908,2018,JAWA BARAT,KOTA BOGOR
67572,105,2710001,SMK NEGERI 1 TALIABU BARAT,60202481,N,24,83.25,61.25,68.96,57.08,"67,64",27,10,1,2018,MALUKU UTARA,KABUPATEN PULAU TALIABU
3197,441,105068,SMK NEGERI 48,20103784,N,264,83.25,67.37,65.86,63.07,"69,89",1,5,68,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
21677,582,314901,SMK NEGERI 1 TEMANGGUNG,20321425,N,524,83.19,62.82,59.96,61.21,"66,80",3,14,901,2018,JAWA TENGAH,KABUPATEN TEMANGGUNG
27946,135,404121,SMK NEGERI 1 GODEAN,20401137,N,314,83.15,67.28,69.14,64.35,"70,98",4,4,121,2018,DI YOGYAKARTA,KABUPATEN SLEMAN
61592,39,2103114,SMK NEGERI NUSA LAUT,69770334,N,15,83.07,68.93,71.67,77.5,"75,29",21,3,114,2018,MALUKU,MALUKU TENGAH
3309,553,105256,SMK CARAKA NUSANTARA,20103769,S,112,83.05,67.61,82.88,60.67,"73,55",1,5,256,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
61767,70,2107108,SMK NEGERI TELUK WARU,60103638,N,22,83.0,58.82,69.77,68.3,"69,97",21,7,108,2018,MALUKU,SERAM BAGIAN TIMUR
20372,314,309001,SMK NEGERI 1 CILACAP,20300744,N,483,82.97,66.88,70.6,58.99,"69,86",3,9,1,2018,JAWA TENGAH,KABUPATEN CILACAP
67504,92,2708006,SMK NEGERI MANGOLI TIMUR UTARA,60202246,N,40,82.9,76.9,68.69,53.19,"70,42",27,8,6,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
27639,91,403113,SMK NEGERI 2 PENGASIH,20402817,N,507,82.83,63.01,57.66,58.45,"65,49",4,3,113,2018,DI YOGYAKARTA,KABUPATEN KULON PROGO
21809,584,315002,SMK NEGERI 1 WONOSOBO,20306811,N,468,82.79,67.38,63.77,59.28,"68,31",3,15,2,2018,JAWA TENGAH,KABUPATEN WONOSOBO
44219,747,724123,SMK NEGERI 1 ARAMO,10260683,S,31,82.71,84.84,93.55,35.48,"74,15",7,24,123,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
19851,215,307003,SMK NEGERI 1 PURWOKERTO,20330459,N,640,82.66,64.99,58.5,60.41,"66,64",3,7,3,2018,JAWA TENGAH,KABUPATEN BANYUMAS
1322,153,103020,SMK NEGERI 11,20101504,N,201,82.61,66.72,66.14,61.38,"69,21",1,3,20,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
45355,41,801901,SMK - SMAK 4 TAHUN PADANG,10307616,N,189,82.6,66.79,59.33,62.39,"67,78",8,1,901,2018,SUMATERA BARAT,KOTA PADANG
19309,162,304002,SMK NEGERI 2 PEKALONGAN,20329512,N,344,82.58,61.52,61.77,69.69,"68,89",3,4,2,2018,JAWA TENGAH,KOTA PEKALONGAN
1323,154,103021,SMK NEGERI 42,20101500,N,241,82.56,68.08,69.6,68.58,"72,21",1,3,21,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
27935,124,404110,SMK NEGERI 1 TEMPEL,20401136,N,280,82.51,63.66,72.17,67.21,"71,39",4,4,110,2018,DI YOGYAKARTA,KABUPATEN SLEMAN
73088,7,3301008,SMK NEGERI 6 MASNI,69856677,N,12,82.5,50.17,47.71,44.38,"56,19",33,1,8,2018,PAPUA BARAT,KABUPATEN MANOKWARI
3193,437,105064,SMK NEGERI 10,20103791,N,232,82.47,64.85,64.54,65.86,"69,43",1,5,64,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
20930,412,311004,SMK NEGERI 2 KEBUMEN,20330335,N,642,82.45,61.52,64.83,59.79,"67,15",3,11,4,2018,JAWA TENGAH,KABUPATEN KEBUMEN
21476,517,313002,SMK NEGERI 2 PURWOREJO,20306186,N,409,82.4,63.48,68.16,65.68,"69,93",3,13,2,2018,JAWA TENGAH,KABUPATEN PURWOREJO
27148,8,401110,SMK NEGERI 7 YOGYAKARTA,20403295,N,279,82.36,70.44,66.97,67.2,"71,74",4,1,110,2018,DI YOGYAKARTA,KOTA YOGYAKARTA
65030,105,2406011,SMK NEGERI KAYANG,69757276,N,32,82.31,61.19,57.19,64.14,"66,21",24,6,11,2018,NUSA TENGGARA TIMUR,KABUPATEN ALOR
313,59,101076,SMK F PENABUR,20109314,S,37,82.22,74.0,60.68,69.86,"71,69",1,1,76,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
18663,2,301002,SMK NEGERI  2 SEMARANG,20328970,N,421,82.21,64.31,62.3,65.61,"68,61",3,1,2,2018,JAWA TENGAH,KOTA SEMARANG
73309,46,3310002,SMK NEGERI 1 YEMBUN,69899493,N,10,82.2,62.2,73.25,56.5,"68,54",33,10,2,2018,PAPUA BARAT,KABUPATEN TAMBRAUW
44225,753,724129,SMK NEGERI 1 ONO HAZUMBA,10261289,N,42,82.14,70.71,85.89,40.95,"69,92",7,24,129,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
703,79,102021,SMK NEGERI 12 JAKARTA,20100783,N,173,82.13,64.46,69.83,64.02,"70,11",1,2,21,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
27655,107,403135,SMK NEGERI 1 PANJATAN,20407363,N,220,82.0,58.69,54.76,54.45,"62,48",4,3,135,2018,DI YOGYAKARTA,KABUPATEN KULON PROGO
27141,1,401101,SMK NEGERI 2 YOGYAKARTA,20403280,N,651,81.98,66.32,55.69,56.7,"65,17",4,1,101,2018,DI YOGYAKARTA,KOTA YOGYAKARTA
19532,193,306001,SMK NEGERI 1 MAGELANG,20327608,N,621,81.96,67.06,58.55,59.72,"66,82",3,6,1,2018,JAWA TENGAH,KOTA MAGELANG
27143,3,401105,SMK NEGERI 1 YOGYAKARTA,20404180,N,192,81.89,64.13,71.94,64.51,"70,62",4,1,105,2018,DI YOGYAKARTA,KOTA YOGYAKARTA
19891,255,307236,SMK TELKOM SANDHY PUTRA PURWOKERTO,20301902,S,300,81.87,70.61,61.86,71.33,"71,42",3,7,236,2018,JAWA TENGAH,KABUPATEN BANYUMAS
61762,65,2107102,SMK NEGERI 2 BULA,60103627,N,14,81.86,64.86,71.07,57.5,"68,82",21,7,102,2018,MALUKU,SERAM BAGIAN TIMUR
28753,40,501148,SMK FARMASI SEKESAL SURABAYA,20549500,S,191,81.84,64.51,56.58,67.7,"67,66",5,1,148,2018,JAWA TIMUR,KOTA SURABAYA
19849,213,307001,SMK NEGERI 1 BANYUMAS,20302104,N,412,81.8,60.93,55.21,60.09,"64,51",3,7,1,2018,JAWA TENGAH,KABUPATEN BANYUMAS
25691,1265,331001,SMK NEGERI 1 BATANG,20322727,N,361,81.77,62.29,59.58,62.11,"66,44",3,31,1,2018,JAWA TENGAH,KABUPATEN BATANG
19044,100,302200,SMK ANALIS KESEHATAN NASIONAL SURAKARTA,20331829,S,119,81.6,64.55,62.48,72.98,"70,40",3,2,200,2018,JAWA TENGAH,KOTA SURAKARTA
3335,579,105901,SMKN 26 JAKARTA 4 TH,20103787,N,356,81.54,68.57,55.72,53.53,"64,84",1,5,901,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
28229,184,405113,SMK NEGERI 2 WONOSARI,20402089,N,463,81.44,61.85,55.96,55.59,"63,71",4,5,113,2018,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
67573,106,2710002,SMK NEGERI 1 TALIABU UTARA,60202482,N,49,81.43,60.41,87.96,38.47,"67,07",27,10,2,2018,MALUKU UTARA,KABUPATEN PULAU TALIABU
4168,124,201913,SMK NEGERI 13 BANDUNG (4 TH KELAS 3),20219161,N,178,81.39,67.91,53.68,74.55,"69,38",2,1,913,2018,JAWA BARAT,KOTA BANDUNG
72186,60,3102253,SMKIT DARUSSALAM BOARDING SCHOOL 01 BATAM,69958871,S,3,81.33,66.67,51.67,50.83,"62,63",31,2,253,2018,KEPULAUAN RIAU,KOTA BATAM
67510,98,2708014,SMK NEGERI 1 SANANA UTARA,60203612,N,9,81.33,62.0,88.33,55.83,"71,87",27,8,14,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
26321,1382,333001,SMK NEGERI 1 KEDUNGWUNI,20323511,N,434,81.3,57.05,54.31,59.02,"62,92",3,33,1,2018,JAWA TENGAH,KABUPATEN PEKALONGAN
22525,688,318003,SMK NEGERI 1 KLATEN,20309691,N,578,81.25,60.3,58.39,61.67,"65,40",3,18,3,2018,JAWA TENGAH,KABUPATEN KLATEN
61913,91,2110102,SMK NEGERI WAESAMA,60103374,N,27,81.19,68.81,78.98,78.24,"76,81",21,10,102,2018,MALUKU,BURU SELATAN
21654,559,314001,SMK NEGERI 1 TEMANGGUNG,20321425,N,447,81.17,63.3,72.16,61.99,"69,66",3,14,1,2018,JAWA TENGAH,KABUPATEN TEMANGGUNG
31693,575,514139,SMK SENTOSA DHARMA BOJONEGORO,20547828,S,106,81.09,65.89,65.02,64.76,"69,19",5,14,139,2018,JAWA TIMUR,KABUPATEN BOJONEGORO
3308,552,105255,SMK NEGERI 26,20103787,N,362,81.07,73.15,74.1,54.28,"70,65",1,5,255,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
266,12,101014,SMK BUNDA MULIA 1,20107252,S,180,81.03,79.39,72.47,66.9,"74,95",1,1,14,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
22823,740,319002,SMK NEGERI 1 SRAGEN,20313046,N,408,81.01,53.78,55.26,56.59,"61,66",3,19,2,2018,JAWA TENGAH,KABUPATEN SRAGEN
46510,1,901021,SMK NEGERI KEHUTANAN PEKANBARU,10497348,N,99,81.01,65.17,64.8,51.54,"65,63",9,1,21,2018,RIAU,KOTA PEKANBARU
21266,513,312241,SMKIT IHSANUL FIKRI,69881816,S,32,81.0,65.38,68.83,61.88,"69,27",3,12,241,2018,JAWA TENGAH,KABUPATEN MAGELANG
62664,122,2206030,SMK NEGERI BALI MANDARA,69899478,N,97,80.95,69.15,59.56,56.11,"66,44",22,6,30,2018,BALI,KABUPATEN BULELENG
