,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
5765,393,2040909,SMK ANALIS KIMIA YKPI BOGOR (4 TH KELAS 3),2022x,S,62,82.61,70.77,57.42,69.44,"70,06",2,4,90,2019,JAWA BARAT,KOTA BOGOR
1501,212,1030100,SMK TRI RATNA,20101485,S,36,79.06,70.72,59.1,54.58,"65,87",1,3,10,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
73261,35,33070001,SMK NEGERI 1 RAJA AMPAT,60402058,N,23,75.3,70.61,75.0,58.7,"69,90",33,7,0,2019,PAPUA BARAT,KABUPATEN RAJA AMPAT
27195,25,4010133,SMK NEGERI TEKNOLOGI INDUSTRI,20407427,N,276,88.44,70.55,67.92,51.18,"69,52",4,1,13,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
28872,55,5010165,SMK MATER AMABILIS SURABAYA,20532177,S,171,76.27,70.47,44.66,59.44,"62,71",5,1,16,2019,JAWA TIMUR,KOTA SURABAYA
3415,462,1050094,SMK CAHAYA SAKTI,20103715,S,52,79.23,70.35,51.97,52.02,"63,39",1,5,9,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
62175,32,22010035,SMK PENERBANGAN CAKRA NUSANTARA DENPASAR,69948489,S,191,77.35,70.18,43.39,57.54,"62,12",22,1,3,2019,BALI,KOTA DENPASAR
64718,39,24020015,SMK NEGERI 1 AMFOANG SELATAN,69765059,N,43,52.7,70.09,56.69,58.66,"59,54",24,2,1,2019,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
31045,437,5120122,SMK PACET,20549437,S,86,70.47,70.07,62.88,49.07,"63,12",5,12,12,2019,JAWA TIMUR,KABUPATEN MOJOKERTO
69054,56,30020010,SMK STRADA  DAAN MOGOT ,20606914,S,273,79.16,70.01,53.38,66.84,"67,35",30,2,1,2019,BANTEN,KOTA TANGERANG
18838,87,3010969,SMK PIKA,20341356,S,52,82.08,69.96,53.46,68.27,"68,44",3,1,96,2019,JAWA TENGAH,KOTA SEMARANG
73328,52,33130002,SMK NEGERI 02 ANGGI,69947386,N,20,52.2,69.9,41.5,43.13,"51,68",33,13,0,2019,PAPUA BARAT,KABUPATEN PEGUNUNGAN ARFAK
69699,235,30040041,SMK BINA INFORMATIKA,20614720,S,136,76.76,69.9,39.91,57.11,"60,92",30,4,4,2019,BANTEN,KOTA TANGERANG SELATAN
2227,266,1040020,SMK NEGERI 8,20102597,N,345,86.8,69.58,79.28,68.12,"75,95",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
27178,8,4010110,SMK NEGERI 7 YOGYAKARTA,20403295,N,281,87.31,69.49,60.8,62.8,"70,10",4,1,11,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
3486,533,1050179,SMK ANALIS KESEHATAN DITKESAD,20109930,S,112,78.75,69.45,63.17,85.74,"74,28",1,5,17,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
19104,108,3020211,SMK KATOLIK ST. MIKAEL SURAKARTA,20328116,S,167,85.28,69.31,53.52,45.28,"63,35",3,2,21,2019,JAWA TENGAH,KOTA SURAKARTA
1458,169,1030047,SMK DHAMMASAVANA,20101660,S,20,78.8,69.3,69.0,66.38,"70,87",1,3,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
11288,1394,2130457,SMK MADINATULQURAN,69944176,S,11,75.27,69.27,52.5,52.73,"62,44",2,13,45,2019,JAWA BARAT,KABUPATEN BOGOR
2226,265,1040019,SMK NEGERI 6,20102579,N,261,84.75,69.1,64.77,63.32,"70,49",1,4,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
18763,12,3010012,SMK NEGERI JAWA TENGAH,69859366,N,117,88.77,69.04,75.68,70.66,"76,04",3,1,1,2019,JAWA TENGAH,KOTA SEMARANG
44284,784,7240142,SMK NEGERI 2 HURUNA,10261288,N,22,49.0,68.91,80.23,14.43,"53,14",7,24,14,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
25578,1264,3300223,SMK VISI MEDIA INDONESIA,20362293,S,16,78.63,68.5,41.88,67.19,"64,05",3,30,22,2019,JAWA TENGAH,KABUPATEN SEMARANG
6688,465,2070120,"SMK BROADCAST CAKRA BUANA, KOTA DEPOK",20232536,S,27,80.81,68.44,42.41,70.09,"65,44",2,7,12,2019,JAWA BARAT,KOTA DEPOK
67130,22,27030006,SMK EKLESIA JAILOLO,60202797,S,141,61.22,68.31,38.56,44.68,"53,19",27,3,0,2019,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
72203,25,31020213,SMK BATAM BUSINESS SCHOOL,11002206,S,38,76.79,68.26,47.04,52.57,"61,17",31,2,21,2019,KEPULAUAN RIAU,KOTA BATAM
46566,1,9010021,SMK KEHUTANAN NEGERI PEKANBARU,10497348,N,102,84.41,68.24,64.44,62.72,"69,95",9,1,2,2019,RIAU,KOTA PEKANBARU
1439,150,1030021,SMK NEGERI 42,20101500,N,244,85.84,67.79,69.51,67.47,"72,65",1,3,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
50521,30,12010144,SMK KRISTEN BPK PENABUR BANDAR LAMPUNG,10807043,S,61,81.54,67.77,56.6,68.89,"68,70",12,1,14,2019,LAMPUNG,KOTA BANDAR LAMPUNG
30666,345,5110109,SMK NEGERI 2 BUDURAN,20501695,N,428,83.43,67.77,54.23,65.98,"67,85",5,11,10,2019,JAWA TIMUR,KABUPATEN SIDOARJO
4295,126,2010913,SMK NEGERI 13 BANDUNG (4 TH KELAS 3),202191,N,203,84.61,67.59,57.68,55.91,"66,45",2,1,91,2019,JAWA BARAT,KOTA BANDUNG
37806,1699,5350125,SMK AL ANWAR PALENGAAN,20555382,S,30,58.27,67.47,71.83,53.58,"62,79",5,35,12,2019,JAWA TIMUR,KABUPATEN PAMEKASAN
65738,266,24200007,SMK N 1 SAMBI RAMPAS,69768165,N,43,61.67,67.44,40.06,54.88,"56,01",24,20,0,2019,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
54532,30,15020010,SMK BORNEO LESTARI,30312523,S,66,76.52,67.39,70.11,72.61,"71,66",15,2,1,2019,KALIMANTAN SELATAN,KOTA BANJARBARU
4182,13,2010113,SMK NEGERI 13 BANDUNG,20219161,N,167,81.95,67.37,43.61,52.75,"61,42",2,1,11,2019,JAWA BARAT,KOTA BANDUNG
29210,126,5020123,SMK COR JESU MALANG,20533823,S,95,79.22,67.2,48.66,62.82,"64,48",5,2,12,2019,JAWA TIMUR,KOTA MALANG
3391,438,1050068,SMK NEGERI 48,20103784,N,271,85.62,67.11,71.85,66.3,"72,72",1,5,6,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
30665,344,5110108,SMK PGRI 3 SIDOARJO,20540091,S,201,72.76,67.09,55.97,63.28,"64,78",5,11,10,2019,JAWA TIMUR,KABUPATEN SIDOARJO
69118,120,30020075,SMK BONAVITA,20613690,S,207,74.93,66.92,43.16,54.42,"59,86",30,2,7,2019,BANTEN,KOTA TANGERANG
4279,110,2010216,"SMK GRACIA, KOTA BANDUNG",20271653,S,22,78.0,66.91,49.77,55.45,"62,53",2,1,21,2019,JAWA BARAT,KOTA BANDUNG
43279,607,7150133,SMK SWASTA AL-AZIS,69786963,S,50,62.88,66.88,62.1,50.65,"60,63",7,15,13,2019,SUMATERA UTARA,KABUPATEN LABUHANBATU
19966,252,3070236,SMK TELKOM SANDHY PUTRA PURWOKERTO,20301902,S,337,85.23,66.85,53.81,60.27,"66,54",3,7,23,2019,JAWA TENGAH,KABUPATEN BANYUMAS
1527,238,1030141,SMK MUTIARA BANGSA TIGA,20109617,S,23,75.83,66.78,55.54,49.89,"62,01",1,3,14,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
