,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
62072,25,2201027,SMK KESEHATAN BALI MEDIKA,50103910,S,209,78.0,81.37,87.17,81.41,"81,99",22,1,27,2016,BALI,KOTA DENPASAR
37586,1505,535104,SMK AL-BASTHI,20553982,S,21,77.9,56.86,87.14,79.97,"75,47",5,35,104,2016,JAWA TIMUR,KABUPATEN PAMEKASAN
2897,549,105179,SMK ANALIS KESEHATAN DITKESAD,20109930,S,87,79.68,82.23,87.1,83.79,"83,20",1,5,179,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
44134,716,724123,SMK NEGERI 1 ARAMO,10260683,N,43,84.09,46.74,86.92,65.41,"70,79",7,24,123,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
44114,696,724103,SMK NEGERI 1 AMANDRAYA,10258242,N,46,55.96,83.96,86.9,75.85,"75,67",7,24,103,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
43180,548,715109,SMK SWASTA SITI BANUN SIGAMBAL,10205184,S,80,84.15,93.4,86.81,84.32,"87,17",7,15,109,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
44120,702,724109,SMK SWASTA NUSANTARA TERPADU,10258238,S,49,58.73,83.59,86.68,71.61,"75,15",7,24,109,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
41689,281,709117,SMK SWASTA PRIMA NUSANTARA 1,10220236,S,3,71.33,82.0,86.67,70.0,"77,50",7,9,117,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
43174,542,715102,SMK NEGERI 2 RANTAU UTARA,10205204,N,333,81.25,85.75,86.28,78.23,"82,88",7,15,102,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
43574,624,718116,SMK  SWASTA KESEHATAN MARTABE,60730371,S,2,75.0,82.0,86.25,64.8,"77,01",7,18,116,2016,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
43758,657,720120,SMK SWASTA INDONESIA MEMBANGUN TARUNA,10261979,S,59,83.19,78.71,86.19,78.42,"81,63",7,20,120,2016,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
61896,81,2110103,SMK NEGERI NAMROLE,60103929,N,56,64.82,55.96,86.16,78.41,"71,34",21,10,103,2016,MALUKU,BURU SELATAN
61563,35,2103113,SMK NEGERI SERAM UTARA TIMUR KOBI,60103854,N,24,80.67,80.75,86.15,75.6,"80,79",21,3,113,2016,MALUKU,MALUKU TENGAH
40783,157,702106,SMK SWASTA HKBP,10211802,S,270,73.6,76.16,86.09,70.22,"76,52",7,2,106,2016,SUMATERA UTARA,KOTA PEMATANGSIANTAR
44404,758,726122,SMK SWASTA YAPIM SEI BAMBAN,10209283,S,65,83.08,77.32,86.04,79.06,"81,38",7,26,122,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
7095,605,209135,SMK MABDAUL ULUM,20271009,S,30,75.47,65.2,85.92,83.65,"77,56",2,9,135,2016,JAWA BARAT,KOTA TASIKMALAYA
44130,712,724119,SMK NEGERI 1 LOLOMATUA,10260462,N,72,82.0,79.11,85.87,74.32,"80,33",7,24,119,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
43563,613,718103,SMK NEGERI 1 BATANG ANGKOLA,10220622,N,211,67.72,73.93,85.84,76.6,"76,02",7,18,103,2016,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
40221,132,701246,SMK SWASTA METHODIST CHARLES WESLEY,10262326,S,12,83.5,90.0,85.83,88.81,"87,04",7,1,246,2016,SUMATERA UTARA,KOTA MEDAN
60851,47,2004113,SMKS PERMATA BANGSA,69831541,S,61,66.03,86.98,85.78,69.34,"77,03",20,4,113,2016,SULAWESI TENGGARA,KABUPATEN MUNA
42602,465,711126,SMK SWASTA BERDIKARI 2,10202736,S,41,76.29,74.59,85.67,70.68,"76,81",7,11,126,2016,SUMATERA UTARA,KABUPATEN SIMALUNGUN
40124,35,701137,SMK SWASTA LESTARI MEDAN,10211214,S,15,79.07,75.73,85.67,71.38,"77,96",7,1,137,2016,SUMATERA UTARA,KOTA MEDAN
44799,823,730115,SMK SWASTA CENDIKIA BANGSA,69733965,S,27,83.41,77.04,85.65,71.15,"79,31",7,30,115,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
37595,1514,535114,SMK AL-KAROMAH,20558428,S,20,65.1,48.8,85.63,65.95,"66,37",5,35,114,2016,JAWA TIMUR,KABUPATEN PAMEKASAN
44901,840,731115,SMK SWASTA ABDI NEGARA 2 AEK BATU,69756299,S,37,81.08,76.81,85.61,77.58,"80,27",7,31,115,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
44787,811,730102,SMK SWASTA PELITA 1 AEKKANOPAN,10205210,S,87,73.86,76.69,85.6,70.02,"76,54",7,30,102,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
40791,165,702115,SMK 2 SWASTA TRISAKTI,10211816,S,58,78.79,78.0,85.52,74.62,"79,23",7,2,115,2016,SUMATERA UTARA,KOTA PEMATANGSIANTAR
43653,636,719114,SMK NEGERI 2 HILISERANGKAI,69753892,N,32,59.19,74.75,85.47,74.73,"73,54",7,19,114,2016,SUMATERA UTARA,KABUPATEN NIAS
42617,480,711142,SMK SWASTA SATRIA MANDIRI,69840979,S,35,75.54,77.43,85.43,73.68,"78,02",7,11,142,2016,SUMATERA UTARA,KABUPATEN SIMALUNGUN
44887,826,731101,SMK SWASTA KH. DEWANTARA KOTAPINANG,10205193,S,380,86.52,93.2,85.41,80.4,"86,38",7,31,101,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
44794,818,730109,SMK SWASTA HARAPAN AEKKANOPAN,10205214,S,25,80.64,77.04,85.4,70.34,"78,36",7,30,109,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
44416,770,726136,SMK NEGERI 1 TEBING TINGGI,10262272,N,70,78.23,75.57,85.39,77.53,"79,18",7,26,136,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
43178,546,715106,SMK SWASTA TELADAN RANTAUPRAPAT,10220858,S,104,85.13,93.19,85.34,82.83,"86,62",7,15,106,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
42604,467,711128,SMK SWASTA SATRYA BUDI 1 PERDAGANGAN,10202778,S,174,79.68,77.05,85.33,70.16,"78,06",7,11,128,2016,SUMATERA UTARA,KABUPATEN SIMALUNGUN
44308,739,725104,SMK SWASTA HKBP PANGURURAN,10208946,S,136,79.96,76.32,85.28,68.9,"77,62",7,25,104,2016,SUMATERA UTARA,KABUPATEN SAMOSIR
44016,692,723101,SMK NEGERI 1 PERGETTENG-GETTENG SENGKUT,10208654,N,231,78.0,76.2,85.27,77.89,"79,34",7,23,101,2016,SUMATERA UTARA,KABUPATEN PAKPAK BHARAT
37613,1532,535133,SMK KESEHATAN NUSANTARA,20579419,S,30,73.2,56.93,85.17,75.78,"72,77",5,35,133,2016,JAWA TIMUR,KABUPATEN PAMEKASAN
39220,86,612009,SMK TI DARUL YATAMA,10110792,S,18,71.78,88.56,85.14,82.37,"81,96",6,12,9,2016,ACEH,KABUPATEN ACEH UTARA
41721,313,709159,SMK SWASTA SINGOSARI 1,10260014,S,39,82.67,76.0,85.13,79.85,"80,91",7,9,159,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
44306,737,725102,SMK NEGERI 1 PALIPI,10208927,N,138,78.17,72.23,85.13,74.33,"77,47",7,25,102,2016,SUMATERA UTARA,KABUPATEN SAMOSIR
44407,761,726127,SMK SWASTA YAPIM TEBING SYAHBANDAR,10261174,S,66,82.64,77.0,85.11,79.74,"81,12",7,26,127,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
41780,372,709241,SMK SWASTA CERDAS MURNI,10262131,S,57,82.53,76.56,85.04,81.23,"81,34",7,9,241,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
2914,566,105256,SMK CARAKA NUSANTARA,20103769,S,63,86.6,69.87,84.96,89.38,"82,70",1,5,256,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
40094,5,701105,SMK NEGERI 5 MEDAN,10211063,N,338,75.27,74.14,84.89,72.34,"76,66",7,1,105,2016,SUMATERA UTARA,KOTA MEDAN
44414,768,726134,SMK NEGERI 1 PERBAUNGAN,10262365,N,193,82.74,77.64,84.88,78.54,"80,95",7,26,134,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
41081,214,704109,SMK SWASTA SURYA NUSANTARA TEBING TINGGI,10211594,S,70,75.46,59.94,84.79,77.23,"74,36",7,4,109,2016,SUMATERA UTARA,KOTA TEBING TINGGI
37611,1530,535131,SMK MAARIF 1 PAMEKASAN,20574475,S,21,65.43,55.9,84.76,66.44,"68,13",5,35,131,2016,JAWA TIMUR,KABUPATEN PAMEKASAN
41084,217,704112,SMK SWASTA TI DIPANEGARA TEBING TINGGI,10211590,S,98,76.43,58.92,84.74,82.71,"75,70",7,4,112,2016,SUMATERA UTARA,KOTA TEBING TINGGI
44390,744,726102,SMK NEGERI 1 SIPISPIS,10209401,N,86,77.3,75.6,84.74,75.82,"78,37",7,26,102,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
40128,39,701141,SMK SWASTA AL-FATTAH MEDAN,10211064,S,119,80.76,76.39,84.73,80.24,"80,53",7,1,141,2016,SUMATERA UTARA,KOTA MEDAN
44415,769,726135,SMK NEGERI 2 SEI RAMPAH,10262247,N,61,78.95,77.11,84.67,79.32,"80,01",7,26,135,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
44122,704,724111,SMK SWASTA MITRA KASIH BKPN TELUKDALAM,10258236,S,67,60.48,59.58,84.66,73.5,"69,56",7,24,111,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
18492,7,301007,SMK NEGERI  7 SEMARANG,20337604,N,591,85.84,74.27,84.57,88.04,"83,18",3,1,7,2016,JAWA TENGAH,KOTA SEMARANG
16646,2168,224230,"SMK INSAN CITA, KABUPATEN SUKABUMI",69888788,S,30,82.47,74.93,84.5,73.23,"78,78",2,24,230,2016,JAWA BARAT,KABUPATEN SUKABUMI
41761,353,709220,SMK 1 SWASTA DELIMA SARI TIGA JUHAR,10260606,S,32,80.63,67.5,84.45,71.58,"76,04",7,9,220,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
44401,755,726117,SMK SWASTA SHINTA BAKTI SEI RAMPAH,10209287,S,24,72.25,71.0,84.38,76.54,"76,04",7,26,117,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
40093,4,701104,SMK NEGERI 4 MEDAN,10210764,N,205,78.75,75.96,84.29,70.31,"77,33",7,1,104,2016,SUMATERA UTARA,KOTA MEDAN
56642,66,1705004,SMK NEGERI 4 TALAUD,40101747,N,27,77.48,79.11,84.26,71.38,"78,06",17,5,4,2016,SULAWESI UTARA,KABUPATEN KEPULAUAN TALAUD
40779,153,702102,SMK NEGERI 2 PEMATANGSIANTAR,10211794,N,373,62.98,76.86,84.25,76.12,"75,05",7,2,102,2016,SUMATERA UTARA,KOTA PEMATANGSIANTAR
41763,355,709222,SMK PAB-10,10261177,S,64,80.97,75.53,84.22,78.15,"79,72",7,9,222,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
40235,146,701260,SMK SWASTA PULAU BRAYAN DARAT MEDAN,10210940,S,76,81.21,77.68,84.21,75.61,"79,68",7,1,260,2016,SUMATERA UTARA,KOTA MEDAN
41086,219,704114,SMK SWASTA TOGAMA TEBING TINGGI,69733939,S,3,77.33,65.33,84.17,73.5,"75,08",7,4,114,2016,SUMATERA UTARA,KOTA TEBING TINGGI
57653,75,1805048,SMK HAYATUL ISLAM,40206760,S,6,77.0,77.67,84.17,70.05,"77,22",18,5,48,2016,SULAWESI TENGAH,KABUPATEN BANGGAI
40240,151,701265,SMK SWASTA MAYJEND SUTOYO SM MEDAN,69823298,S,89,77.42,60.7,84.1,76.36,"74,65",7,1,265,2016,SUMATERA UTARA,KOTA MEDAN
44418,772,726138,SKM SWASTA YAPIM TARUNA DOLOK MASIHUL,69773551,S,81,81.01,77.83,84.04,77.67,"80,14",7,26,138,2016,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
39223,89,612012,SMK BUSTANUL YATAMA,10112955,S,12,70.67,85.0,83.96,83.43,"80,77",6,12,12,2016,ACEH,KABUPATEN ACEH UTARA
41082,215,704110,SMK SWASTA YPD TEBING TINGGI,10211596,S,160,76.54,60.06,83.94,75.89,"74,11",7,4,110,2016,SUMATERA UTARA,KOTA TEBING TINGGI
40797,171,702121,SMK 2 SWASTA TAMAN SISWA,10212422,S,231,77.83,76.31,83.93,78.23,"79,08",7,2,121,2016,SUMATERA UTARA,KOTA PEMATANGSIANTAR
44140,722,724129,SMK NEGERI 1 ONO HAZUMBA,10261289,N,46,66.74,86.13,83.86,79.32,"79,01",7,24,129,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
43194,562,715129,SMK SWASTA DAARUL MUHSININ,69734384,S,24,83.42,82.25,83.85,78.23,"81,94",7,15,129,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
