,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
12867,259,104022,SMA NEGERI 34,20102214,N,178,78.75,78.26,85.18,79.42,75.46,82.19,0.0,1,4,22,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
22541,382,1910066,SMA NEGERI 1 PONRE,69754023,N,14,65.57,70.29,80.54,76.96,61.43,82.14,0.0,19,10,66,2016,SULAWESI SELATAN,KABUPATEN BONE
23445,70,2206001,SMA NEGERI 1 SINGARAJA,50100337,N,283,78.87,68.56,79.41,63.1,76.39,82.09,0.0,22,6,1,2016,BALI,KABUPATEN BULELENG
20504,14,1201018,SMAN 3 BANDAR LAMPUNG,10807064,N,154,70.74,70.7,74.64,82.32,61.09,82.09,0.0,12,1,18,2016,LAMPUNG,KOTA BANDAR LAMPUNG
17138,1394,535022,SMA ISLAM MIFTAHUL ULUM,20552088,S,11,72.91,76.18,85.68,72.27,88.64,82.05,0.0,5,35,22,2016,JAWA TIMUR,KABUPATEN PAMEKASAN
23346,236,2108107,MA BINA KARYA MELATI,60105465,S,9,72.89,61.78,65.0,64.44,66.11,81.94,0.0,21,8,107,2016,MALUKU,SERAM BAGIAN BARAT
18963,1051,730011,SMA SWASTA MUHAMMADIYAH 9 KUALUH HULU,10205376,S,36,76.5,58.5,76.11,68.19,95.9,81.94,0.0,7,30,11,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
22632,473,1915018,MA NEGERI 2 SINJAI TIMUR,40319627,N,13,64.92,55.38,62.31,65.96,51.15,81.92,0.0,19,15,18,2016,SULAWESI SELATAN,KABUPATEN SINJAI
18005,93,701115,SMA SWASTA RK MARIANA MEDAN,10210734,S,16,83.88,72.75,88.59,87.66,93.91,81.88,0.0,7,1,115,2016,SUMATERA UTARA,KOTA MEDAN
19377,14,901014,SMAN PLUS PROVINSI RIAU,10404453,N,95,74.65,69.79,87.03,82.89,78.58,81.87,0.0,9,1,14,2016,RIAU,KOTA PEKANBARU
14906,313,312221,SMA TARUNA NUSANTARA MERTOYUDAN,20307641,S,270,76.1,74.19,79.75,75.85,78.73,81.84,0.0,3,12,221,2016,JAWA TENGAH,KABUPATEN MAGELANG
16951,1207,531507,MA DARUL FALAH,20522068,S,81,60.94,75.33,77.25,68.52,75.86,81.82,0.0,5,31,507,2016,JAWA TIMUR,KABUPATEN BONDOWOSO
22527,368,1910044,SMA DARUL ABRAR,40310713,S,28,74.43,80.36,81.25,77.41,88.04,81.79,0.0,19,10,44,2016,SULAWESI SELATAN,KABUPATEN BONE
