,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
3393,440,1050070,SMK NEGERI 51,20103781,N,262,84.15,65.98,71.59,63.07,"71,20",1,5,7,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
52762,14,13010014,SMK IMMANUEL PONTIANAK,30105216,S,207,81.02,71.46,65.94,66.07,"71,12",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
2287,326,1040092,SMK TARAKANITA,20102435,S,56,81.18,74.07,67.5,61.65,"71,10",1,4,9,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
27173,3,4010105,SMK NEGERI 1 YOGYAKARTA,20404180,N,181,86.93,62.28,70.32,64.74,"71,07",4,1,10,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
327,12,1010014,SMK BUNDA MULIA 1,20107252,S,124,80.44,78.5,67.5,57.84,"71,07",1,1,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
2335,374,1040160,SMK MUSIK PERGURUAN CIKINI,20107257,S,23,79.65,77.65,44.57,82.17,"71,01",1,4,16,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
28004,135,4040121,SMK NEGERI 1 GODEAN,20401137,N,315,87.59,65.57,68.79,61.83,"70,95",4,4,12,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
1458,169,1030047,SMK DHAMMASAVANA,20101660,S,20,78.8,69.3,69.0,66.38,"70,87",1,3,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
19129,133,3020238,SMK IT SMART INFORMATIKA,20362528,S,47,88.81,72.68,59.47,61.28,"70,56",3,2,23,2019,JAWA TENGAH,KOTA SURAKARTA
2230,269,1040023,SMK NEGERI 20,20102587,N,228,84.21,65.54,64.7,67.76,"70,55",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
2226,265,1040019,SMK NEGERI 6,20102579,N,261,84.75,69.1,64.77,63.32,"70,49",1,4,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
20436,312,3090001,SMK NEGERI 1 CILACAP,20300744,N,550,87.69,64.97,68.34,60.86,"70,47",3,9,0,2019,JAWA TENGAH,KABUPATEN CILACAP
20652,379,3100003,SMK NEGERI 1 PURBALINGGA,20303240,N,491,86.55,62.61,69.02,63.4,"70,40",3,10,0,2019,JAWA TENGAH,KABUPATEN PURBALINGGA
27993,124,4040110,SMK NEGERI 1 TEMPEL,20401136,N,285,87.24,62.17,69.3,62.59,"70,33",4,4,11,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
1437,148,1030019,SMK NEGERI 45,20101499,N,222,84.69,66.64,65.32,64.58,"70,31",1,3,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
45396,41,8010901,SMK - SMAK 4 TAHUN PADANG,10307616,N,280,84.42,64.41,61.46,70.52,"70,20",8,1,90,2019,SUMATERA BARAT,KOTA PADANG
27178,8,4010110,SMK NEGERI 7 YOGYAKARTA,20403295,N,281,87.31,69.49,60.8,62.8,"70,10",4,1,11,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
5765,393,2040909,SMK ANALIS KIMIA YKPI BOGOR (4 TH KELAS 3),2022x,S,62,82.61,70.77,57.42,69.44,"70,06",2,4,90,2019,JAWA BARAT,KOTA BOGOR
46566,1,9010021,SMK KEHUTANAN NEGERI PEKANBARU,10497348,N,102,84.41,68.24,64.44,62.72,"69,95",9,1,2,2019,RIAU,KOTA PEKANBARU
21519,519,3130002,SMK NEGERI 2 PURWOREJO,20306186,N,407,87.43,62.1,65.41,64.85,"69,95",3,13,0,2019,JAWA TENGAH,KABUPATEN PURWOREJO
73261,35,33070001,SMK NEGERI 1 RAJA AMPAT,60402058,N,23,75.3,70.61,75.0,58.7,"69,90",33,7,0,2019,PAPUA BARAT,KABUPATEN RAJA AMPAT
24063,976,3240001,SMKN 1 KUDUS,20317499,N,520,86.44,63.18,63.44,66.36,"69,86",3,24,0,2019,JAWA TENGAH,KABUPATEN KUDUS
2306,345,1040115,SMK NEGERI 57,20102598,N,335,84.04,71.44,53.47,70.43,"69,85",1,4,11,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
19321,159,3040002,SMK NEGERI 2 PEKALONGAN,20329512,N,343,85.87,61.43,66.88,64.83,"69,75",3,4,0,2019,JAWA TENGAH,KOTA PEKALONGAN
19093,97,3020200,SMK ANALIS KESEHATAN NASIONAL SURAKARTA,20331829,S,124,84.73,64.37,56.51,73.31,"69,73",3,2,20,2019,JAWA TENGAH,KOTA SURAKARTA
18753,2,3010002,SMK NEGERI  2 SEMARANG,20328970,N,426,86.47,64.49,64.37,63.5,"69,71",3,1,0,2019,JAWA TENGAH,KOTA SEMARANG
366,51,1010069,SMK ST. MARIA,20100299,S,139,79.65,79.65,59.41,59.53,"69,56",1,1,6,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
27195,25,4010133,SMK NEGERI TEKNOLOGI INDUSTRI,20407427,N,276,88.44,70.55,67.92,51.18,"69,52",4,1,13,2019,DI YOGYAKARTA,KOTA YOGYAKARTA
18837,86,3010907,SMK NEGERI  7 SEMARANG,20337604,N,671,88.61,71.49,61.38,56.43,"69,48",3,1,90,2019,JAWA TENGAH,KOTA SEMARANG
19100,104,3020207,SMK FARMASI NASIONAL SURAKARTA,20331830,S,132,86.55,66.48,66.33,57.94,"69,33",3,2,20,2019,JAWA TENGAH,KOTA SURAKARTA
782,78,1020023,SMK NEGERI 23 JAKARTA,20107433,N,199,84.46,60.77,69.82,62.22,"69,32",1,2,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
24074,987,3240209,SMK NU BANAT,20338292,S,72,80.56,53.61,52.92,89.9,"69,25",3,24,20,2019,JAWA TENGAH,KABUPATEN KUDUS
23325,827,3210001,SMK NEGERI 1 WONOGIRI,20311325,N,382,87.23,60.49,65.95,63.34,"69,25",3,21,0,2019,JAWA TENGAH,KABUPATEN WONOGIRI
19927,213,3070003,SMK NEGERI 1 PURWOKERTO,20330459,N,622,88.44,65.41,61.05,61.52,"69,11",3,7,0,2019,JAWA TENGAH,KABUPATEN BANYUMAS
2231,270,1040024,SMK NEGERI 25,20102586,N,168,84.36,64.45,65.94,61.44,"69,05",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
58706,63,19010186,SMK NEGERI KEHUTANAN MAKASSAR,40314239,N,97,79.32,64.19,60.18,71.98,"68,92",19,1,18,2019,SULAWESI SELATAN,KOTA MAKASSAR
2234,273,1040027,SMK NEGERI 47,20102599,N,241,82.44,62.17,58.94,72.07,"68,91",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
69711,247,30040058,SMK MUSIK YMJ,20615180,S,17,78.35,77.53,52.79,66.91,"68,90",30,4,5,2019,BANTEN,KOTA TANGERANG SELATAN
72188,10,31020039,SMK YEHONALA BATAM,69786477,S,28,78.57,75.5,54.82,66.43,"68,83",31,2,3,2019,KEPULAUAN RIAU,KOTA BATAM
1436,147,1030018,SMK NEGERI 17,20101502,N,174,83.74,60.01,64.31,66.82,"68,72",1,3,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
50521,30,12010144,SMK KRISTEN BPK PENABUR BANDAR LAMPUNG,10807043,S,61,81.54,67.77,56.6,68.89,"68,70",12,1,14,2019,LAMPUNG,KOTA BANDAR LAMPUNG
27436,31,4020101,SMK NEGERI 1 BANTUL,20400416,N,501,86.16,63.69,62.59,62.3,"68,69",4,2,10,2019,DI YOGYAKARTA,KABUPATEN BANTUL
23075,795,3200001,SMK NEGERI 1 SUKOHARJO,20310436,N,355,86.81,64.11,59.98,63.86,"68,69",3,20,0,2019,JAWA TENGAH,KABUPATEN SUKOHARJO
331,16,1010018,SMK NEGERI 16,20100159,N,204,83.07,62.41,64.96,64.2,"68,66",1,1,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
26955,1480,3350004,SMK NEGERI  1 SLAWI,20325258,N,634,86.6,63.6,60.49,63.68,"68,59",3,35,0,2019,JAWA TENGAH,KABUPATEN TEGAL
3387,434,1050064,SMK NEGERI 10,20103791,N,231,84.9,64.23,64.51,60.69,"68,58",1,5,6,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
18838,87,3010969,SMK PIKA,20341356,S,52,82.08,69.96,53.46,68.27,"68,44",3,1,96,2019,JAWA TENGAH,KOTA SEMARANG
21701,583,3140901,SMK NEGERI 1 TEMANGGUNG,20321425,N,526,88.22,64.49,60.71,59.78,"68,30",3,14,90,2019,JAWA TENGAH,KABUPATEN TEMANGGUNG
330,15,1010017,SMK NEGERI 14,20100158,N,278,81.98,64.52,60.6,65.62,"68,18",1,1,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
67628,1,28010101,"SMK NEGERI 1 TAMANSARI, PANGKALPINANG",10901156,N,291,84.06,62.54,64.24,61.42,"68,07",28,1,10,2019,BANGKA BELITUNG,KOTA PANGKALPINANG
21518,518,3130001,SMK NEGERI 1 PURWOREJO,20306180,N,381,88.68,65.06,63.02,55.45,"68,05",3,13,0,2019,JAWA TENGAH,KABUPATEN PURWOREJO
23885,929,3230003,SMK NEGERI 3 JEPARA,20318318,N,470,85.37,61.48,61.23,63.88,"67,99",3,23,0,2019,JAWA TENGAH,KABUPATEN JEPARA
30666,345,5110109,SMK NEGERI 2 BUDURAN,20501695,N,428,83.43,67.77,54.23,65.98,"67,85",5,11,10,2019,JAWA TIMUR,KABUPATEN SIDOARJO
3530,577,1050901,SMKN 26 JAKARTA 4 TH,0,N,371,86.15,71.35,62.08,51.58,"67,79",1,5,90,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
19554,193,3060003,SMK NEGERI 3 MAGELANG,20327603,N,332,83.56,58.59,59.16,69.52,"67,71",3,6,0,2019,JAWA TENGAH,KOTA MAGELANG
21679,561,3140002,SMK NEGERI 2 TEMANGGUNG,20321448,N,442,84.59,58.8,65.12,62.22,"67,68",3,14,0,2019,JAWA TENGAH,KABUPATEN TEMANGGUNG
20990,410,3110001,SMK NEGERI 1 GOMBONG,20330330,N,534,88.08,65.66,62.71,54.22,"67,67",3,11,0,2019,JAWA TENGAH,KABUPATEN KEBUMEN
18829,78,3010273,SMK NURUL BARQI,20360387,S,30,81.4,62.8,62.08,64.33,"67,65",3,1,27,2019,JAWA TENGAH,KOTA SEMARANG
332,17,1010019,SMK NEGERI 19,20100160,N,194,84.13,66.06,60.59,59.69,"67,62",1,1,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
46621,56,9010234,SMK METTA MAITREYA,69912067,S,34,80.94,71.53,57.57,60.37,"67,60",9,1,23,2019,RIAU,KOTA PEKANBARU
2229,268,1040022,SMK NEGERI 18,20102589,N,194,81.51,63.23,63.05,62.42,"67,55",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
67578,114,27100002,SMK NEGERI 1 TALIABU UTARA,60202482,N,32,69.81,77.63,83.59,38.52,"67,39",27,10,0,2019,MALUKU UTARA,KABUPATEN PULAU TALIABU
69054,56,30020010,SMK STRADA  DAAN MOGOT ,20606914,S,273,79.16,70.01,53.38,66.84,"67,35",30,2,1,2019,BANTEN,KOTA TANGERANG
19569,208,3060215,SMK KESDAM IV DIPONEGORO,20337814,S,115,83.27,58.59,63.65,63.85,"67,34",3,6,21,2019,JAWA TENGAH,KOTA MAGELANG
1435,146,1030017,SMK NEGERI 13,20101503,N,334,83.18,62.56,60.34,63.05,"67,28",1,3,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
22578,692,3180003,SMK NEGERI 1 KLATEN,20309691,N,518,84.74,61.38,60.47,62.47,"67,27",3,18,0,2019,JAWA TENGAH,KABUPATEN KLATEN
