,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
3950,34,201134,"SMK BPK PENABUR BANDUNG, KOTA BANDUNG",20269309,S,33,83.15,68.0,76.97,90.31,"79,61",2,1,134,2017,JAWA BARAT,KOTA BANDUNG
43201,554,715102,SMK NEGERI 2 RANTAU UTARA,10205204,N,293,81.0,64.29,88.45,83.8,"79,39",7,15,102,2017,SUMATERA UTARA,KABUPATEN LABUHANBATU
60859,43,2004109,SMK SWASTA KESEHATAN KARYA PERSADA,40404276,S,31,69.61,84.39,83.95,78.73,"79,17",20,4,109,2017,SULAWESI TENGGARA,KABUPATEN MUNA
18585,12,301012,SMK NEGERI JAWA TENGAH,69859366,N,118,81.75,65.37,85.68,83.58,"79,10",3,1,12,2017,JAWA TENGAH,KOTA SEMARANG
3096,541,105179,SMK ANALIS KESEHATAN DITKESAD,20109930,S,89,80.58,72.2,85.98,76.64,"78,85",1,5,179,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
45028,875,732108,SMK NEGERI 1 SAWO,10260665,N,84,75.02,73.69,81.52,83.87,"78,53",7,32,108,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
61576,37,2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,17,67.06,74.59,84.41,87.93,"78,50",21,3,112,2017,MALUKU,MALUKU TENGAH
3094,539,105177,SMK CARAKA NUSANTARA,20103769,S,49,80.94,63.39,83.72,84.99,"78,26",1,5,177,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
44156,711,724103,SMK NEGERI 1 AMANDRAYA,10258242,N,45,73.64,82.18,78.17,78.91,"78,23",7,24,103,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
252,59,101076,SMK F PENABUR,20109314,S,38,79.89,70.47,74.28,87.78,"78,11",1,1,76,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
16780,2311,224230,"SMK INSAN CITA, KABUPATEN SUKABUMI",69888788,S,16,77.38,84.38,77.03,73.61,"78,10",2,24,230,2017,JAWA BARAT,KABUPATEN SUKABUMI
29121,146,502143,SMK TELKOM SANDHY PUTRA,20533803,S,353,81.81,75.1,72.7,82.11,"77,93",5,2,143,2017,JAWA TIMUR,KOTA MALANG
45125,894,733108,SMK NEGERI 1 MANDREHE UTARA,10260667,N,17,88.47,70.24,77.06,75.51,"77,82",7,33,108,2017,SUMATERA UTARA,KABUPATEN NIAS BARAT
41872,349,709205,SMK SWASTA PANCA JAYA 2,10261592,S,37,74.49,75.03,84.8,76.66,"77,75",7,9,205,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
44158,713,724105,SMK NEGERI 1 GOMO,10258243,N,35,64.86,77.31,97.86,70.13,"77,54",7,24,105,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
20864,401,311002,SMK NEGERI 1 KARANGANYAR,20330331,N,423,83.38,59.97,78.75,88.03,"77,53",3,11,2,2017,JAWA TENGAH,KABUPATEN KEBUMEN
20865,402,311003,SMK NEGERI 1 KEBUMEN,20330332,N,499,82.69,63.55,79.77,83.97,"77,50",3,11,3,2017,JAWA TENGAH,KABUPATEN KEBUMEN
20863,400,311001,SMK NEGERI 1 GOMBONG,20330330,N,394,82.35,65.36,80.66,81.16,"77,38",3,11,1,2017,JAWA TENGAH,KABUPATEN KEBUMEN
27593,82,403101,SMK NEGERI 1 PENGASIH,20402788,N,314,83.15,61.82,79.24,85.25,"77,37",4,3,101,2017,DI YOGYAKARTA,KABUPATEN KULON PROGO
18580,7,301007,SMK NEGERI  7 SEMARANG,20337604,N,599,80.63,78.08,70.5,80.22,"77,36",3,1,7,2017,JAWA TENGAH,KOTA SEMARANG
2998,443,105068,SMK NEGERI 48,20103784,N,270,82.21,68.15,73.89,85.04,"77,32",1,5,68,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
43590,638,718117,SMK SWASTA LMC MODEL INDUSTRI,69762713,S,98,67.86,65.04,91.25,84.81,"77,24",7,18,117,2017,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
27134,25,401132,SMK INDONESIA YOGYAKARTA,20407373,S,179,80.59,64.79,74.48,88.45,"77,08",4,1,132,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
65711,218,2420002,SMKN 1 POCO RANAKA,50310680,N,108,77.33,70.26,78.66,81.85,"77,03",24,20,2,2017,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
44184,739,724131,SMK NEGERI 1 HURUNA,10261294,N,52,74.69,58.12,96.68,78.54,"77,01",7,24,131,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
43227,580,715135,SMK SWASTA ALWASHLIYAH PANAI HULU,69793015,S,14,74.71,56.14,93.39,83.66,"76,98",7,15,135,2017,SUMATERA UTARA,KABUPATEN LABUHANBATU
43225,578,715133,SMK SWASTA AL-AZIS,69786963,S,33,77.03,56.91,89.24,84.51,"76,92",7,15,133,2017,SUMATERA UTARA,KABUPATEN LABUHANBATU
64781,51,2403007,SMK NEGERI TOIANAS,50307311,N,23,61.48,83.57,87.5,75.04,"76,90",24,3,7,2017,NUSA TENGGARA TIMUR,KABUPATEN TTS
44166,721,724113,SMK SWASTA BHAKTI LUHUR,10258237,S,30,74.67,81.27,71.58,79.84,"76,84",7,24,113,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
27877,126,404110,SMK NEGERI 1 TEMPEL,20401136,N,280,81.04,61.41,76.01,88.32,"76,70",4,4,110,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
27118,9,401110,SMK NEGERI 7 YOGYAKARTA,20403295,N,250,81.79,69.12,70.83,84.97,"76,68",4,1,110,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
27135,26,401133,SMK NEGERI TEKNOLOGI INDUSTRI,20407427,N,218,80.93,66.48,80.0,79.25,"76,67",4,1,133,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
27896,145,404131,SMK NEGERI 1 DEPOK,20401193,N,275,81.11,63.32,75.38,86.63,"76,61",4,4,131,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
55695,100,1604005,SMK YPK TENGGARONG,30400213,S,274,69.23,68.75,77.91,90.38,"76,57",16,4,5,2017,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
20590,371,310003,SMK NEGERI 1 PURBALINGGA,20303240,N,444,82.56,63.2,73.38,86.47,"76,40",3,10,3,2017,JAWA TENGAH,KABUPATEN PURBALINGGA
61628,43,2104104,SMK NEGERI 3 BURU,60103630,N,42,57.62,84.33,79.4,83.75,"76,28",21,4,104,2017,MALUKU,BURU
45030,877,732110,SMK NEGERI 2 ALASA,10261849,N,78,62.31,75.51,88.49,78.38,"76,17",7,32,110,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
43578,626,718103,SMK NEGERI 1 BATANG ANGKOLA,10220622,N,204,67.25,69.04,87.06,81.01,"76,09",7,18,103,2017,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
21434,508,313001,SMK NEGERI 1 PURWOREJO,20306180,N,375,81.41,62.97,77.78,82.04,"76,05",3,13,1,2017,JAWA TENGAH,KABUPATEN PURWOREJO
73253,35,3307001,SMK NEGERI 1 RAJA AMPAT,60402058,N,13,60.77,80.31,80.58,82.47,"76,03",33,7,1,2017,PAPUA BARAT,KABUPATEN RAJA AMPAT
18995,98,302200,SMK ANALIS KESEHATAN NASIONAL SURAKARTA,20331829,S,119,81.33,66.77,76.03,79.96,"76,02",3,2,200,2017,JAWA TENGAH,KOTA SURAKARTA
28170,175,405101,SMK NEGERI 1 WONOSARI,20402128,N,410,82.33,61.19,73.8,86.63,"75,99",4,5,101,2017,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
21630,549,314001,SMK NEGERI 1 TEMANGGUNG,20321425,N,457,81.5,68.14,73.47,80.7,"75,95",3,14,1,2017,JAWA TENGAH,KABUPATEN TEMANGGUNG
41804,281,709112,SMK SWASTA PEMBANGUNAN GALANG 1,10200413,S,51,75.25,74.63,71.47,82.08,"75,86",7,9,112,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
41873,350,709209,SMK SWASTA ROKITA SARI 1,10200425,S,20,72.7,72.5,85.63,72.21,"75,76",7,9,209,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
626,80,102021,SMK NEGERI 12 JAKARTA,20100783,N,208,81.98,63.5,71.19,86.32,"75,75",1,2,21,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
16721,2252,224170,SMK YASIPA TERPADU,20258119,S,89,79.03,71.37,77.42,74.74,"75,64",2,24,170,2017,JAWA BARAT,KABUPATEN SUKABUMI
16668,2199,224116,"SMK BAHARI GUPPI YPAI CISOLOK, KABUPATEN SUKABUMI",20202282,S,32,75.06,73.75,75.16,78.41,"75,60",2,24,116,2017,JAWA BARAT,KABUPATEN SUKABUMI
58489,20,1901125,SMK NEGERI ANALIS KIMIA MAKASSAR,40314696,N,119,66.29,77.48,77.73,80.47,"75,49",19,1,125,2017,SULAWESI SELATAN,KOTA MAKASSAR
17882,2458,226158,SMK AZZAHRA,20268982,S,27,75.56,78.0,72.96,75.27,"75,45",2,26,158,2017,JAWA BARAT,KABUPATEN TASIKMALAYA
41808,285,709118,SMK SWASTA PEMBANGUNAN GALANG 2,10214057,S,38,76.58,71.63,78.62,74.59,"75,36",7,9,118,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
27337,32,402101,SMK NEGERI 1 BANTUL,20400416,N,455,81.63,61.14,74.75,83.89,"75,35",4,2,101,2017,DI YOGYAKARTA,KABUPATEN BANTUL
61911,94,2110109,SMK NEGERI PASIR PUTIH,69824466,N,25,66.48,71.68,85.6,77.64,"75,35",21,10,109,2017,MALUKU,BURU SELATAN
45308,34,801148,SMK - SMAK PADANG,10307616,N,174,82.79,64.17,70.23,84.09,"75,32",8,1,148,2017,SUMATERA BARAT,KOTA PADANG
5839,378,205101,SMK NEGERI 1 CIMAHI,20224136,N,594,78.13,76.94,67.0,79.03,"75,28",2,5,101,2017,JAWA BARAT,KOTA CIMAHI
1208,155,103021,SMK NEGERI 42,20101500,N,240,81.02,65.65,67.74,86.62,"75,26",1,3,21,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
59882,286,1916104,SMK NEGERI 3 BENTENG,40312538,N,89,76.94,63.37,75.96,84.65,"75,23",19,16,104,2017,SULAWESI SELATAN,KABUPATEN SELAYAR
637,91,102033,SMK DHARMA BUDHI BHAKTI PLUS JAKARTA,20107415,S,23,78.26,78.96,63.7,79.85,"75,19",1,2,33,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
60855,39,2004103,SMK NEGERI 3 RAHA,40400772,N,85,77.41,70.73,71.91,80.47,"75,13",20,4,103,2017,SULAWESI TENGGARA,KABUPATEN MUNA
56703,76,1706003,SMK NEGERI 3 TAHUNA,40101453,N,121,68.61,71.8,79.83,79.9,"75,04",17,6,3,2017,SULAWESI UTARA,KABUPATEN KEPULAUAN SANGIHE
16793,2324,224243,SMK WIGUNA,69920272,S,8,77.0,69.0,79.06,74.88,"74,99",2,24,243,2017,JAWA BARAT,KABUPATEN SUKABUMI
27888,137,404121,SMK NEGERI 1 GODEAN,20401137,N,311,79.88,62.64,71.33,85.97,"74,96",4,4,121,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
58536,67,1901186,SMK NEGERI KEHUTANAN MAKASSAR,40314239,N,96,77.63,62.5,63.83,95.89,"74,96",19,1,186,2017,SULAWESI SELATAN,KOTA MAKASSAR
64557,12,2401012,SMK KENCANA SAKTI,50305265,S,96,69.9,74.5,74.97,80.41,"74,95",24,1,12,2017,NUSA TENGGARA TIMUR,KOTA KUPANG
55216,47,1601057,SMK KEHUTANAN NEGERI SAMARINDA,30407651,N,87,78.18,65.79,64.31,91.16,"74,86",16,1,57,2017,KALIMANTAN TIMUR,KOTA SAMARINDA
44172,727,724119,SMK NEGERI 1 LOLOMATUA,10260462,N,81,81.36,63.93,78.61,74.9,"74,70",7,24,119,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
23013,784,320001,SMK NEGERI 1 SUKOHARJO,20310436,N,351,81.0,61.28,70.98,85.14,"74,60",3,20,1,2017,JAWA TENGAH,KABUPATEN SUKOHARJO
1962,268,104019,SMK NEGERI 6,20102579,N,256,79.8,68.8,63.49,86.26,"74,59",1,4,19,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
45129,898,733112,SMK NEGERI 1 MOROO,69753310,N,21,79.24,70.57,67.98,80.53,"74,58",7,33,112,2017,SUMATERA UTARA,KABUPATEN NIAS BARAT
60854,38,2004102,SMK NEGERI 2 RAHA,40400757,N,202,74.67,66.25,82.13,75.02,"74,52",20,4,102,2017,SULAWESI TENGGARA,KABUPATEN MUNA
40350,110,701224,SMK SWASTA PELAYARAN BAHARI,10260085,S,21,72.48,57.33,85.6,82.48,"74,47",7,1,224,2017,SUMATERA UTARA,KOTA MEDAN
61905,88,2110103,SMK NEGERI NAMROLE,60103929,N,46,61.39,79.04,76.03,81.29,"74,44",21,10,103,2017,MALUKU,BURU SELATAN
73141,18,3302011,SMK KESEHATAN NUSANTARA KOTA SORONG,60404132,S,40,65.95,76.35,74.94,80.38,"74,41",33,2,11,2017,PAPUA BARAT,KOTA SORONG
67330,66,2705014,SMK BHINEKA TUNGGAL IKA GANE TIMUR,60205823,S,15,60.8,82.67,82.17,71.8,"74,36",27,5,14,2017,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
19512,191,306001,SMK NEGERI 1 MAGELANG,20327608,N,625,80.2,65.68,71.51,79.75,"74,29",3,6,1,2017,JAWA TENGAH,KOTA MAGELANG
12672,1539,216122,SMK FARMASI MUHAMMADIYAH CIREBON,20244686,S,113,78.5,54.48,74.69,89.4,"74,27",2,16,122,2017,JAWA BARAT,KABUPATEN CIREBON
61810,68,2108101,SMK NEGERI 1 KAIRATU,60102720,N,29,74.76,55.17,83.53,83.55,"74,25",21,8,101,2017,MALUKU,SERAM BAGIAN BARAT
44157,712,724104,SMK NEGERI 1 LOLOWAU,10258244,N,143,66.14,65.48,88.13,77.25,"74,25",7,24,104,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
16718,2249,224167,SMK HARAPAN BANGSA,20258064,S,59,70.61,63.22,83.43,79.7,"74,24",2,24,167,2017,JAWA BARAT,KABUPATEN SUKABUMI
61230,103,2012104,SMKN 1 KAMBOWA,40404751,N,26,71.08,73.15,71.92,80.26,"74,10",20,12,104,2017,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
61228,101,2012102,SMKN 1 KULISUSU UTARA,40404758,N,11,76.36,70.55,71.82,77.36,"74,02",20,12,102,2017,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
45023,870,732103,SMK NEGERI 1 ALASA,10258327,N,53,77.28,67.47,79.91,71.28,"73,99",7,32,103,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
21435,509,313002,SMK NEGERI 2 PURWOREJO,20306186,N,374,81.65,58.35,70.44,85.26,"73,93",3,13,2,2017,JAWA TENGAH,KABUPATEN PURWOREJO
2999,444,105069,SMK NEGERI 50,20103782,N,208,81.4,63.75,65.87,84.71,"73,93",1,5,69,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
66459,111,2526002,SMK NEGERI 1 DOGIYAI,69880396,N,23,69.91,81.3,76.52,67.88,"73,90",25,26,2,2017,PAPUA,KABUPATEN DOGIYAI
46454,1,901021,SMK NEGERI KEHUTANAN PEKANBARU,10497348,N,96,79.29,61.85,68.88,85.45,"73,87",9,1,21,2017,RIAU,KOTA PEKANBARU
