,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
2998,443,105068,SMK NEGERI 48,20103784,N,270,82.21,68.15,73.89,85.04,"77,32",1,5,68,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
41892,369,709238,SMK NEGERI 1 BIRU-BIRU,10264658,N,80,82.1,76.4,87.81,77.31,"80,91",7,9,238,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
1963,269,104020,SMK NEGERI 8,20102597,N,283,82.06,70.35,80.07,86.51,"79,75",1,4,20,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
3113,558,105256,SMK CARAKA NUSANTARA,20103769,S,73,82.05,77.97,89.55,80.92,"82,62",1,5,256,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
626,80,102021,SMK NEGERI 12 JAKARTA,20100783,N,208,81.98,63.5,71.19,86.32,"75,75",1,2,21,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
29121,146,502143,SMK TELKOM SANDHY PUTRA,20533803,S,353,81.81,75.1,72.7,82.11,"77,93",5,2,143,2017,JAWA TIMUR,KOTA MALANG
27118,9,401110,SMK NEGERI 7 YOGYAKARTA,20403295,N,250,81.79,69.12,70.83,84.97,"76,68",4,1,110,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
18585,12,301012,SMK NEGERI JAWA TENGAH,69859366,N,118,81.75,65.37,85.68,83.58,"79,10",3,1,12,2017,JAWA TENGAH,KOTA SEMARANG
21435,509,313002,SMK NEGERI 2 PURWOREJO,20306186,N,374,81.65,58.35,70.44,85.26,"73,93",3,13,2,2017,JAWA TENGAH,KABUPATEN PURWOREJO
27337,32,402101,SMK NEGERI 1 BANTUL,20400416,N,455,81.63,61.14,74.75,83.89,"75,35",4,2,101,2017,DI YOGYAKARTA,KABUPATEN BANTUL
21630,549,314001,SMK NEGERI 1 TEMANGGUNG,20321425,N,457,81.5,68.14,73.47,80.7,"75,95",3,14,1,2017,JAWA TENGAH,KABUPATEN TEMANGGUNG
248,55,101071,SMK F. DITKESAD,20107254,S,88,81.43,75.09,79.72,94.76,"82,75",1,1,71,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
21434,508,313001,SMK NEGERI 1 PURWOREJO,20306180,N,375,81.41,62.97,77.78,82.04,"76,05",3,13,1,2017,JAWA TENGAH,KABUPATEN PURWOREJO
2999,444,105069,SMK NEGERI 50,20103782,N,208,81.4,63.75,65.87,84.71,"73,93",1,5,69,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
44172,727,724119,SMK NEGERI 1 LOLOMATUA,10260462,N,81,81.36,63.93,78.61,74.9,"74,70",7,24,119,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
18995,98,302200,SMK ANALIS KESEHATAN NASIONAL SURAKARTA,20331829,S,119,81.33,66.77,76.03,79.96,"76,02",3,2,200,2017,JAWA TENGAH,KOTA SURAKARTA
16760,2291,224210,SMK TUNAS BANGSA CIEMAS,69727427,S,26,81.31,66.38,68.37,75.03,"72,77",2,24,210,2017,JAWA BARAT,KABUPATEN SUKABUMI
21986,602,316002,SMK NEGERI 1 BOYOLALI,20308466,N,347,81.14,60.26,66.94,85.13,"73,37",3,16,2,2017,JAWA TENGAH,KABUPATEN BOYOLALI
24215,989,325005,SMK NEGERI JAWA TENGAH,69859763,N,48,81.13,56.54,73.75,82.12,"73,39",3,25,5,2017,JAWA TENGAH,KABUPATEN PATI
27896,145,404131,SMK NEGERI 1 DEPOK,20401193,N,275,81.11,63.32,75.38,86.63,"76,61",4,4,131,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
32604,710,518103,SMK NEGERI 1 NGAWI,20508468,N,429,81.05,57.34,59.33,79.5,"69,31",5,18,103,2017,JAWA TIMUR,KABUPATEN NGAWI
27877,126,404110,SMK NEGERI 1 TEMPEL,20401136,N,280,81.04,61.41,76.01,88.32,"76,70",4,4,110,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
1208,155,103021,SMK NEGERI 42,20101500,N,240,81.02,65.65,67.74,86.62,"75,26",1,3,21,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
2994,439,105064,SMK NEGERI 10,20103791,N,230,81.02,61.59,66.85,83.51,"73,24",1,5,64,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
19297,160,304002,SMK NEGERI 2 PEKALONGAN,20329512,N,337,81.01,58.15,65.96,82.43,"71,89",3,4,2,2017,JAWA TENGAH,KOTA PEKALONGAN
23013,784,320001,SMK NEGERI 1 SUKOHARJO,20310436,N,351,81.0,61.28,70.98,85.14,"74,60",3,20,1,2017,JAWA TENGAH,KABUPATEN SUKOHARJO
43201,554,715102,SMK NEGERI 2 RANTAU UTARA,10205204,N,293,81.0,64.29,88.45,83.8,"79,39",7,15,102,2017,SUMATERA UTARA,KABUPATEN LABUHANBATU
21781,574,315002,SMK NEGERI 1 WONOSOBO,20306811,N,438,80.95,62.93,62.47,81.6,"71,99",3,15,2,2017,JAWA TENGAH,KABUPATEN WONOSOBO
3094,539,105177,SMK CARAKA NUSANTARA,20103769,S,49,80.94,63.39,83.72,84.99,"78,26",1,5,177,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
27135,26,401133,SMK NEGERI TEKNOLOGI INDUSTRI,20407427,N,218,80.93,66.48,80.0,79.25,"76,67",4,1,133,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
247,54,101070,SMK ST.THERESIA,20100300,S,60,80.93,85.8,77.0,81.21,"81,24",1,1,70,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
26834,1437,335004,SMK NEGERI  1 SLAWI,20325258,N,510,80.74,60.78,62.89,82.68,"71,77",3,35,4,2017,JAWA TENGAH,KABUPATEN TEGAL
18580,7,301007,SMK NEGERI  7 SEMARANG,20337604,N,599,80.63,78.08,70.5,80.22,"77,36",3,1,7,2017,JAWA TENGAH,KOTA SEMARANG
19778,213,307003,SMK NEGERI 1 PURWOKERTO,20330459,N,538,80.59,62.49,62.96,81.11,"71,79",3,7,3,2017,JAWA TENGAH,KABUPATEN BANYUMAS
27134,25,401132,SMK INDONESIA YOGYAKARTA,20407373,S,179,80.59,64.79,74.48,88.45,"77,08",4,1,132,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
3096,541,105179,SMK ANALIS KESEHATAN DITKESAD,20109930,S,89,80.58,72.2,85.98,76.64,"78,85",1,5,179,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
5461,280,204101,SMK NEGERI 1 BOGOR,20220273,N,405,80.57,65.42,55.99,83.61,"71,40",2,4,101,2017,JAWA BARAT,KOTA BOGOR
6509,519,207194,SMK GALANG FARMASIA,20268526,S,4,80.5,43.5,36.25,81.45,"60,43",2,7,194,2017,JAWA BARAT,KOTA DEPOK
20309,306,309001,SMK NEGERI 1 CILACAP,20300744,N,464,80.44,58.97,70.43,85.32,"73,79",3,9,1,2017,JAWA TENGAH,KABUPATEN CILACAP
26499,1384,334001,SMK NEGERI 1 PEMALANG,20324238,N,509,80.32,54.87,58.75,83.91,"69,46",3,34,1,2017,JAWA TENGAH,KABUPATEN PEMALANG
27605,94,403113,SMK NEGERI 2 PENGASIH,20402817,N,498,80.29,59.0,65.53,79.1,"70,98",4,3,113,2017,DI YOGYAKARTA,KABUPATEN KULON PROGO
19776,211,307001,SMK NEGERI 1 BANYUMAS,20302104,N,428,80.24,56.25,55.38,83.96,"68,96",3,7,1,2017,JAWA TENGAH,KABUPATEN BANYUMAS
19512,191,306001,SMK NEGERI 1 MAGELANG,20327608,N,625,80.2,65.68,71.51,79.75,"74,29",3,6,1,2017,JAWA TENGAH,KOTA MAGELANG
25664,1247,331001,SMK NEGERI 1 BATANG,20322727,N,342,80.16,58.17,62.29,83.06,"70,92",3,31,1,2017,JAWA TENGAH,KABUPATEN BATANG
1965,271,104022,SMK NEGERI 18,20102589,N,197,80.11,65.2,61.6,85.97,"73,22",1,4,22,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
28649,40,501148,SMK FARMASI SEKESAL SURABAYA,20549500,S,195,80.11,64.16,61.76,86.11,"73,04",5,1,148,2017,JAWA TIMUR,KOTA SURABAYA
20866,403,311004,SMK NEGERI 2 KEBUMEN,20330335,N,566,80.04,57.98,74.33,78.17,"72,63",3,11,4,2017,JAWA TENGAH,KABUPATEN KEBUMEN
23234,815,321001,SMK NEGERI 1 WONOGIRI,20311325,N,387,79.95,56.53,66.9,85.83,"72,30",3,21,1,2017,JAWA TENGAH,KABUPATEN WONOGIRI
47497,198,909107,SMK NEGERI 1 RIMBA MELINTANG,10405373,N,21,79.9,39.52,65.95,81.49,"66,72",9,9,107,2017,RIAU,KABUPATEN ROKAN HILIR
40285,45,701149,SMK SWASTA SWA BINA KARYA MEDAN,10211069,S,125,79.89,51.39,65.22,0.0,"49,13",7,1,149,2017,SUMATERA UTARA,KOTA MEDAN
252,59,101076,SMK F PENABUR,20109314,S,38,79.89,70.47,74.28,87.78,"78,11",1,1,76,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
27888,137,404121,SMK NEGERI 1 GODEAN,20401137,N,311,79.88,62.64,71.33,85.97,"74,96",4,4,121,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
23515,861,322002,SMK NEGERI 2 BLORA,20314864,N,343,79.83,55.12,56.98,86.77,"69,68",3,22,2,2017,JAWA TENGAH,KABUPATEN BLORA
1962,268,104019,SMK NEGERI 6,20102579,N,256,79.8,68.8,63.49,86.26,"74,59",1,4,19,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
19529,208,306215,SMK KESDAM IV DIPONEGORO,20337814,S,118,79.73,55.95,63.56,80.4,"69,91",3,6,215,2017,JAWA TENGAH,KOTA MAGELANG
19391,172,305002,SMK NEGERI 2 SALATIGA,20328460,N,554,79.64,62.84,65.89,80.85,"72,31",3,5,2,2017,JAWA TENGAH,KOTA SALATIGA
21631,550,314002,SMK NEGERI 2 TEMANGGUNG,20321448,N,442,79.59,55.72,67.25,82.16,"71,18",3,14,2,2017,JAWA TENGAH,KABUPATEN TEMANGGUNG
19818,253,307236,SMK TELKOM SANDHY PUTRA PURWOKERTO,20301902,S,311,79.58,66.61,63.77,84.07,"73,51",3,7,236,2017,JAWA TENGAH,KABUPATEN BANYUMAS
18991,94,302006,SMK NEGERI 6 SURAKARTA,20328128,N,394,79.55,62.82,57.95,85.88,"71,55",3,2,6,2017,JAWA TENGAH,KOTA SURAKARTA
22770,732,319002,SMK NEGERI 1 SRAGEN,20313046,N,405,79.43,50.77,57.0,82.38,"67,40",3,19,2,2017,JAWA TENGAH,KABUPATEN SRAGEN
2996,441,105066,SMK NEGERI 40,20103786,N,165,79.39,60.78,60.68,84.83,"71,42",1,5,66,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
27110,1,401101,SMK NEGERI 2 YOGYAKARTA,20403280,N,646,79.37,61.59,67.27,78.34,"71,64",4,1,101,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
46454,1,901021,SMK NEGERI KEHUTANAN PEKANBARU,10497348,N,96,79.29,61.85,68.88,85.45,"73,87",9,1,21,2017,RIAU,KOTA PEKANBARU
45129,898,733112,SMK NEGERI 1 MOROO,69753310,N,21,79.24,70.57,67.98,80.53,"74,58",7,33,112,2017,SUMATERA UTARA,KABUPATEN NIAS BARAT
30511,343,511109,SMK NEGERI 2 BUDURAN,20501695,N,419,79.22,67.57,58.29,85.52,"72,65",5,11,109,2017,JAWA TIMUR,KABUPATEN SIDOARJO
19514,193,306003,SMK NEGERI 3 MAGELANG,20327603,N,332,79.22,55.8,56.23,78.09,"67,34",3,6,3,2017,JAWA TENGAH,KOTA MAGELANG
18575,2,301002,SMK NEGERI  2 SEMARANG,20328970,N,419,79.2,56.22,58.39,84.56,"69,59",3,1,2,2017,JAWA TENGAH,KOTA SEMARANG
1205,152,103018,SMK NEGERI 17,20101502,N,159,79.14,61.21,60.75,87.4,"72,13",1,3,18,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
3112,557,105255,SMK NEGERI 26,20103787,N,339,79.12,81.88,76.64,82.0,"79,91",1,5,255,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
23793,916,323003,SMK NEGERI 3 JEPARA,20318318,N,454,79.12,58.37,59.87,84.67,"70,51",3,23,3,2017,JAWA TENGAH,KABUPATEN JEPARA
24211,985,325001,SMK NEGERI 1 PATI,20339059,N,355,79.11,59.98,63.18,85.6,"71,97",3,25,1,2017,JAWA TENGAH,KABUPATEN PATI
207,14,101016,SMK NEGERI 3,20100164,N,166,79.1,62.0,62.92,83.94,"71,99",1,1,16,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
3929,13,201113,SMK NEGERI 13 BANDUNG,20219161,N,253,79.1,70.28,61.94,79.1,"72,61",2,1,113,2017,JAWA BARAT,KOTA BANDUNG
2057,363,104137,SMK NEGERI 62,20109246,N,127,79.07,61.26,65.18,86.29,"72,95",1,4,137,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
2945,390,105004,SMK NEGERI 52,20103780,N,224,79.05,60.73,64.01,80.74,"71,13",1,5,4,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
22205,642,317002,SMK NEGERI 2 KARANGANYAR,20312071,N,410,79.05,52.44,64.1,76.66,"68,06",3,17,2,2017,JAWA TENGAH,KABUPATEN KARANGANYAR
16721,2252,224170,SMK YASIPA TERPADU,20258119,S,89,79.03,71.37,77.42,74.74,"75,64",2,24,170,2017,JAWA BARAT,KABUPATEN SUKABUMI
26289,1352,333001,SMK NEGERI 1 KEDUNGWUNI,20323511,N,411,79.02,54.47,60.3,79.71,"68,38",3,33,1,2017,JAWA TENGAH,KABUPATEN PEKALONGAN
28181,186,405113,SMK NEGERI 2 WONOSARI,20402089,N,436,78.99,57.78,68.73,79.89,"71,35",4,5,113,2017,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
210,17,101019,SMK NEGERI 19,20100160,N,187,78.95,63.5,63.76,82.49,"72,18",1,1,19,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
