,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
40280,407,208008,"SMA KRISTEN BPK PENABUR, KOTA SUKABUMI",20221589,S,22,81.18,86.45,61.48,52.14,71.88,84.55,0.0,2,8,8,2018,JAWA BARAT,KOTA SUKABUMI
51009,21,2201030,SMA DYATMIKA DENPASAR,50103182,S,9,74.67,86.22,47.5,39.17,62.5,62.5,0.0,22,1,30,2018,BALI,KOTA DENPASAR
45295,177,701252,SMA SWASTA DJUWITA MEDAN,60728990,S,8,77.5,86.0,74.69,61.25,0.0,83.75,0.0,7,1,252,2018,SUMATERA UTARA,KOTA MEDAN
41624,55,301267,SMA BINA BANGSA SCHOOL,20362655,S,10,75.2,85.8,60.5,53.75,80.0,71.67,0.0,3,1,267,2018,JAWA TENGAH,KOTA SEMARANG
39633,241,103228,SMA SPRINGFIELD,69774557,S,13,73.23,85.69,71.15,69.06,87.5,79.17,0.0,1,3,228,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
39580,188,103074,SMA KEMURNIAN II,20101307,S,26,80.85,85.69,72.79,66.25,82.08,78.25,0.0,1,3,74,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
39852,460,105155,SMA NEGERI UNGGULAN MOHAMMAD HUSNI THAMRIN,20109933,N,76,86.08,85.66,86.74,89.56,92.17,85.0,0.0,1,5,155,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
39748,356,104217,"SMA SINGAPORE INTERCULTURAL SCHOOL, BONA VISTA",69896714,S,4,69.5,85.5,50.0,0.0,63.75,48.75,0.0,1,4,217,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
39428,36,101060,SMA KANISIUS,20100170,S,155,83.88,85.41,81.37,79.76,88.24,85.0,0.0,1,1,60,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
39631,239,103225,SMA NARADA,69754377,S,23,81.13,85.3,67.83,63.33,71.59,75.83,0.0,1,3,225,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
52848,144,3004021,SMA SANTA URSULA BSD,20603376,S,64,84.0,85.25,86.8,85.53,90.0,88.52,0.0,30,4,21,2018,BANTEN,KOTA TANGERANG SELATAN
39441,49,101081,SMA PSKD MANDIRI,20107250,S,5,76.0,85.2,37.5,35.0,0.0,64.38,0.0,1,1,81,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
51011,23,2201032,SMA CHIS DENPASAR,50103631,S,21,78.29,85.05,59.29,80.63,0.0,67.5,0.0,22,1,32,2018,BALI,KOTA DENPASAR
47907,52,1201097,SMA PELITA BANGSA,10816145,S,14,76.71,85.0,58.75,53.5,62.5,65.36,0.0,12,1,97,2018,LAMPUNG,KOTA BANDAR LAMPUNG
53202,498,3008222,SMA KRISTEN CHARISMA GLOBAL SCHOOL,69954513,S,2,80.0,85.0,56.25,0.0,55.0,0.0,0.0,30,8,222,2018,BANTEN,KABUPATEN TANGERANG
53208,504,3008230,SMA TERBUKA GENIUS,69895488,S,4,83.0,85.0,84.38,82.5,0.0,82.5,0.0,30,8,230,2018,BANTEN,KABUPATEN TANGERANG
39694,302,104077,SMA NEGERI 28,20107319,N,180,85.32,84.9,76.49,79.7,80.71,80.93,0.0,1,4,77,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
39579,187,103070,SMAK IPEKA INTEGRATED CHRISTIAN SCHOOL,20104423,S,7,78.29,84.86,76.79,77.5,0.0,72.92,0.0,1,3,70,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
52907,203,3004203,SMA HARAPAN BANGSA,69893227,S,5,85.2,84.8,70.0,0.0,90.0,79.38,0.0,30,4,203,2018,BANTEN,KOTA TANGERANG SELATAN
39636,244,103232,SMA NATIONALHIGH JAKARTA SCHOOL,69883577,S,15,66.53,84.8,56.83,62.08,62.5,0.0,0.0,1,3,232,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
52875,171,3004053,SMA MENTARI INTERCULTURAL SCHOOL BINTARO,20614004,S,31,71.1,84.71,46.05,51.84,52.5,61.11,0.0,30,4,53,2018,BANTEN,KOTA TANGERANG SELATAN
39518,126,102205,SMA KRISTEN PENABUR KELAPA GADING,20177804,S,30,82.0,84.67,81.58,71.81,89.77,85.0,0.0,1,2,205,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53180,476,3008174,SMA PAHOA,20616061,S,109,84.17,84.66,81.65,85.63,82.06,86.95,0.0,30,8,174,2018,BANTEN,KABUPATEN TANGERANG
48299,27,1301040,SMA BINA MULIA PONTIANAK,30107389,S,34,79.0,84.65,67.43,51.25,68.33,86.67,0.0,13,1,40,2018,KALIMANTAN BARAT,KOTA PONTIANAK
39503,111,102085,SMA MAHATMA GADING,20100604,S,35,79.66,84.63,72.29,58.54,65.71,73.59,0.0,1,2,85,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
50989,1,2201001,SMA NEGERI 1 DENPASAR,50103127,N,441,80.64,84.62,83.5,83.75,86.43,87.7,0.0,22,1,1,2018,BALI,KOTA DENPASAR
52885,181,3004180,SMA ANDERSON SCHOOL,20616379,S,10,81.2,84.6,66.5,61.25,63.5,67.5,0.0,30,4,180,2018,BANTEN,KOTA TANGERANG SELATAN
52730,26,3002001,SMA NEGERI 1  TANGERANG,20606853,N,234,83.91,84.53,74.8,72.56,78.69,82.2,0.0,30,2,1,2018,BANTEN,KOTA TANGERANG
49407,171,1710019,SMA MIS KOLONGAN,40102411,S,94,75.94,84.53,55.0,89.6,70.97,68.0,0.0,17,10,19,2018,SULAWESI UTARA,KABUPATEN MINAHASA UTARA
39523,131,102233,SMA SIS KELAPA GADING,20109560,S,10,68.2,84.4,44.75,62.5,75.0,47.86,0.0,1,2,233,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
40489,616,211053,"SMA MUTIARA NUSANTARA, KABUPATEN BANDUNG BARAT",69930027,S,5,75.6,84.4,38.5,0.0,0.0,57.0,0.0,2,11,53,2018,JAWA BARAT,KABUPATEN BANDUNG BARAT
39438,46,101077,SMA MAHATMA GANDHI SCHOOL,20100194,S,38,78.21,84.37,67.5,71.25,64.58,71.08,0.0,1,1,77,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
41709,140,305207,SPK MOUNTAINVIEW CHRISTIAN SCHOOL,69892226,S,7,54.57,84.29,32.14,0.0,0.0,33.93,0.0,3,5,207,2018,JAWA TENGAH,KOTA SALATIGA
50997,9,2201011,SMA NEGERI 4 DENPASAR,50103124,N,297,85.69,84.28,84.78,90.0,75.45,84.02,0.0,22,1,11,2018,BALI,KOTA DENPASAR
39420,28,101048,SMA SANTA URSULA,20108383,S,102,85.41,84.27,82.23,76.86,82.7,88.17,0.0,1,1,48,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
39791,399,105051,SMA NEGERI 12,20103285,N,106,81.75,84.23,72.03,67.05,69.12,77.99,0.0,1,5,51,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
52896,192,3004191,SMA KRISTEN SOLIDEO,69859758,S,9,80.0,84.22,62.5,60.0,64.38,78.75,0.0,30,4,191,2018,BANTEN,KOTA TANGERANG SELATAN
52800,96,3002103,SMA MUTIARA BANGSA 2,20614409,S,21,76.48,84.1,58.69,43.33,71.88,71.79,0.0,30,2,103,2018,BANTEN,KOTA TANGERANG
39524,132,102234,SMA NORTH JAKARTA INTERNASIONAL SCHOOL,69856892,S,1,70.0,84.0,32.5,25.0,0.0,0.0,0.0,1,2,234,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
49809,133,1901168,SMA MAKASSAR INDEPENDENT SCHOOL,69924509,S,1,72.0,84.0,62.5,0.0,0.0,65.0,0.0,19,1,168,2018,SULAWESI SELATAN,KOTA MAKASSAR
40259,386,207071,SMA SPRINGFIELD,20229178,S,6,68.0,84.0,53.33,60.0,80.0,48.75,0.0,2,7,71,2018,JAWA BARAT,KOTA DEPOK
49460,18,1801020,SMA KARUNA DIPA PALU,40203519,S,51,78.94,84.0,70.69,61.04,77.5,74.65,0.0,18,1,20,2018,SULAWESI TENGAH,KOTA PALU
53257,49,3102050,SMA MONTE SIENNA,69950402,S,3,74.0,84.0,41.67,42.5,57.5,50.0,0.0,31,2,50,2018,KEPULAUAN RIAU,KOTA BATAM
39585,193,103080,SMA SANG TIMUR,20104432,S,81,82.17,83.9,69.01,69.52,77.5,75.5,0.0,1,3,80,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
50999,11,2201014,SMA TAMAN RAMA DENPASAR,50103149,S,63,77.68,83.84,56.9,55.16,56.05,70.8,0.0,22,1,14,2018,BALI,KOTA DENPASAR
39561,169,103049,SMA NEGERI 33,20101620,N,108,86.61,83.83,65.35,68.02,71.09,74.92,0.0,1,3,49,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
39627,235,103220,SMA SINAR DHARMA,20112435,S,21,80.76,83.81,71.55,64.44,75.0,85.0,0.0,1,3,220,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
53449,42,3303005,SMA NEGERI 6 KABUPATEN SORONG,60403402,N,19,82.0,83.79,73.16,77.89,0.0,0.0,0.0,33,3,5,2018,PAPUA BARAT,KABUPATEN SORONG
51012,24,2201033,SMA TUNAS DAUD,50103877,S,36,81.39,83.67,50.0,50.0,61.39,71.77,0.0,22,1,33,2018,BALI,KOTA DENPASAR
40483,610,211043,SMA AL IRSYAD SATYA PADALARANG,20279931,S,22,82.73,83.64,61.36,58.75,61.0,85.28,0.0,2,11,43,2018,JAWA BARAT,KABUPATEN BANDUNG BARAT
53091,387,3008012,SMA KRISTEN TUNAS BANGSA,20613974,S,39,82.05,83.64,56.47,65.0,72.05,66.79,0.0,30,8,12,2018,BANTEN,KABUPATEN TANGERANG
40234,361,207037,"SMA PRIBADI, KOTA DEPOK",20229172,S,33,75.21,83.58,54.32,73.25,55.71,65.31,0.0,2,7,37,2018,JAWA BARAT,KOTA DEPOK
42901,113,501164,SMA KRISTEN MASA DEPAN CERAH SURABAYA,20573071,S,35,78.06,83.54,64.71,60.83,70.63,69.17,0.0,5,1,164,2018,JAWA TIMUR,KOTA SURABAYA
40568,695,212052,"SMA DIAN HARAPAN CIKARANG SELATAN, KAB. BEKASI",20238013,S,55,81.89,83.53,68.0,63.93,80.63,76.9,0.0,2,12,52,2018,JAWA BARAT,KABUPATEN BEKASI
40488,615,211052,SMA BANDUNG ALLIANCE INTERCULTURAL SCHOOL,69965155,S,8,63.25,83.5,46.88,46.25,47.5,47.5,0.0,2,11,52,2018,JAWA BARAT,KABUPATEN BANDUNG BARAT
42766,152,404090,SMA BUDI UTAMA,69944313,S,12,81.0,83.5,51.46,57.5,42.5,62.08,0.0,4,4,90,2018,DI YOGYAKARTA,KABUPATEN SLEMAN
42798,10,501015,SMA NEGERI 5 SURABAYA,20532248,N,318,85.76,83.49,80.11,74.96,76.98,84.42,0.0,5,1,15,2018,JAWA TIMUR,KOTA SURABAYA
51018,30,2201044,SMA GANDHI MEMORIAL INTERCONTINENTAL SCHOOL,69772975,S,10,68.0,83.4,37.5,0.0,0.0,54.0,0.0,22,1,44,2018,BALI,KOTA DENPASAR
49801,125,1901159,SMA ZION,40320336,S,69,78.99,83.36,70.36,64.5,85.37,80.56,0.0,19,1,159,2018,SULAWESI SELATAN,KOTA MAKASSAR
53451,44,3303007,SMA YPK BETHEL KABUPATEN SORONG,60403397,S,40,50.4,83.35,66.06,44.17,62.5,71.53,0.0,33,3,7,2018,PAPUA BARAT,KABUPATEN SORONG
39519,127,102208,SMA PELANGI KASIH,69755458,S,42,79.29,83.33,73.27,66.32,64.77,74.29,0.0,1,2,208,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
42905,117,501168,SMA KRISTEN CITA HATI WEST CAMPUS,60725637,S,20,70.9,83.3,47.63,43.96,47.5,63.13,0.0,5,1,168,2018,JAWA TIMUR,KOTA SURABAYA
42916,128,501182,SMA MAWAR SHARON CHRISTIAN SCHOOL,69900362,S,14,75.43,83.29,59.11,53.13,67.5,52.5,0.0,5,1,182,2018,JAWA TIMUR,KOTA SURABAYA
49081,38,1602001,SMA NEGERI 1 BALIKPAPAN,30401491,N,389,82.31,83.29,72.06,66.69,69.5,76.82,0.0,16,2,1,2018,KALIMANTAN TIMUR,KOTA BALIKPAPAN
39729,337,104122,SMA JAKARTA INTERCULTURAL SCHOOL,69853555,S,14,59.57,83.29,51.07,53.5,57.5,54.17,0.0,1,4,122,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
53205,501,3008226,SMA KRISTEN IPEKA BSD,69950814,S,36,79.89,83.28,66.18,62.98,52.5,68.93,0.0,30,8,226,2018,BANTEN,KABUPATEN TANGERANG
39488,96,102061,SMA SANTO LUKAS I,20107391,S,11,80.91,83.27,50.45,53.33,77.5,77.5,0.0,1,2,61,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
39718,326,104106,SMA CITA BUANA,20107290,S,16,75.13,83.25,51.88,47.81,0.0,64.06,0.0,1,4,106,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
39642,250,104003,SMA NEGERI 47,20102193,N,142,86.89,83.21,76.9,66.32,81.78,74.17,0.0,1,4,3,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
39990,117,201148,SMA KUNTUM CEMERLANG,69895412,S,5,88.8,83.2,66.5,82.5,60.0,77.5,0.0,2,1,148,2018,JAWA BARAT,KOTA BANDUNG
53089,385,3008010,SMA TARAKANITA GADING SERPONG,20613524,S,94,83.68,83.19,56.7,56.19,70.67,69.06,0.0,30,8,10,2018,BANTEN,KABUPATEN TANGERANG
51130,142,2209019,SMA TAMAN RAMA,50103889,S,14,72.43,83.14,45.36,40.0,63.0,62.19,0.0,22,9,19,2018,BALI,KABUPATEN BADUNG
52888,184,3004183,SMA ATHALIA,20616291,S,74,81.43,83.08,64.59,64.83,71.59,74.39,0.0,30,4,183,2018,BANTEN,KOTA TANGERANG SELATAN
51131,143,2209020,SMA JEMBATAN BUDAYA,50103878,S,92,78.48,83.07,49.27,58.18,59.75,69.58,0.0,22,9,20,2018,BALI,KABUPATEN BADUNG
49105,62,1603005,SMA YAYASAN PENDIDIKAN VIDYA DAHANA PATRA BONTANG,30401787,S,105,80.08,83.05,74.19,69.01,68.23,78.4,0.0,16,3,5,2018,KALIMANTAN TIMUR,KOTA BONTANG
39600,208,103106,SMA PROVIDENTIA,20101318,S,23,79.04,83.04,69.35,66.67,70.58,71.88,0.0,1,3,106,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
39597,205,103101,SMA KRISTEN IPEKA TOMANG,20104424,S,66,80.48,83.03,74.17,78.58,82.5,76.53,0.0,1,3,101,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
49467,25,1801035,SMA AL-AZHAR MANDIRI PALU,69756117,S,132,80.62,83.03,63.83,75.69,74.1,86.86,0.0,18,1,35,2018,SULAWESI TENGAH,KOTA PALU
53217,9,3101012,SMA MAITREYAWIRA TANJUNGPINANG,11003244,S,10,75.2,83.0,69.0,52.5,56.67,66.25,0.0,31,1,12,2018,KEPULAUAN RIAU,KOTA TANJUNGPINANG
39987,114,201145,SMA NEHRU MEMORIAL SCHOOL,69895438,S,4,70.5,83.0,51.88,0.0,58.75,0.0,0.0,2,1,145,2018,JAWA BARAT,KOTA BANDUNG
53218,10,3101013,SMA DJUWITA TANJUNGPINANG,69862668,S,2,82.0,83.0,45.0,0.0,0.0,61.25,0.0,31,1,13,2018,KEPULAUAN RIAU,KOTA TANJUNGPINANG
40202,329,206027,SMA KRISTEN TERANG BANGSA,60726457,S,7,79.14,82.86,57.14,63.75,63.75,65.0,0.0,2,6,27,2018,JAWA BARAT,KOTA CIREBON
39723,331,104116,SMA HIGH SCOPE INDONESIA,20109513,S,44,74.45,82.82,42.95,48.85,40.0,61.7,0.0,1,4,116,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
39858,466,105161,SMA CIKAL AMRI,NP832573,S,5,71.6,82.8,41.0,40.0,48.75,47.5,0.0,1,5,161,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
39989,116,201147,SMA TEMASEK INDEPENDENT SCHOOL,69935558,S,5,70.4,82.8,52.5,0.0,54.17,48.75,0.0,2,1,147,2018,JAWA BARAT,KOTA BANDUNG
39499,107,102078,SMA KRISTEN IPEKA SUNTER,20107383,S,70,78.51,82.74,70.43,72.21,80.17,71.75,0.0,1,2,78,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
39505,113,102090,SMA SAINT PETER,20107390,S,27,80.67,82.74,65.83,62.92,74.17,70.0,0.0,1,2,90,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
53249,41,3102041,SMA KRISTEN BASIC BATAM,69912787,S,11,79.82,82.73,59.09,45.0,0.0,69.72,0.0,31,2,41,2018,KEPULAUAN RIAU,KOTA BATAM
42831,43,501069,SMA KATOLIK SANTO HENDRIKUS,20532089,S,63,80.79,82.7,62.34,56.25,63.82,82.5,0.0,5,1,69,2018,JAWA TIMUR,KOTA SURABAYA
47857,2,1201002,SMA KRISTEN BPK PENABUR BANDAR LAMPUNG,10807019,S,40,75.65,82.7,48.0,49.42,56.54,53.75,0.0,12,1,2,2018,LAMPUNG,KOTA BANDAR LAMPUNG
