,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
28283,191,4050122,SMK MARDHOTULLAH PLAYEN,20402101,S,28,80.57,51.93,54.02,71.96,"64,62",4,5,12,2019,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
27449,44,4020114,SMK NEGERI 2 KASIHAN,20400419,N,143,77.26,62.83,39.0,71.87,"62,74",4,2,11,2019,DI YOGYAKARTA,KABUPATEN BANTUL
29229,145,5020143,SMK TELKOM SANDHY PUTRA,20533803,S,444,87.7,76.32,61.8,71.58,"74,35",5,2,14,2019,JAWA TIMUR,KOTA MALANG
3504,551,1050258,SMK ANALIS KESEHATAN TUNAS MEDIKA,20177829,S,63,75.81,50.51,41.51,71.03,"59,72",1,5,25,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
1513,224,1030124,SMK NEGERI 60,20101497,N,171,81.85,65.84,76.93,70.98,"73,90",1,3,12,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
21052,472,3110262,SMK TEKNOLOGI INFORMASI GOMBONG,69851389,S,21,81.14,54.0,37.74,70.83,"60,93",3,11,26,2019,JAWA TENGAH,KABUPATEN KEBUMEN
368,53,1010071,SMK F. DITKESAD,20107254,S,86,82.26,72.21,67.97,70.81,"73,31",1,1,7,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
18763,12,3010012,SMK NEGERI JAWA TENGAH,69859366,N,117,88.77,69.04,75.68,70.66,"76,04",3,1,1,2019,JAWA TENGAH,KOTA SEMARANG
45396,41,8010901,SMK - SMAK 4 TAHUN PADANG,10307616,N,280,84.42,64.41,61.46,70.52,"70,20",8,1,90,2019,SUMATERA BARAT,KOTA PADANG
2306,345,1040115,SMK NEGERI 57,20102598,N,335,84.04,71.44,53.47,70.43,"69,85",1,4,11,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
24302,1009,3250005,SMK NEGERI JAWA TENGAH,69859763,N,48,87.58,65.79,73.33,70.31,"74,25",3,25,0,2019,JAWA TENGAH,KABUPATEN PATI
51456,238,12070121,SMK-SUPM NEGERI KOTA AGUNG,69772845,N,131,70.9,38.87,33.42,70.17,"53,34",12,7,12,2019,LAMPUNG,KABUPATEN TANGGAMUS
6688,465,2070120,"SMK BROADCAST CAKRA BUANA, KOTA DEPOK",20232536,S,27,80.81,68.44,42.41,70.09,"65,44",2,7,12,2019,JAWA BARAT,KOTA DEPOK
8424,823,2110140,SMK HAMKA,20279935,S,2,73.0,57.0,42.5,70.0,"60,63",2,11,14,2019,JAWA BARAT,KABUPATEN BANDUNG BARAT
19554,193,3060003,SMK NEGERI 3 MAGELANG,20327603,N,332,83.56,58.59,59.16,69.52,"67,71",3,6,0,2019,JAWA TENGAH,KOTA MAGELANG
27448,43,4020113,SMK NEGERI 1 KASIHAN,20400448,N,141,76.13,50.57,40.44,69.47,"59,15",4,2,11,2019,DI YOGYAKARTA,KABUPATEN BANTUL
5765,393,2040909,SMK ANALIS KIMIA YKPI BOGOR (4 TH KELAS 3),2022x,S,62,82.61,70.77,57.42,69.44,"70,06",2,4,90,2019,JAWA BARAT,KOTA BOGOR
37017,1495,5330164,SMK ANALIS KESEHATAN,20554271,S,97,74.8,50.0,39.12,68.97,"58,22",5,33,16,2019,JAWA TIMUR,KABUPATEN JEMBER
50521,30,12010144,SMK KRISTEN BPK PENABUR BANDAR LAMPUNG,10807043,S,61,81.54,67.77,56.6,68.89,"68,70",12,1,14,2019,LAMPUNG,KOTA BANDAR LAMPUNG
18838,87,3010969,SMK PIKA,20341356,S,52,82.08,69.96,53.46,68.27,"68,44",3,1,96,2019,JAWA TENGAH,KOTA SEMARANG
2227,266,1040020,SMK NEGERI 8,20102597,N,345,86.8,69.58,79.28,68.12,"75,95",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
20991,411,3110002,SMK NEGERI 1 KARANGANYAR,20330331,N,422,89.98,64.42,83.12,67.77,"76,32",3,11,0,2019,JAWA TENGAH,KABUPATEN KEBUMEN
2230,269,1040023,SMK NEGERI 20,20102587,N,228,84.21,65.54,64.7,67.76,"70,55",1,4,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
24800,1121,3270246,SMK FARMASI TELADAN,69756202,S,21,74.29,46.86,47.14,67.74,"59,01",3,27,24,2019,JAWA TENGAH,KABUPATEN DEMAK
19931,217,3070007,SMK  NEGERI 3 BANYUMAS,20301925,N,93,70.94,44.92,38.76,67.74,"55,59",3,7,0,2019,JAWA TENGAH,KABUPATEN BANYUMAS
28018,149,4040138,SMK NEGERI 1 KALASAN,20401192,N,371,80.63,53.19,49.46,67.69,"62,74",4,4,13,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
55786,116,16040020,SMK FARMASI TENGGARONG,30405786,S,95,72.46,65.89,51.05,67.55,"64,24",16,4,2,2019,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
19553,192,3060002,SMK NEGERI 2 MAGELANG,20327586,N,347,88.43,66.49,78.2,67.51,"75,16",3,6,0,2019,JAWA TENGAH,KOTA MAGELANG
29989,278,5090107,SMK EDITH BATU,20536820,S,14,81.86,58.71,53.04,67.5,"65,28",5,9,10,2019,JAWA TIMUR,KOTA BATU
1439,150,1030021,SMK NEGERI 42,20101500,N,244,85.84,67.79,69.51,67.47,"72,65",1,3,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
12886,1684,2160142,"SMK RISE KEDAWUNG, KABUPATEN CIREBON",20244692,S,92,71.5,44.26,35.87,67.34,"54,74",2,16,14,2019,JAWA BARAT,KABUPATEN CIREBON
25578,1264,3300223,SMK VISI MEDIA INDONESIA,20362293,S,16,78.63,68.5,41.88,67.19,"64,05",3,30,22,2019,JAWA TENGAH,KABUPATEN SEMARANG
780,76,1020021,SMK NEGERI 12 JAKARTA,20100783,N,176,85.14,66.01,68.79,66.95,"71,72",1,2,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
69711,247,30040058,SMK MUSIK YMJ,20615180,S,17,78.35,77.53,52.79,66.91,"68,90",30,4,5,2019,BANTEN,KOTA TANGERANG SELATAN
4179,10,2010110,SMK NEGERI 10 BANDUNG,20219176,N,263,70.68,48.09,34.17,66.89,"54,96",2,1,11,2019,JAWA BARAT,KOTA BANDUNG
55936,159,16050020,SMK NEGERI 1 SANGKULIRANG,69762783,N,24,54.25,52.67,68.96,66.88,"60,69",16,5,2,2019,KALIMANTAN TIMUR,KABUPATEN KUTAI TIMUR
23370,872,3210237,SMK DAYA WANGSA WONOGIRI,69909192,S,71,74.31,47.77,39.19,66.87,"57,04",3,21,23,2019,JAWA TENGAH,KABUPATEN WONOGIRI
69054,56,30020010,SMK STRADA  DAAN MOGOT ,20606914,S,273,79.16,70.01,53.38,66.84,"67,35",30,2,1,2019,BANTEN,KOTA TANGERANG
28264,172,4050101,SMK NEGERI 1 WONOSARI,20402128,N,406,88.51,65.93,72.7,66.83,"73,49",4,5,10,2019,DI YOGYAKARTA,KABUPATEN GUNUNGKIDUL
1436,147,1030018,SMK NEGERI 17,20101502,N,174,83.74,60.01,64.31,66.82,"68,72",1,3,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
73164,15,33020007,SMKTI YATIS SORONG,60403614,S,9,53.33,39.56,38.89,66.67,"49,61",33,2,0,2019,PAPUA BARAT,KOTA SORONG
791,87,1020033,SMK DHARMA BUDHI BHAKTI PLUS JAKARTA,20107415,S,20,83.3,78.2,63.25,66.63,"72,85",1,2,3,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
30658,337,5110101,SMK NEGERI 1 BUDURAN,20501720,N,403,74.95,54.76,38.03,66.59,"58,58",5,11,10,2019,JAWA TIMUR,KABUPATEN SIDOARJO
28012,143,4040131,SMK NEGERI 1 DEPOK,20401193,N,280,87.54,65.9,69.58,66.54,"72,39",4,4,13,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
18110,2712,2260161,SMK AL-MADANIYAH,20270946,S,26,62.46,37.23,31.73,66.54,"49,49",2,26,16,2019,JAWA BARAT,KABUPATEN TASIKMALAYA
54004,60,14040105,SMK GKE MANDOMAI,30204809,S,19,58.11,35.47,37.24,66.45,"49,32",14,4,10,2019,KALIMANTAN TENGAH,KABUPATEN KAPUAS
35006,1162,5270184,SMK PP - WIYATA BAKTI,20573179,S,33,73.7,45.03,35.3,66.44,"55,12",5,27,18,2019,JAWA TIMUR,KABUPATEN MALANG
72188,10,31020039,SMK YEHONALA BATAM,69786477,S,28,78.57,75.5,54.82,66.43,"68,83",31,2,3,2019,KEPULAUAN RIAU,KOTA BATAM
1458,169,1030047,SMK DHAMMASAVANA,20101660,S,20,78.8,69.3,69.0,66.38,"70,87",1,3,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
24063,976,3240001,SMKN 1 KUDUS,20317499,N,520,86.44,63.18,63.44,66.36,"69,86",3,24,0,2019,JAWA TENGAH,KABUPATEN KUDUS
3391,438,1050068,SMK NEGERI 48,20103784,N,271,85.62,67.11,71.85,66.3,"72,72",1,5,6,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
2217,256,1040008,SMK GRAFIKA DESA PUTERA,20102551,S,102,77.49,58.88,49.71,66.18,"63,07",1,4,0,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
25724,1281,3310201,SMK BINTARA BATANG,20322713,S,37,64.59,36.86,32.84,66.15,"50,11",3,31,20,2019,JAWA TENGAH,KABUPATEN BATANG
352,37,1010049,SMK STRADA I,20100303,S,142,81.59,72.04,73.43,66.11,"73,29",1,1,4,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
62154,11,22010013,SMK NEGERI 4 DENPASAR,50103115,N,343,76.79,61.99,42.74,66.1,"61,91",22,1,1,2019,BALI,KOTA DENPASAR
52762,14,13010014,SMK IMMANUEL PONTIANAK,30105216,S,207,81.02,71.46,65.94,66.07,"71,12",13,1,1,2019,KALIMANTAN BARAT,KOTA PONTIANAK
5913,418,2050901,SMK NEGERI 1 CIMAHI (4 TH KELAS 3),20224n,N,646,82.85,63.51,54.41,66.07,"66,71",2,5,90,2019,JAWA BARAT,KOTA CIMAHI
54009,65,14040110,SMK BETHEL PULAU KALADAN,60726669,S,14,68.57,47.29,32.68,66.07,"53,65",14,4,11,2019,KALIMANTAN TENGAH,KABUPATEN KAPUAS
30666,345,5110109,SMK NEGERI 2 BUDURAN,20501695,N,428,83.43,67.77,54.23,65.98,"67,85",5,11,10,2019,JAWA TIMUR,KABUPATEN SIDOARJO
359,44,1010061,SMK REX MUNDI,20108514,S,59,81.39,79.08,62.92,65.89,"72,32",1,1,6,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
65667,230,24190005,SMK NEGERI 1 KODI BANGEDO,69757517,N,133,48.78,31.22,52.07,65.88,"49,49",24,19,0,2019,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT DAYA
57019,138,17090017,SMK REMBANG - AMURANG BARAT,69896341,S,9,64.67,44.67,31.11,65.83,"51,57",17,9,1,2019,SULAWESI UTARA,KABUPATEN MINAHASA SELATAN
2303,342,1040112,SMK NEGERI 30,20102582,N,180,81.86,64.31,46.83,65.79,"64,70",1,4,11,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
44250,750,7240108,SMK SWASTA NIMARWATI LUAHAGUNDRE,10258235,S,29,62.28,57.1,54.66,65.78,"59,96",7,24,10,2019,SUMATERA UTARA,KABUPATEN NIAS SELATAN
67372,75,27050019,SMK KESEHATAN GLOBAL PRATAMA OBI,69925469,S,24,56.17,58.0,51.98,65.63,"57,95",27,5,1,2019,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
330,15,1010017,SMK NEGERI 14,20100158,N,278,81.98,64.52,60.6,65.62,"68,18",1,1,1,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
34021,1002,5240119,SMK INDRAPHRASTA WLINGI,20549740,S,17,72.59,60.47,48.09,65.59,"61,69",5,24,11,2019,JAWA TIMUR,KABUPATEN BLITAR
28010,141,4040129,SMK PUTRA SAMODERA YOGYAKARTA,20401043,S,91,73.67,45.38,36.84,65.58,"55,37",4,4,12,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
28011,142,4040130,SMK NEGERI 2 GODEAN,20401303,N,220,82.57,53.79,50.44,65.57,"63,09",4,4,13,2019,DI YOGYAKARTA,KABUPATEN SLEMAN
65672,235,24190010,SMK NEGERI 1 KODI BALAGHAR,69881355,N,37,61.57,48.7,44.05,65.41,"54,93",24,19,1,2019,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT DAYA
62155,12,22010014,SMK NEGERI 3 DENPASAR,50103116,N,473,72.25,57.49,38.2,65.41,"58,34",22,1,1,2019,BALI,KOTA DENPASAR
4181,12,2010112,SMK NEGERI 12 BANDUNG,20219174,N,400,78.17,58.78,38.99,65.36,"60,33",2,1,11,2019,JAWA BARAT,KOTA BANDUNG
1440,151,1030022,SMK NEGERI 9,20101496,N,205,84.54,63.56,75.98,65.32,"72,35",1,3,2,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
39606,163,6190002,SMK NEGERI 1 TEUPAH TENGAH,10111947,N,27,57.63,37.19,28.33,65.28,"47,11",6,19,0,2019,ACEH,KABUPATEN SIMEULUE
823,119,1020066,SMK NEGERI 33 JAKARTA,20107434,N,163,78.38,62.42,54.23,65.28,"65,08",1,2,6,2019,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
73167,18,33020011,SMK KESEHATAN NUSANTARA KOTA SORONG,60404132,S,76,71.95,72.03,55.26,65.23,"66,12",33,2,1,2019,PAPUA BARAT,KOTA SORONG
