,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
60792,35,2003108,SMK NEGERI 1 LAMBUYA,40404101,N,23,78.61,89.04,78.37,72.48,"79,63",20,3,108,2016,SULAWESI TENGGARA,KABUPATEN KONAWE
58155,154,1812005,SMKP - KSM BANGGAI,40200223,S,7,69.43,88.86,61.79,71.87,"72,99",18,12,5,2016,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT
39220,86,612009,SMK TI DARUL YATAMA,10110792,S,18,71.78,88.56,85.14,82.37,"81,96",6,12,9,2016,ACEH,KABUPATEN ACEH UTARA
39229,95,612018,SMKS TERPADU BABUSSALAM,69787116,S,23,73.83,87.83,83.37,83.2,"82,06",6,12,18,2016,ACEH,KABUPATEN ACEH UTARA
60850,46,2004111,SMK PELAYARAN KARYA PERSADA NAPABALANO,40404988,S,18,68.56,87.67,77.92,67.08,"75,31",20,4,111,2016,SULAWESI TENGGARA,KABUPATEN MUNA
58156,155,1812006,SMK NEGERI 1 BOKAN KEPULAUAN,40205705,N,23,74.96,87.65,50.98,77.3,"72,72",18,12,6,2016,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT
73186,25,3303004,SMK YPK PENGHARAPAN KABUPATEN SORONG,60403598,S,23,78.87,87.57,64.67,81.07,"78,05",33,3,4,2016,PAPUA BARAT,KABUPATEN SORONG
58154,153,1812003,SMK NEGERI 2 BANGGAI,40206620,N,21,75.9,87.52,61.07,82.1,"76,65",18,12,3,2016,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT
60844,40,2004103,SMK NEGERI 3 RAHA,40400772,N,71,84.54,87.44,81.62,79.38,"83,25",20,4,103,2016,SULAWESI TENGGARA,KABUPATEN MUNA
187,56,101071,SMK F. DITKESAD,20107254,S,87,88.64,87.22,95.26,93.46,"91,15",1,1,71,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
65614,166,2419002,SMK PANCASILA TAMBOLAKA,50304080,S,639,75.77,87.1,68.15,81.24,"78,07",24,19,2,2016,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT DAYA
60851,47,2004113,SMKS PERMATA BANGSA,69831541,S,61,66.03,86.98,85.78,69.34,"77,03",20,4,113,2016,SULAWESI TENGGARA,KABUPATEN MUNA
60149,318,1920114,SMK NEGERI 1 SULI BARAT,40318561,N,26,61.15,86.69,61.44,77.71,"71,75",19,20,114,2016,SULAWESI SELATAN,KABUPATEN LUWU
39225,91,612014,SMK NEGERI 1 LAPANG,10113067,N,32,73.06,86.38,77.19,83.23,"79,97",6,12,14,2016,ACEH,KABUPATEN ACEH UTARA
43191,559,715124,SMK SWASTA INDONESIA MEMBANGUN,10261712,S,52,86.12,86.31,93.08,76.43,"85,49",7,15,124,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
44140,722,724129,SMK NEGERI 1 ONO HAZUMBA,10261289,N,46,66.74,86.13,83.86,79.32,"79,01",7,24,129,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
58157,156,1812007,SMK AL-HAJAR BANGGAI,69775587,S,31,74.26,85.94,70.0,80.17,"77,59",18,12,7,2016,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT
43174,542,715102,SMK NEGERI 2 RANTAU UTARA,10205204,N,333,81.25,85.75,86.28,78.23,"82,88",7,15,102,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
41159,228,705108,SMK NEGERI 5 TANJUNG BALAI,10264642,N,66,77.0,85.64,74.24,73.91,"77,70",7,5,108,2016,SUMATERA UTARA,KOTA TANJUNG BALAI
62441,80,2204006,SMK KESEHATAN PANCA ATMA JAYA,50103895,S,53,70.11,85.58,76.98,77.18,"77,46",22,4,6,2016,BALI,KABUPATEN KLUNGKUNG
16584,2106,224167,SMK HARAPAN BANGSA,20258064,S,52,76.42,85.46,77.16,75.84,"78,72",2,24,167,2016,JAWA BARAT,KABUPATEN SUKABUMI
17752,2271,226124,"SMK PLUS AN NUUR, KABUPATEN TASIKMALAYA",20238551,S,35,76.46,85.37,64.21,77.98,"76,01",2,26,124,2016,JAWA BARAT,KABUPATEN TASIKMALAYA
57424,33,1802008,SMKN 1 SOJOL UTARA,40206619,N,67,78.36,85.31,69.96,74.93,"77,14",18,2,8,2016,SULAWESI TENGAH,KABUPATEN DONGGALA
51173,158,1205111,SMKN 1 PAGAR DEWA,10815004,N,43,77.53,85.21,74.59,84.72,"80,51",12,5,111,2016,LAMPUNG,KABUPATEN LAMPUNG BARAT
39223,89,612012,SMK BUSTANUL YATAMA,10112955,S,12,70.67,85.0,83.96,83.43,"80,77",6,12,12,2016,ACEH,KABUPATEN ACEH UTARA
51243,164,1206106,SMK ESA KENCANA GEDUNGAJI,10809303,S,10,77.8,85.0,53.5,83.12,"74,86",12,6,106,2016,LAMPUNG,KABUPATEN TULANG BAWANG
39224,90,612013,SMK FARMASI CITRA BANGSA,10113041,S,23,66.09,84.96,82.83,87.33,"80,30",6,12,13,2016,ACEH,KABUPATEN ACEH UTARA
53185,98,1307005,SMK PRISMA SILAT HILIR,30108669,S,40,79.35,84.85,53.63,72.13,"72,49",13,7,5,2016,KALIMANTAN BARAT,KABUPATEN KAPUAS HULU
39052,58,608004,SMK NEGERI ULIM,10112857,N,15,70.53,84.8,49.67,77.97,"70,74",6,8,4,2016,ACEH,KABUPATEN PIDIE JAYA
143,12,101014,SMK BUNDA MULIA 1,20107252,S,253,79.13,84.76,74.44,79.26,"79,40",1,1,14,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
178,47,101061,SMK REX MUNDI,20108514,S,37,78.65,84.7,69.05,78.92,"77,83",1,1,61,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
38278,1632,537129,SMK SUMBER MAS,69728585,S,13,67.38,84.62,59.62,76.9,"72,13",5,37,129,2016,JAWA TIMUR,KABUPATEN SUMENEP
47303,171,908126,SMK KESEHATAN,60725985,S,7,69.14,84.57,66.07,83.4,"75,80",9,8,126,2016,RIAU,KABUPATEN ROKAN HULU
54485,30,1502010,SMK KESEHATAN BORNEO LESTARI,30312523,S,74,70.38,84.54,64.29,81.39,"75,15",15,2,10,2016,KALIMANTAN SELATAN,KOTA BANJARBARU
43190,558,715123,SMK SWASTA CITRA BANGSA AL-ITTIHAD,10261180,S,106,80.11,84.53,87.31,78.48,"82,61",7,15,123,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
67091,22,2703006,SMK EKLESIA JAILOLO,60202797,S,56,59.96,84.29,38.88,83.93,"66,77",27,3,6,2016,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
47612,209,910107,SMK MUTIARA MINAS,10495189,S,21,61.62,84.29,50.95,71.24,"67,03",9,10,107,2016,RIAU,KABUPATEN S I A K
67534,95,2709004,SMK KESEHATAN ALKHAIRAAT,69830396,S,34,47.82,84.12,45.59,81.13,"64,67",27,9,4,2016,MALUKU UTARA,KABUPATEN PULAU MOROTAI
44114,696,724103,SMK NEGERI 1 AMANDRAYA,10258242,N,46,55.96,83.96,86.9,75.85,"75,67",7,24,103,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
59428,204,1910113,SMK HUSADA MULIA,40319190,S,12,53.5,83.67,60.42,87.13,"71,18",19,10,113,2016,SULAWESI SELATAN,KABUPATEN BONE
44899,838,731113,SMK NEGERI 1 SILANGKITANG,10262240,N,21,83.05,83.62,79.4,78.17,"81,06",7,31,113,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
44120,702,724109,SMK SWASTA NUSANTARA TERPADU,10258238,S,49,58.73,83.59,86.68,71.61,"75,15",7,24,109,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
64537,12,2401012,SMK KENCANA SAKTI,50305265,S,120,67.42,83.53,83.17,85.04,"79,79",24,1,12,2016,NUSA TENGGARA TIMUR,KOTA KUPANG
43182,550,715111,SMK SWASTA BUDI RANTAUPRAPAT,10205205,S,33,79.39,83.52,75.08,83.63,"80,41",7,15,111,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
43181,549,715110,SMK SWASTA HARISMA PULO PADANG,10220856,S,32,76.25,83.13,71.88,80.24,"77,88",7,15,110,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
61562,34,2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,18,66.0,83.11,77.22,75.66,"75,50",21,3,112,2016,MALUKU,MALUKU TENGAH
16626,2148,224210,SMK TUNAS BANGSA CIEMAS,69727427,S,20,82.1,83.1,83.0,84.19,"83,10",2,24,210,2016,JAWA BARAT,KABUPATEN SUKABUMI
27867,174,404900,SMK NEGERI 2 DEPOK,20401315,N,463,82.62,82.98,82.35,0.0,"61,99",4,4,900,2016,DI YOGYAKARTA,KABUPATEN SLEMAN
60012,296,1918108,SMK PRIMANEGARA SIDRAP,40315288,S,21,57.43,82.95,77.5,73.02,"72,73",19,18,108,2016,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
54809,84,1510009,SMK NEGERI 2 TANJUNG,30302952,N,41,66.73,82.93,62.38,72.2,"71,06",15,10,9,2016,KALIMANTAN SELATAN,KABUPATEN TABALONG
41682,274,709108,SMK SWASTA KARYA SERDANG 1,10214086,S,65,78.98,82.92,93.31,79.35,"83,64",7,9,108,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
72808,71,3204015,SMK PEMBANGUNAN ULUMAMBI,69754227,S,16,62.0,82.88,52.66,72.12,"67,42",32,4,15,2016,SULAWESI BARAT,KABUPATEN MAMASA
38268,1622,537118,SMK ISMAIELIY,20566161,S,30,76.13,82.8,65.33,72.24,"74,13",5,37,118,2016,JAWA TIMUR,KABUPATEN SUMENEP
16596,2118,224180,SMK GENTRA PASUNDAN,20269163,S,23,55.57,82.78,74.35,72.15,"71,21",2,24,180,2016,JAWA BARAT,KABUPATEN SUKABUMI
16529,2051,224111,"SMK AL HASANAH, KABUPATEN SUKABUMI",20202280,S,90,72.71,82.78,76.5,79.5,"77,87",2,24,111,2016,JAWA BARAT,KABUPATEN SUKABUMI
61553,25,2103103,SMK NEGERI 1 SAPARUA,60100168,N,38,67.32,82.63,60.79,75.45,"71,55",21,3,103,2016,MALUKU,MALUKU TENGAH
38526,1651,538110,SMK AL-KHATIBIYAH,20549632,S,45,80.84,82.62,67.17,76.99,"76,91",5,38,110,2016,JAWA TIMUR,KABUPATEN BANGKALAN
44115,697,724104,SMK NEGERI 1 LOLOWAU,10258244,N,102,83.12,82.59,88.28,77.7,"82,92",7,24,104,2016,SUMATERA UTARA,KABUPATEN NIAS SELATAN
65704,174,2420002,SMKN 1 POCO RANAKA,50310680,N,122,85.26,82.44,67.77,76.23,"77,93",24,20,2,2016,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
62795,142,2208015,SMK BINTANG PERSADA,69759271,S,39,72.15,82.41,65.51,82.52,"75,65",22,8,15,2016,BALI,KABUPATEN TABANAN
53386,130,1311004,SMK KELING KUMANG,30108753,S,14,70.86,82.29,46.79,74.4,"68,59",13,11,4,2016,KALIMANTAN BARAT,KABUPATEN SEKADAU
18551,66,301260,SMK NUSAPUTERA 1,20340722,S,30,81.47,82.27,57.75,80.1,"75,40",3,1,260,2016,JAWA TENGAH,KOTA SEMARANG
62059,12,2201013,SMK NEGERI 4 DENPASAR,50103115,N,279,73.87,82.26,60.08,81.67,"74,47",22,1,13,2016,BALI,KOTA DENPASAR
43194,562,715129,SMK SWASTA DAARUL MUHSININ,69734384,S,24,83.42,82.25,83.85,78.23,"81,94",7,15,129,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
2897,549,105179,SMK ANALIS KESEHATAN DITKESAD,20109930,S,87,79.68,82.23,87.1,83.79,"83,20",1,5,179,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
16565,2087,224148,"SMK YASHIKA, KABUPATEN SUKABUMI",20253315,S,49,77.59,82.2,59.54,72.18,"72,88",2,24,148,2016,JAWA BARAT,KABUPATEN SUKABUMI
17768,2287,226141,SMK KES. KH. MOH. ILYAS RUHIAT,20268062,S,66,73.76,82.18,76.7,85.3,"79,49",2,26,141,2016,JAWA BARAT,KABUPATEN TASIKMALAYA
64764,42,2403007,SMK NEGERI TOIANAS,50307311,N,22,65.73,82.18,77.95,75.34,"75,30",24,3,7,2016,NUSA TENGGARA TIMUR,KABUPATEN TTS
46946,105,905110,SMK NEGERI 2 KEMPAS,10402099,N,22,61.36,82.09,63.07,80.44,"71,74",9,5,110,2016,RIAU,KABUPATEN INDRAGIRI HILIR
2913,565,105255,SMK NEGERI 26,20103787,N,367,81.91,82.08,81.57,84.6,"82,54",1,5,255,2016,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
64999,76,2406008,SMK NEGERI MARITAING,69725863,N,29,51.66,82.07,48.19,87.2,"67,28",24,6,8,2016,NUSA TENGGARA TIMUR,KABUPATEN ALOR
59200,161,1907103,SMK YAPTA TAKALAR,40308584,S,39,68.36,82.05,65.96,73.41,"72,45",19,7,103,2016,SULAWESI SELATAN,KABUPATEN TAKALAR
45017,859,732116,SMK SWASTA KRISTEN BNKP LUZAMANU,69786329,S,36,86.72,82.0,66.04,77.84,"78,15",7,32,116,2016,SUMATERA UTARA,KABUPATEN NIAS UTARA
59751,258,1914117,SMK ARKANIS BATANG BONTOTIRO,69725972,S,7,57.43,82.0,65.71,83.99,"72,28",19,14,117,2016,SULAWESI SELATAN,KABUPATEN BULUKUMBA
43574,624,718116,SMK  SWASTA KESEHATAN MARTABE,60730371,S,2,75.0,82.0,86.25,64.8,"77,01",7,18,116,2016,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
60142,311,1920107,SMK KEPERAWATAN RAHMAT ABADI BELOPA,40314322,S,14,58.71,82.0,77.68,84.61,"75,75",19,20,107,2016,SULAWESI SELATAN,KABUPATEN LUWU
50176,235,1116002,SMK YPIP TALANG UBI,10647902,S,30,62.27,82.0,74.83,76.92,"74,01",11,16,2,2016,SUMATERA SELATAN,KABUPATEN PALI
41689,281,709117,SMK SWASTA PRIMA NUSANTARA 1,10220236,S,3,71.33,82.0,86.67,70.0,"77,50",7,9,117,2016,SUMATERA UTARA,KABUPATEN DELISERDANG
43179,547,715108,SMK SWASTA BINA WIDYA AEKNABARA,10261182,S,1,80.0,82.0,65.0,82.6,"77,40",7,15,108,2016,SUMATERA UTARA,KABUPATEN LABUHANBATU
56951,114,1709002,SMK NEGERI 1 MOTOLING TIMUR,40102016,N,127,55.39,81.91,54.96,81.78,"68,51",17,9,2,2016,SULAWESI UTARA,KABUPATEN MINAHASA SELATAN
65924,23,2503002,SMK NEGERI 2 BIAK,60300367,N,22,66.91,81.91,76.7,76.73,"75,56",25,3,2,2016,PAPUA,KABUPATEN BIAK NUMFOR
43645,628,719103,SMK NEGERI 1 MAU,10258329,N,55,77.2,81.89,75.05,82.38,"79,13",7,19,103,2016,SUMATERA UTARA,KABUPATEN NIAS
