,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
16756,2287,224206,SMK KOMPUTER AL-BASHRY PALABUHANRATU,69726060,S,26,87.85,82.31,88.27,74.02,"83,11",2,24,206,2017,JAWA BARAT,KABUPATEN SUKABUMI
44157,712,724104,SMK NEGERI 1 LOLOWAU,10258244,N,143,66.14,65.48,88.13,77.25,"74,25",7,24,104,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
41892,369,709238,SMK NEGERI 1 BIRU-BIRU,10264658,N,80,82.1,76.4,87.81,77.31,"80,91",7,9,238,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
16663,2194,224111,"SMK AL HASANAH, KABUPATEN SUKABUMI",20202280,S,71,88.65,80.51,87.71,78.32,"83,80",2,24,111,2017,JAWA BARAT,KABUPATEN SUKABUMI
66179,68,2508003,SMK NEGERI 1 PANIAI,69888882,N,24,50.67,74.33,87.6,73.43,"71,51",25,8,3,2017,PAPUA,KABUPATEN PANIAI
64781,51,2403007,SMK NEGERI TOIANAS,50307311,N,23,61.48,83.57,87.5,75.04,"76,90",24,3,7,2017,NUSA TENGGARA TIMUR,KABUPATEN TTS
43578,626,718103,SMK NEGERI 1 BATANG ANGKOLA,10220622,N,204,67.25,69.04,87.06,81.01,"76,09",7,18,103,2017,SUMATERA UTARA,KABUPATEN TAPANULI SELATAN
12020,1480,215199,SMK INSAN KARYA NUSANTARA,69786231,S,19,61.47,63.05,86.84,0.0,"52,84",2,15,199,2017,JAWA BARAT,KABUPATEN CIANJUR
41905,382,709252,SMK SWASTA REIS CENDIKIA,69888467,S,23,61.22,38.26,86.74,73.46,"64,92",7,9,252,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
41801,278,709108,SMK SWASTA KARYA SERDANG 1,10214086,S,93,77.23,81.72,86.64,73.47,"79,77",7,9,108,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
45038,885,732118,SMK NEGERI 1 AFULU,69727791,N,36,62.0,51.83,86.11,72.47,"68,10",7,32,118,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
3096,541,105179,SMK ANALIS KESEHATAN DITKESAD,20109930,S,89,80.58,72.2,85.98,76.64,"78,85",1,5,179,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
18585,12,301012,SMK NEGERI JAWA TENGAH,69859366,N,118,81.75,65.37,85.68,83.58,"79,10",3,1,12,2017,JAWA TENGAH,KOTA SEMARANG
41873,350,709209,SMK SWASTA ROKITA SARI 1,10200425,S,20,72.7,72.5,85.63,72.21,"75,76",7,9,209,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
40350,110,701224,SMK SWASTA PELAYARAN BAHARI,10260085,S,21,72.48,57.33,85.6,82.48,"74,47",7,1,224,2017,SUMATERA UTARA,KOTA MEDAN
61911,94,2110109,SMK NEGERI PASIR PUTIH,69824466,N,25,66.48,71.68,85.6,77.64,"75,35",21,10,109,2017,MALUKU,BURU SELATAN
61756,63,2107104,SMK NEGERI 1 SERAM TIMUR,60103634,N,68,62.53,63.62,85.51,81.09,"73,19",21,7,104,2017,MALUKU,SERAM BAGIAN TIMUR
19031,134,302238,SMK IT SMART INFORMATIKA,20362528,S,54,83.89,73.93,85.0,48.43,"72,81",3,2,238,2017,JAWA TENGAH,KOTA SURAKARTA
44159,714,724106,SMK NEGERI 1 PULAU-PULAU BATU,10258245,N,24,61.75,71.67,84.9,75.13,"73,36",7,24,106,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
41872,349,709205,SMK SWASTA PANCA JAYA 2,10261592,S,37,74.49,75.03,84.8,76.66,"77,75",7,9,205,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
44440,778,726127,SMK SWASTA YAPIM TEBING SYAHBANDAR,10261174,S,42,64.19,64.71,84.64,80.58,"73,53",7,26,127,2017,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
43040,550,714138,SMK SWASTA AN NIMAH SILAU LAUT,69895770,S,18,64.78,35.22,84.58,75.64,"65,06",7,14,138,2017,SUMATERA UTARA,KABUPATEN ASAHAN
61576,37,2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,17,67.06,74.59,84.41,87.93,"78,50",21,3,112,2017,MALUKU,MALUKU TENGAH
67103,21,2703005,SMK NEGERI 5 HALMAHERA BARAT,60203638,N,18,60.0,52.0,84.31,79.4,"68,93",27,3,5,2017,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
60859,43,2004109,SMK SWASTA KESEHATAN KARYA PERSADA,40404276,S,31,69.61,84.39,83.95,78.73,"79,17",20,4,109,2017,SULAWESI TENGGARA,KABUPATEN MUNA
72848,80,3204021,SMKS AWARA ARALLE,69759072,S,22,66.45,67.18,83.75,74.49,"72,97",32,4,21,2017,SULAWESI BARAT,KABUPATEN MAMASA
3094,539,105177,SMK CARAKA NUSANTARA,20103769,S,49,80.94,63.39,83.72,84.99,"78,26",1,5,177,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
61065,76,2007107,SMK NEGERI 4 KONAWE SELATAN,40404852,N,54,50.7,70.15,83.56,83.52,"71,98",20,7,107,2017,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
61810,68,2108101,SMK NEGERI 1 KAIRATU,60102720,N,29,74.76,55.17,83.53,83.55,"74,25",21,8,101,2017,MALUKU,SERAM BAGIAN BARAT
16718,2249,224167,SMK HARAPAN BANGSA,20258064,S,59,70.61,63.22,83.43,79.7,"74,24",2,24,167,2017,JAWA BARAT,KABUPATEN SUKABUMI
44182,737,724129,SMK NEGERI 1 ONO HAZUMBA,10261289,N,57,75.19,52.88,83.33,70.9,"70,58",7,24,129,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
61962,101,2111107,SMK NEGERI PERIKANAN MDONA HYERA,60103851,N,27,60.52,54.44,83.24,66.62,"66,21",21,11,107,2017,MALUKU,MALUKU BARAT DAYA
19002,105,302207,SMK FARMASI NASIONAL SURAKARTA,20331830,S,114,83.93,69.16,83.18,89.39,"81,42",3,2,207,2017,JAWA TENGAH,KOTA SURAKARTA
67570,105,2710006,SMK NEGERI 1 TABONA,69786942,N,14,54.43,56.29,82.86,0.0,"48,40",27,10,6,2017,MALUKU UTARA,KABUPATEN PULAU TALIABU
61572,33,2103108,SMK NEGERI 1 SERAM UTARA TIMUR SETI,60103508,S,14,63.0,63.14,82.68,80.27,"72,27",21,3,108,2017,MALUKU,MALUKU TENGAH
27868,117,404101,SMK NEGERI 2 DEPOK,20401315,N,461,82.62,82.97,82.37,83.71,"82,92",4,4,101,2017,DI YOGYAKARTA,KABUPATEN SLEMAN
61813,71,2108104,SMK NEGERI 2 SERAM BARAT,60102896,N,17,38.71,30.12,82.35,78.14,"57,33",21,8,104,2017,MALUKU,SERAM BAGIAN BARAT
67496,94,2708010,SMK NEGERI SULABESI TENGAH,60202450,N,22,33.18,84.0,82.27,75.8,"68,81",27,8,10,2017,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
67330,66,2705014,SMK BHINEKA TUNGGAL IKA GANE TIMUR,60205823,S,15,60.8,82.67,82.17,71.8,"74,36",27,5,14,2017,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
60854,38,2004102,SMK NEGERI 2 RAHA,40400757,N,202,74.67,66.25,82.13,75.02,"74,52",20,4,102,2017,SULAWESI TENGGARA,KABUPATEN MUNA
61906,89,2110104,SMK NEGERI WAELIKUT,60724631,N,49,55.39,64.86,82.04,81.15,"70,86",21,10,104,2017,MALUKU,BURU SELATAN
45123,892,733105,SMK NEGERI 1 MANDREHE,10260096,N,105,68.57,61.64,82.0,79.57,"72,95",7,33,105,2017,SUMATERA UTARA,KABUPATEN NIAS BARAT
41848,325,709170,SMK SWASTA TRI SAKTI 1,10214100,S,62,60.84,41.32,81.65,79.63,"65,86",7,9,170,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
61577,38,2103113,SMK NEGERI SERAM UTARA TIMUR KOBI,69831986,N,17,53.88,57.06,81.62,79.11,"67,92",21,3,113,2017,MALUKU,MALUKU TENGAH
73255,37,3307003,SMK NEGERI 3 RAJA AMPAT,69942219,N,14,66.14,62.71,81.61,76.65,"71,78",33,7,3,2017,PAPUA BARAT,KABUPATEN RAJA AMPAT
45028,875,732108,SMK NEGERI 1 SAWO,10260665,N,84,75.02,73.69,81.52,83.87,"78,53",7,32,108,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
61381,131,2017103,SMKN 1 WADAGA,40404741,N,10,73.2,49.4,81.5,79.69,"70,95",20,17,103,2017,SULAWESI TENGGARA,KABUPATEN MUNA BARAT
41811,288,709123,SMK SWASTA BANDUNG 2,10214077,S,32,62.13,38.81,81.33,73.12,"63,85",7,9,123,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
43772,663,720112,SMK SWASTA 1 PARULIAN 4 PORSEA,10208522,S,54,68.44,48.19,80.97,72.84,"67,61",7,20,112,2017,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
45126,895,733109,SMK NEGERI 2 MANDREHE UTARA,69753309,N,38,73.42,55.16,80.86,83.23,"73,17",7,33,109,2017,SUMATERA UTARA,KABUPATEN NIAS BARAT
20863,400,311001,SMK NEGERI 1 GOMBONG,20330330,N,394,82.35,65.36,80.66,81.16,"77,38",3,11,1,2017,JAWA TENGAH,KABUPATEN KEBUMEN
73253,35,3307001,SMK NEGERI 1 RAJA AMPAT,60402058,N,13,60.77,80.31,80.58,82.47,"76,03",33,7,1,2017,PAPUA BARAT,KABUPATEN RAJA AMPAT
43219,572,715126,SMK SWASTA SARTIKA,69727369,S,54,57.19,54.63,80.28,78.3,"67,60",7,15,126,2017,SUMATERA UTARA,KABUPATEN LABUHANBATU
44175,730,724122,SMK NEGERI 1 SUSUA,10260682,N,50,59.48,55.92,80.25,78.45,"68,53",7,24,122,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
67443,84,2707005,SMK NEGERI 2 HALMAHERA TIMUR,69773557,N,59,50.98,67.22,80.25,83.22,"70,42",27,7,5,2017,MALUKU UTARA,KABUPATEN HALMAHERA TIMUR
1963,269,104020,SMK NEGERI 8,20102597,N,283,82.06,70.35,80.07,86.51,"79,75",1,4,20,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
27135,26,401133,SMK NEGERI TEKNOLOGI INDUSTRI,20407427,N,218,80.93,66.48,80.0,79.25,"76,67",4,1,133,2017,DI YOGYAKARTA,KOTA YOGYAKARTA
42365,436,710153,SMK SWASTA TARBIYAH ISLAMIYAH HINAI KIRI,10263546,S,88,66.18,55.57,80.0,77.4,"69,79",7,10,153,2017,SUMATERA UTARA,KABUPATEN LANGKAT
45023,870,732103,SMK NEGERI 1 ALASA,10258327,N,53,77.28,67.47,79.91,71.28,"73,99",7,32,103,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
56703,76,1706003,SMK NEGERI 3 TAHUNA,40101453,N,121,68.61,71.8,79.83,79.9,"75,04",17,6,3,2017,SULAWESI UTARA,KABUPATEN KEPULAUAN SANGIHE
20865,402,311003,SMK NEGERI 1 KEBUMEN,20330332,N,499,82.69,63.55,79.77,83.97,"77,50",3,11,3,2017,JAWA TENGAH,KABUPATEN KEBUMEN
248,55,101071,SMK F. DITKESAD,20107254,S,88,81.43,75.09,79.72,94.76,"82,75",1,1,71,2017,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
43768,659,720108,SMK SWASTA 2 PARULIAN 4 PORSEA,10212722,S,76,70.45,51.95,79.64,68.46,"67,63",7,20,108,2017,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
61628,43,2104104,SMK NEGERI 3 BURU,60103630,N,42,57.62,84.33,79.4,83.75,"76,28",21,4,104,2017,MALUKU,BURU
27593,82,403101,SMK NEGERI 1 PENGASIH,20402788,N,314,83.15,61.82,79.24,85.25,"77,37",4,3,101,2017,DI YOGYAKARTA,KABUPATEN KULON PROGO
16793,2324,224243,SMK WIGUNA,69920272,S,8,77.0,69.0,79.06,74.88,"74,99",2,24,243,2017,JAWA BARAT,KABUPATEN SUKABUMI
67439,80,2707001,SMK MUHAMMADIYAH SUBAIM,60200658,S,26,61.62,53.46,79.04,79.48,"68,40",27,7,1,2017,MALUKU UTARA,KABUPATEN HALMAHERA TIMUR
44180,735,724127,SMK NEGERI 2 SIDUA ORI,10261296,N,46,68.48,73.13,78.97,74.15,"73,68",7,24,127,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
61822,80,2108114,SMK NEGERI 3 KAIRATU,69849625,N,33,55.52,79.52,78.79,81.43,"73,82",21,8,114,2017,MALUKU,SERAM BAGIAN BARAT
42350,421,710137,SMK SWASTA AL-WASHLIYAH,10257578,S,28,71.43,55.5,78.75,69.89,"68,89",7,10,137,2017,SUMATERA UTARA,KABUPATEN LANGKAT
20864,401,311002,SMK NEGERI 1 KARANGANYAR,20330331,N,423,83.38,59.97,78.75,88.03,"77,53",3,11,2,2017,JAWA TENGAH,KABUPATEN KEBUMEN
65711,218,2420002,SMKN 1 POCO RANAKA,50310680,N,108,77.33,70.26,78.66,81.85,"77,03",24,20,2,2017,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
41808,285,709118,SMK SWASTA PEMBANGUNAN GALANG 2,10214057,S,38,76.58,71.63,78.62,74.59,"75,36",7,9,118,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
44172,727,724119,SMK NEGERI 1 LOLOMATUA,10260462,N,81,81.36,63.93,78.61,74.9,"74,70",7,24,119,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
57114,148,1711004,SMK NEGERI 1 SIAU TIMUR SELATAN,40104646,N,17,62.35,51.88,78.53,0.0,"48,19",17,11,4,2017,SULAWESI UTARA,KABUPATEN KEP. SITARO
67331,67,2705015,SMK ARRAHMAN,69851441,S,5,59.2,60.8,78.5,76.34,"68,71",27,5,15,2017,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
44156,711,724103,SMK NEGERI 1 AMANDRAYA,10258242,N,45,73.64,82.18,78.17,78.91,"78,23",7,24,103,2017,SUMATERA UTARA,KABUPATEN NIAS SELATAN
55892,151,1605019,SMK NEGERI 1 MUARA BENGKAL,69762782,N,67,77.46,53.85,77.95,81.18,"72,61",16,5,19,2017,KALIMANTAN TIMUR,KABUPATEN KUTAI TIMUR
55695,100,1604005,SMK YPK TENGGARONG,30400213,S,274,69.23,68.75,77.91,90.38,"76,57",16,4,5,2017,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
41886,363,709231,SMK SINAR SENTOSA,10261404,S,7,56.86,42.86,77.86,71.23,"62,20",7,9,231,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
5468,287,204108,"SMK SMAK BOGOR, KOTA BOGOR",20238524,N,250,86.42,80.18,77.83,81.83,"81,57",2,4,108,2017,JAWA BARAT,KOTA BOGOR
21434,508,313001,SMK NEGERI 1 PURWOREJO,20306180,N,375,81.41,62.97,77.78,82.04,"76,05",3,13,1,2017,JAWA TENGAH,KABUPATEN PURWOREJO
58489,20,1901125,SMK NEGERI ANALIS KIMIA MAKASSAR,40314696,N,119,66.29,77.48,77.73,80.47,"75,49",19,1,125,2017,SULAWESI SELATAN,KOTA MAKASSAR
45027,874,732107,SMK NEGERI 1 TUGALA OYO,10260668,N,31,63.74,61.35,77.66,78.31,"70,27",7,32,107,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
61064,75,2007105,SMK NEGERI 6 KONAWE SELATAN,40404996,N,31,71.35,49.94,77.5,83.47,"70,57",20,7,105,2017,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
66318,91,2511002,SMK NEGERI 2 KEEROM,69725912,N,23,66.87,55.39,77.5,82.63,"70,60",25,11,2,2017,PAPUA,KABUPATEN KEEROM
45036,883,732116,SMK SWASTA KRISTEN BNKP LUZAMANU,69786329,S,56,74.07,68.18,77.46,73.0,"73,18",7,32,116,2017,SUMATERA UTARA,KABUPATEN NIAS UTARA
16721,2252,224170,SMK YASIPA TERPADU,20258119,S,89,79.03,71.37,77.42,74.74,"75,64",2,24,170,2017,JAWA BARAT,KABUPATEN SUKABUMI
41911,388,709259,SMK NEGERI 1 PANCURBATU,69892477,N,83,50.29,56.29,77.41,71.94,"63,98",7,9,259,2017,SUMATERA UTARA,KABUPATEN DELISERDANG
