,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
60060,602,1919107,SMK NEGERI 3 ENREKANG,40316702,N,74,83.65,82.78,92.13,82.84,"85,35",19,19,107,2015,SULAWESI SELATAN,KABUPATEN ENREKANG
58240,30,1901119,SMK NEGERI 5 MAKASSAR,40311969,N,373,68.23,80.72,92.12,77.67,"79,69",19,1,119,2015,SULAWESI SELATAN,KOTA MAKASSAR
59197,340,1907110,SMK SAWAKUNG PUTRA PERSADA,40320558,S,14,46.36,88.71,91.96,83.21,"77,56",19,7,110,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
32001,1212,516129,SMK TASISUT TAQWA,20506279,S,12,77.81,78.07,91.67,82.3,"82,46",5,16,129,2015,JAWA TIMUR,KABUPATEN LAMONGAN
58853,230,1903112,SMK AL BADAR DDI PAREPARE,40314691,S,3,81.2,88.0,91.67,80.2,"85,27",19,3,112,2015,SULAWESI SELATAN,KOTA PAREPARE
58242,32,1901120,SMK MUHAMMADIYAH 4 TALLO MAKASSAR,40307389,S,74,86.09,86.38,91.66,82.26,"86,60",19,1,120,2015,SULAWESI SELATAN,KOTA MAKASSAR
58330,120,1901177,SMK NUR KARYA TIDUNG MAKASSAR,40312920,S,35,84.57,88.51,91.64,93.04,"89,44",19,1,177,2015,SULAWESI SELATAN,KOTA MAKASSAR
59185,328,1907104,SMK NEGERI 2 TAKALAR,40308585,N,263,87.33,90.22,91.56,83.3,"88,10",19,7,104,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
59997,580,1918104,SMK - SPP NEGERI 1 KULO,40308938,N,83,85.96,86.24,91.54,74.56,"84,58",19,18,104,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
60003,586,1918108,SMK PRIMANEGARA SIDRAP,40315288,S,36,86.96,86.72,91.46,78.68,"85,96",19,18,108,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
59648,468,1913104,SMK NEGERI 2 BANTAENG,40303981,N,58,83.99,89.14,91.38,76.74,"85,31",19,13,104,2015,SULAWESI SELATAN,KABUPATEN BANTAENG
42969,1082,714131,SMK SWASTA AS SYIFA KISARAN,69728734,S,14,75.89,82.21,91.25,90.48,"84,96",7,14,131,2015,SUMATERA UTARA,KABUPATEN ASAHAN
58214,4,1901102,SMK PERTIWI NUSANTARA MAKASSAR,40313227,S,25,83.36,82.56,91.2,76.49,"83,40",19,1,102,2015,SULAWESI SELATAN,KOTA MAKASSAR
59257,360,1908110,SMK PRIMANEGARA JENEPONTO,40318401,S,67,83.76,89.04,91.08,83.74,"86,91",19,8,110,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
59995,578,1918103,SMK NEGERI 1 WATANGPULU,40305473,N,120,85.82,85.12,91.0,76.02,"84,49",19,18,103,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
59193,336,1907108,SMK NEGERI 6 TAKALAR,40314271,N,106,84.33,89.13,90.99,82.93,"86,85",19,7,108,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
44775,1604,730109,SMK SWASTA HARAPAN AEKKANOPAN,10205214,S,28,71.56,72.28,90.98,75.29,"77,53",7,30,109,2015,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
32069,1280,516164,SMK KESEHATAN NURUL UMMAH BABAT,20577305,S,24,76.14,86.19,90.83,76.93,"82,52",5,16,164,2015,JAWA TIMUR,KABUPATEN LAMONGAN
59507,422,1911103,SMK NEGERI 1 MAJAULENG,40303153,N,35,84.8,90.0,90.79,82.33,"86,98",19,11,103,2015,SULAWESI SELATAN,KABUPATEN WAJO
59592,458,1912111,SMK WAHANA BAKTI PERSADA SOPPENG,40318952,S,13,69.08,50.77,90.77,80.98,"72,90",19,12,111,2015,SULAWESI SELATAN,KABUPATEN SOPPENG
27486,154,403101,SMK NEGERI 1 PENGASIH,20402788,N,313,86.82,68.52,90.76,87.37,"83,37",4,3,101,2015,DI YOGYAKARTA,KABUPATEN KULON PROGO
58370,160,1901199,SMK KEPERAWATAN BAROMBONG MAKASSAR,69877200,S,7,79.6,79.14,90.71,79.99,"82,36",19,1,199,2015,SULAWESI SELATAN,KOTA MAKASSAR
58833,210,1903101,SMK NEGERI 2 PAREPARE,40307702,N,369,85.76,77.78,90.6,74.88,"82,26",19,3,101,2015,SULAWESI SELATAN,KOTA PAREPARE
59249,352,1908106,SMK NEGERI 5 JENEPONTO,40312508,N,84,81.15,88.17,90.6,80.19,"85,03",19,8,106,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
59515,430,1911107,SMK KESEHATAN PERSADA,40314178,S,83,82.57,89.04,90.6,80.26,"85,62",19,11,107,2015,SULAWESI SELATAN,KABUPATEN WAJO
65506,290,2415005,SMK KENCANA SAKTI LIDAMANU,50309412,N,26,65.07,75.0,90.48,87.62,"79,54",24,15,5,2015,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO
59650,470,1913105,SMK NEGERI 3 BANTAENG,40311875,N,159,81.52,87.14,90.41,79.3,"84,59",19,13,105,2015,SULAWESI SELATAN,KABUPATEN BANTAENG
40021,230,701224,SMK SWASTA PELAYARAN BAHARI,10260085,S,7,65.9,71.84,90.36,78.26,"76,59",7,1,224,2015,SUMATERA UTARA,KOTA MEDAN
59251,354,1908107,SMK NEGERI 6 JENEPONTO,40312509,N,24,86.3,90.25,90.31,82.46,"87,33",19,8,107,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
60001,584,1918106,SMK HARAPAN BANGSA SIDRAP,40314674,S,50,85.86,84.8,90.05,85.43,"86,54",19,18,106,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
58358,148,1901192,SMK TRI SAKTI AROEPPALA MAKASSAR,40315445,S,5,69.04,79.2,90.0,83.56,"80,45",19,1,192,2015,SULAWESI SELATAN,KOTA MAKASSAR
44368,1502,726127,SMK SWASTA YAPIM TEBING SYAHBANDAR,10261174,S,60,72.98,75.75,90.0,82.08,"80,20",7,26,127,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
59261,364,1908112,SMK TUTWURI HANDAYANI PGRI JENEPONTO,60728925,S,16,84.01,89.88,90.0,75.4,"84,82",19,8,112,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
59588,454,1912109,SMK LAMARIO WATANSOPPENG,69756420,S,67,83.81,88.48,89.85,76.61,"84,69",19,12,109,2015,SULAWESI SELATAN,KABUPATEN SOPPENG
41518,630,709159,SMK SWASTA SINGOSARI 1,10260014,S,30,63.26,72.23,89.83,86.5,"77,96",7,9,159,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
59187,330,1907105,SMK NEGERI 3 TAKALAR,40308586,N,225,48.53,88.57,89.83,84.03,"77,74",19,7,105,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
39861,70,701137,SMK SWASTA LESTARI MEDAN,10211214,S,12,57.54,72.54,89.79,76.48,"74,09",7,1,137,2015,SUMATERA UTARA,KOTA MEDAN
41632,744,709227,SMK SWASTA AL WASHLIYAH,10261210,S,12,63.18,71.2,89.79,79.22,"75,85",7,9,227,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
39855,64,701134,SMK TI SWASTA PALAPA MEDAN,10211098,S,31,65.07,72.95,89.76,80.16,"76,99",7,1,134,2015,SUMATERA UTARA,KOTA MEDAN
2654,1106,105179,SMK SMAK DITKESAD,20109930,S,89,85.62,83.25,89.75,89.88,"87,13",1,5,179,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
24552,2036,327229,SMK AL FURQON,20360476,S,37,83.03,62.8,89.73,90.66,"81,56",3,27,229,2015,JAWA TENGAH,KABUPATEN DEMAK
59263,366,1908113,SMK MASAGENA HUSADA JENEPONTO,60728935,S,8,79.3,90.0,89.69,81.2,"85,05",19,8,113,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
44384,1518,726135,SMK NEGERI 2 SEI RAMPAH,10262247,N,56,74.26,77.86,89.6,88.69,"82,60",7,26,135,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
56949,244,1709015,SMK NEGERI 1 AMURANG BARAT,69765017,N,24,72.36,79.42,89.58,82.98,"81,09",17,9,15,2015,SULAWESI UTARA,KABUPATEN MINAHASA SELATAN
62009,26,2201014,SMK NEGERI 3 DENPASAR,50103116,N,392,84.67,83.07,89.58,86.17,"85,87",22,1,14,2015,BALI,KOTA DENPASAR
41648,760,709235,SMK BINA BANGSA,10264639,S,6,65.03,71.82,89.58,84.62,"77,76",7,9,235,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
41630,742,709226,SMK SWASTA KARYA BUNDA,10261476,S,6,64.62,70.0,89.58,80.53,"76,18",7,9,226,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
58236,26,1901117,SMK DH. PEPABRI MAKASSAR,40311960,S,29,69.72,79.79,89.57,75.1,"78,55",19,1,117,2015,SULAWESI SELATAN,KOTA MAKASSAR
117,118,101071,SMK F. DITKESAD,20107254,S,86,84.28,92.82,89.53,95.86,"90,62",1,1,71,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
44340,1474,726104,SMK SWASTA MUSDA PERBAUNGAN,10209402,S,270,72.48,79.72,89.5,80.89,"80,65",7,26,104,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
42542,932,711123,SMK SWASTA 2 TAMAN ILMU PERLANAAN,10261572,S,38,65.96,74.63,89.47,76.95,"76,75",7,11,123,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
59354,380,1909106,SMK NEGERI 4 BARRU,69725065,N,55,49.82,76.47,89.41,80.89,"74,15",19,9,106,2015,SULAWESI SELATAN,KABUPATEN BARRU
41640,752,709231,SMK SINAR SENTOSA,10261404,S,8,65.09,72.94,89.38,82.23,"77,41",7,9,231,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
42544,934,711124,SMK SWASTA ABDI SEJATI KERASAAN,10202776,S,158,65.54,72.64,89.35,80.12,"76,91",7,11,124,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
42552,942,711128,SMK SWASTA SATRYA BUDI 1 PERDAGANGAN,10202778,S,157,66.0,71.1,89.35,79.73,"76,55",7,11,128,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
44388,1522,726137,SMK NEGERI 1 TELUK MENGKUDU,69728741,N,101,71.79,75.39,89.33,85.03,"80,39",7,26,137,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
44360,1494,726121,SMK SWASTA KARYA SETIA PEGAJAHAN,10209408,S,58,71.37,74.68,89.31,74.7,"77,52",7,26,121,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
44338,1472,726103,SMK NEGERI 1 SEI RAMPAH,10257756,N,188,72.84,77.03,89.3,82.67,"80,46",7,26,103,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
62033,50,2201027,SMK KESEHATAN BALI MEDIKA,50103910,S,259,89.62,87.14,89.27,86.34,"88,09",22,1,27,2015,BALI,KOTA DENPASAR
44378,1512,726132,SMK NEGERI 1 DOLOK MASIHUL,10261862,N,142,71.9,76.53,89.26,83.88,"80,39",7,26,132,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
58306,96,1901160,SMK KARTIKA XX - 1 MAKASSAR,40307402,S,297,59.03,78.34,89.23,80.6,"76,80",19,1,160,2015,SULAWESI SELATAN,KOTA MAKASSAR
42540,930,711122,SMK SWASTA TAMAN ILMU PERLANAAN,10202738,S,25,65.86,73.82,89.2,80.49,"77,34",7,11,122,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
58356,146,1901191,SMK PLUS INDONESIA TIMUR MAKASSAR,40318149,S,98,72.66,83.82,89.18,83.83,"82,37",19,1,191,2015,SULAWESI SELATAN,KOTA MAKASSAR
44777,1606,730110,SMK PERTANIAN PEMBAGUNAN NEGERI 1 KUALUH SELATAN,10261408,N,134,75.72,75.99,89.16,78.98,"79,96",7,30,110,2015,SUMATERA UTARA,KABUPATEN LABUHANBATU UTARA
42522,912,711112,SMK SWASTA ISLAM PROYEK UISU SIANTAR,10259971,S,51,63.42,71.98,89.12,74.46,"74,75",7,11,112,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
40037,246,701233,SMK SWASTA SUTAN OLOAN MEDAN,10211219,S,33,62.58,71.57,89.02,86.64,"77,45",7,1,233,2015,SUMATERA UTARA,KOTA MEDAN
42506,896,711103,SMK SWASTA AL-WASHLIYAH 7 SERBELAWAN,10202756,S,109,64.54,72.7,88.97,77.67,"75,97",7,11,103,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
44871,1634,731109,SMK SWASTA INDONESIA MEMBANGUN 2 TORGAMBA,10205213,S,116,74.11,75.35,88.94,72.91,"77,83",7,31,109,2015,SUMATERA UTARA,KABUPATEN LABUHANBATU SELATAN
59191,334,1907107,SMK NEGERI 5 TAKALAR,40308588,N,63,84.01,85.84,88.89,83.85,"85,65",19,7,107,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
42576,966,711140,SMK SWASTA PLUS KESEHATAN EFARINA SIMALUNGUN,10263519,S,74,67.0,74.2,88.85,81.19,"77,81",7,11,140,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
60105,616,1920107,SMK KEPERAWATAN RAHMAT ABADI BELOPA,40314322,S,26,67.77,74.38,88.85,84.14,"78,79",19,20,107,2015,SULAWESI SELATAN,KABUPATEN LUWU
42574,964,711139,SMK SWASTA INDONESIA MEMBANGUN TARUNA,10261742,S,73,66.35,72.74,88.8,83.06,"77,74",7,11,139,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
40057,266,701246,SMK SWASTA METHODIST CHARLES WESLEY,10262326,S,6,79.47,93.98,88.75,82.88,"86,27",7,1,246,2015,SUMATERA UTARA,KOTA MEDAN
27202,66,402101,SMK NEGERI 1 BANTUL,20400416,N,441,86.34,74.21,88.71,87.52,"84,20",4,2,101,2015,DI YOGYAKARTA,KABUPATEN BANTUL
42949,1062,714120,SMK SWASTA PEMDA KISARAN,10204070,S,268,71.07,69.5,88.7,81.51,"77,70",7,14,120,2015,SUMATERA UTARA,KABUPATEN ASAHAN
41488,600,709144,SMK SWASTA WIRA JAYA 1,10214102,S,42,57.22,72.73,88.69,86.85,"76,37",7,9,144,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
41482,594,709141,SMK SWASTA GEMA BUKIT BARISAN,10214083,S,74,65.57,72.28,88.68,83.2,"77,43",7,9,141,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
39847,56,701130,SMK SWASTA PANCA BUDI 1 MEDAN,10211099,S,206,65.0,73.34,88.62,90.43,"79,35",7,1,130,2015,SUMATERA UTARA,KOTA MEDAN
43158,1122,715122,SMK SWASTA MANDIRI PANAI HULU,10261625,S,92,78.48,60.67,88.53,83.14,"77,71",7,15,122,2015,SUMATERA UTARA,KABUPATEN LABUHANBATU
41654,766,709238,SMK NEGERI 1 BIRU-BIRU,10264658,N,25,66.64,72.92,88.5,81.3,"77,34",7,9,238,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
40741,328,702116,SMK SWASTA GKPI 1,10211698,S,101,66.07,72.91,88.49,80.07,"76,89",7,2,116,2015,SUMATERA UTARA,KOTA PEMATANGSIANTAR
59814,520,1915103,SMK NEGERI 2 SINJAI,40310372,N,99,78.74,88.1,88.43,84.64,"84,98",19,15,103,2015,SULAWESI SELATAN,KABUPATEN SINJAI
32065,1276,516162,SMK KESEHATAN INSAN BHAKTI HUSADA,20576080,S,55,80.15,76.5,88.41,83.35,"82,10",5,16,162,2015,JAWA TIMUR,KABUPATEN LAMONGAN
1570,554,104020,SMK NEGERI 8,20102597,N,334,85.72,73.36,88.38,86.32,"83,45",1,4,20,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
41584,696,709194,SMK SWASTA DWI TUNGGAL 2,10219929,S,58,64.96,72.96,88.36,83.72,"77,50",7,9,194,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
44087,1428,724130,SMK NEGERI 1 OOU,10261293,N,39,81.52,52.73,88.33,80.86,"75,86",7,24,130,2015,SUMATERA UTARA,KABUPATEN NIAS SELATAN
42550,940,711127,SMK SWASTA DR. CIPTO MANGUN KUSUMO,10259755,S,150,63.19,72.96,88.28,73.52,"74,49",7,11,127,2015,SUMATERA UTARA,KABUPATEN SIMALUNGUN
58758,204,1902116,SMK NEGERI 3 PALOPO,40311050,N,67,45.44,81.79,88.28,75.87,"72,85",19,2,116,2015,SULAWESI SELATAN,KOTA PALOPO
41602,714,709205,SMK SWASTA PANCA JAYA 2,10261592,S,26,59.98,69.12,88.27,74.25,"72,91",7,9,205,2015,SUMATERA UTARA,KABUPATEN DELISERDANG
