,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
67472,162,2708011,SMK NEGERI MANGOLI TENGAH,60202463,N,55,71.13,87.45,74.14,78.85,"77,89",27,8,11,2015,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
31488,1042,514116,SMK PGRI 2 BOJONEGORO,20504395,S,196,72.03,87.37,49.29,85.76,"73,61",5,14,116,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
59183,326,1907103,SMK YAPTA TAKALAR,40308584,S,30,79.4,87.33,40.5,74.9,"70,53",19,7,103,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
31460,1014,514102,SMK WAHID HASYIM,20549272,S,33,83.13,87.28,78.26,80.52,"82,30",5,14,102,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
31498,1052,514122,SMK MUHAMMADIYAH-1 SUMBERREJO,20541256,S,111,80.63,87.23,75.32,78.09,"80,32",5,14,122,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
58384,174,1901903,SMK NEGERI KEHUTANAN MAKASSAR,40314239,N,48,85.04,87.21,85.26,0.0,"64,38",19,1,903,2015,SULAWESI SELATAN,KOTA MAKASSAR
62033,50,2201027,SMK KESEHATAN BALI MEDIKA,50103910,S,259,89.62,87.14,89.27,86.34,"88,09",22,1,27,2015,BALI,KOTA DENPASAR
59650,470,1913105,SMK NEGERI 3 BANTAENG,40311875,N,159,81.52,87.14,90.41,79.3,"84,59",19,13,105,2015,SULAWESI SELATAN,KABUPATEN BANTAENG
31478,1032,514111,SMK MUHAMMADIYAH 2 SUMBERREJO,20504435,S,99,86.03,87.13,71.29,79.49,"80,99",5,14,111,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
31538,1092,514142,SMK NEGERI SUMBERREJO,20573249,N,53,64.98,87.01,78.73,80.45,"77,79",5,14,142,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
62181,70,2202003,SMK NEGERI 2 SUKAWATI,50102020,N,301,78.77,86.98,81.96,83.91,"82,91",22,2,3,2015,BALI,KABUPATEN GIANYAR
57037,262,1710009,SMKS KEMA PERINTIS,69755600,S,45,66.1,86.89,59.5,84.1,"74,15",17,10,9,2015,SULAWESI UTARA,KABUPATEN MINAHASA UTARA
31985,1196,516120,SMK AHMAD YANI,20549732,S,123,83.3,86.88,79.96,86.99,"84,28",5,16,120,2015,JAWA TIMUR,KABUPATEN LAMONGAN
58332,122,1901178,SMK KESEHATAN PERAWAT GIGI TNI AL MAKASSAR,40312653,S,48,77.36,86.83,87.92,76.31,"82,11",19,1,178,2015,SULAWESI SELATAN,KOTA MAKASSAR
58322,112,1901170,SMK SAMUDERA NUSANTARA MAKASSAR,40319973,S,54,69.03,86.81,78.94,82.56,"79,34",19,1,170,2015,SULAWESI SELATAN,KOTA MAKASSAR
59189,332,1907106,SMK NEGERI 4 TAKALAR,40308587,N,76,83.09,86.74,78.85,82.28,"82,74",19,7,106,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
62047,64,2201034,SMK KESEHATAN PGRI DENPASAR,69759223,S,110,80.24,86.73,81.23,79.69,"81,97",22,1,34,2015,BALI,KOTA DENPASAR
60003,586,1918108,SMK PRIMANEGARA SIDRAP,40315288,S,36,86.96,86.72,91.46,78.68,"85,96",19,18,108,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
73182,52,3303006,SMK TUNAS RAJAWALI KABUPATEN SORONG,69728516,S,34,67.18,86.71,63.01,74.87,"72,94",33,3,6,2015,PAPUA BARAT,KABUPATEN SORONG
115,116,101070,SMK ST.THERESIA,20100300,S,63,83.36,86.65,81.71,87.59,"84,83",1,1,70,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
61496,30,2102102,SMK PELAYARAN BAHARI NUSANTARA TUAL,60100825,S,40,70.35,86.55,73.44,75.99,"76,58",21,2,102,2015,MALUKU,TUAL
58242,32,1901120,SMK MUHAMMADIYAH 4 TALLO MAKASSAR,40307389,S,74,86.09,86.38,91.66,82.26,"86,60",19,1,120,2015,SULAWESI SELATAN,KOTA MAKASSAR
59247,350,1908105,SMK MUHAMMADIYAH JENEPONTO,40314526,S,24,82.11,86.33,84.58,80.8,"83,46",19,8,105,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
61985,2,2201001,SMK NEGERI 1 DENPASAR,50103118,N,585,82.67,86.31,85.22,83.13,"84,33",22,1,1,2015,BALI,KOTA DENPASAR
41152,448,705108,SMK NEGERI 5 TANJUNG BALAI,10264642,N,130,59.49,86.28,43.1,84.0,"68,22",7,5,108,2015,SUMATERA UTARA,KOTA TANJUNG BALAI
59997,580,1918104,SMK - SPP NEGERI 1 KULO,40308938,N,83,85.96,86.24,91.54,74.56,"84,58",19,18,104,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
32069,1280,516164,SMK KESEHATAN NURUL UMMAH BABAT,20577305,S,24,76.14,86.19,90.83,76.93,"82,52",5,16,164,2015,JAWA TIMUR,KABUPATEN LAMONGAN
67470,160,2708010,SMK NEGERI SULABESI TENGAH,60202450,N,29,69.86,86.07,72.24,70.51,"74,67",27,8,10,2015,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
58374,164,1901201,SMK HUSADA MANDIRI MAKASSAR,40320347,S,9,86.74,86.0,74.17,80.51,"81,86",19,1,201,2015,SULAWESI SELATAN,KOTA MAKASSAR
61530,40,2103103,SMK NEGERI 1 SAPARUA,60100168,N,71,63.41,85.92,77.01,79.28,"76,41",21,3,103,2015,MALUKU,MALUKU TENGAH
31540,1094,514143,SMK PANCASILA,60726349,S,28,58.51,85.91,32.23,75.56,"63,05",5,14,143,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
59191,334,1907107,SMK NEGERI 5 TAKALAR,40308588,N,63,84.01,85.84,88.89,83.85,"85,65",19,7,107,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
68644,278,3002100,SMK KESEHATAN BANTEN,20615858,S,366,67.57,85.8,65.74,82.63,"75,44",30,2,100,2015,BANTEN,KOTA TANGERANG
67460,150,2708003,SMK NEGERI 1 MANGOLI BARAT,60202245,N,17,70.47,85.76,74.85,80.84,"77,98",27,8,3,2015,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
62015,32,2201017,SMK NEGERI 5 DENPASAR,50103638,N,528,83.48,85.7,85.76,82.52,"84,37",22,1,17,2015,BALI,KOTA DENPASAR
67456,146,2708001,SMK NEGERI 1 SANANA,60200552,N,130,69.52,85.52,67.02,88.25,"77,58",27,8,1,2015,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
9755,2174,213285,SMK ISLAM MADANI AL HUSAINIYAH,20270490,S,25,55.88,85.41,56.5,80.86,"69,66",2,13,285,2015,JAWA BARAT,KABUPATEN BOGOR
67464,154,2708006,SMK NEGERI MANGOLI TIMUR UTARA,60202246,N,23,69.57,85.39,74.46,76.35,"76,44",27,8,6,2015,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
62043,60,2201032,SMK FARMASI BINTANG PERSADA,50105467,S,71,84.5,85.38,87.82,87.08,"86,20",22,1,32,2015,BALI,KOTA DENPASAR
62019,36,2201019,SMK PGRI 4 DENPASAR,50103129,S,602,74.67,85.37,84.26,83.3,"81,90",22,1,19,2015,BALI,KOTA DENPASAR
62570,216,2206020,SMK KESEHATAN VIDYA USADHA SINGARAJA,50105476,S,25,68.27,85.36,77.1,84.35,"78,77",22,6,20,2015,BALI,KABUPATEN BULELENG
59652,472,1913106,SMK NEGERI 4 BANTAENG,40318164,N,35,76.28,85.26,75.57,71.41,"77,13",19,13,106,2015,SULAWESI SELATAN,KABUPATEN BANTAENG
59735,514,1914118,SMK PUTRA BANGSA BULUKUMBA,40318376,S,5,85.08,85.2,22.5,78.66,"67,86",19,14,118,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
31484,1038,514114,SMK DIRGAHAYU KEDUNGADEM,20541255,S,168,75.42,85.17,67.9,78.26,"76,69",5,14,114,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
43738,1304,720120,SMK SWASTA INDONESIA MEMBANGUN TARUNA,10261979,S,59,76.37,85.17,75.0,78.92,"78,87",7,20,120,2015,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
38488,3090,538131,SMK NURUL JANNAH,20579366,S,5,81.84,85.14,59.5,80.48,"76,74",5,38,131,2015,JAWA TIMUR,KABUPATEN BANGKALAN
59993,576,1918102,SMK NEGERI 1 PANCARIJANG,40305471,N,192,73.81,85.14,37.14,81.26,"69,34",19,18,102,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
60107,618,1920108,SMK NUSA PRIMA LAMASI,40317974,S,32,40.38,85.13,30.78,75.11,"57,85",19,20,108,2015,SULAWESI SELATAN,KABUPATEN LUWU
