,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Ekonomi,Sosiologi,Geografi,Rata,KdProv,KdKota,KdSekolah,Tahun,provinsi,Provinsi,Kabupaten
14841,165,306003,SMA NEGERI 3 MAGELANG,20327564,N,90,83.84,74.22,78.31,72.46,76.19,76.67,0.0,3,6,3,2018,JAWA TENGAH,JAWA TENGAH,KOTA MAGELANG
1829,341,104077,SMA NEGERI 28,20107319,N,72,83.81,81.31,66.7,77.63,78.33,78.09,0.0,1,4,77,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
86349,201,3004021,SMA SANTA URSULA BSD,20603376,S,98,83.78,83.59,83.52,81.77,80.94,80.67,0.0,30,4,21,2018,BANTEN,BANTEN,KOTA TANGERANG SELATAN
2477,448,105051,SMA NEGERI 12,20103285,N,108,83.78,72.59,60.44,70.81,78.4,79.26,0.0,1,5,51,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
21261,49,402003,SMA NEGERI 1 KASIHAN,20400390,N,59,83.73,75.73,56.36,71.67,79.11,72.67,0.0,4,2,3,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN BANTUL
89023,794,3008174,SMA PAHOA,20616061,S,65,83.69,76.95,78.27,80.0,81.54,92.0,0.0,30,8,174,2018,BANTEN,BANTEN,KABUPATEN TANGERANG
21260,48,402002,SMA NEGERI 1 BANTUL,20400405,N,55,83.64,81.75,75.45,83.46,83.5,85.05,0.0,4,2,2,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN BANTUL
15020,182,307006,SMA NEGERI 1 PURWOKERTO,20302182,N,52,83.62,78.96,58.61,76.61,72.65,82.5,0.0,3,7,6,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN BANYUMAS
8249,1111,213191,SMA NASIONAL PLUS BPK PENABUR,69946107,S,19,83.58,70.63,55.79,77.12,77.2,80.0,0.0,2,13,191,2018,JAWA BARAT,JAWA BARAT,KABUPATEN BOGOR
6666,774,211041,SMA CAHAYA BANGSA CLASSICAL SCHOOL,20274847,S,9,83.56,78.22,70.28,63.0,73.33,68.0,0.0,2,11,41,2018,JAWA BARAT,JAWA BARAT,KABUPATEN BANDUNG BARAT
32267,2037,533001,SMA NEGERI 1 JEMBER,20523844,N,85,83.55,73.15,58.44,68.51,76.56,76.55,0.0,5,33,1,2018,JAWA TIMUR,JAWA TIMUR,KABUPATEN JEMBER
1232,232,103101,SMA KRISTEN IPEKA TOMANG,20104424,S,58,83.52,75.72,65.82,71.69,90.0,77.8,0.0,1,3,101,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
42397,811,720019,SMA SWASTA UNGGUL DEL,10263538.0,S,29,83.52,73.79,70.78,80.31,81.47,83.0,0.0,7,20,19,2018,SUMATERA UTARA,SUMATERA UTARA,KABUPATEN TOBA SAMOSIR
25639,699,514001,SMA NEGERI 1 BOJONEGORO,20504500,N,41,83.51,82.44,75.67,77.73,84.19,91.33,0.0,5,14,1,2018,JAWA TIMUR,JAWA TIMUR,KABUPATEN BOJONEGORO
18487,857,325004,SMA NEGERI 1 PATI,20339021,N,58,83.48,72.1,68.1,74.14,68.09,83.0,0.0,3,25,4,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN PATI
16839,567,317007,SMA NEGERI 1 KARANGANYAR,20312200,N,143,83.43,73.08,88.48,73.99,78.21,84.58,0.0,3,17,7,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN KARANGANYAR
14721,139,304003,SMA NEGERI 3 PEKALONGAN,20329508,N,62,83.39,71.39,69.64,70.75,73.33,82.5,0.0,3,4,3,2018,JAWA TENGAH,JAWA TENGAH,KOTA PEKALONGAN
21044,6,401006,SMA STELLA DUCE 1 YOGYAKARTA,20403145,S,76,83.39,74.03,51.68,71.13,75.61,75.4,0.0,4,1,6,2018,DI YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA
91152,97,3308004,SMA NEGERI KOKODA,69799877,N,35,83.37,70.86,83.14,61.67,67.57,81.17,0.0,33,8,4,2018,PAPUA BARAT,PAPUA BARAT,KABUPATEN SORONG SELATAN
44409,59,802001,SMA NEGERI 1 BUKITTINGGI,10307523.0,N,70,83.34,67.66,52.18,58.08,76.58,72.0,0.0,8,2,1,2018,SUMATERA BARAT,SUMATERA BARAT,KOTA BUKITTINGGI
73504,361,2017010,MA RAUDHATUL JANNAH,60728267,S,15,83.33,49.2,43.83,0.0,57.73,0.0,0.0,20,17,10,2018,SULAWESI TENGGARA,SULAWESI TENGGARA,KABUPATEN MUNA BARAT
1787,299,104022,SMA NEGERI 34,20102214,N,108,83.33,81.28,67.41,79.65,78.9,81.27,0.0,1,4,22,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
14544,93,302005,SMA NEGERI 5 SURAKARTA,20327970,N,112,83.32,75.11,60.83,71.73,77.27,78.9,0.0,3,2,5,2018,JAWA TENGAH,JAWA TENGAH,KOTA SURAKARTA
16972,589,318010,SMA NEGERI 1 KLATEN,20309676,N,64,83.31,74.03,73.67,78.15,81.16,83.0,0.0,3,18,10,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN KLATEN
46563,38,901039,SMA SWASTA WITAMA NASIONAL PLUS,10495030.0,S,26,83.15,76.0,56.06,52.0,78.19,0.0,0.0,9,1,39,2018,RIAU,RIAU,KOTA PEKANBARU
21259,47,402001,SMA NEGERI 2 BANTUL,20400381,N,40,83.15,70.7,72.19,81.25,80.33,84.0,0.0,4,2,1,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN BANTUL
17258,658,320215,SMA INSAN CENDEKIA AL MUJTABA,20361201,S,25,83.12,73.12,53.5,69.38,76.86,76.57,0.0,3,20,215,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN SUKOHARJO
16712,530,316004,SMA NEGERI 1 BOYOLALI,20308449,N,61,83.11,71.87,71.48,78.26,80.0,81.86,0.0,3,16,4,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN BOYOLALI
21640,137,404040,SMA NEGERI 1 MLATI,20401130,N,64,83.09,72.66,64.92,68.41,77.81,81.2,0.0,4,4,40,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
1276,276,103225,SMA NARADA,69754377,S,13,83.08,81.69,67.12,77.5,72.5,0.0,0.0,1,3,225,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
2457,428,105025,SMA NEGERI 14,20103284,N,72,83.08,77.86,65.24,74.69,78.4,74.93,0.0,1,5,25,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
192,1,101001,SMA NEGERI 68,20100199,N,107,83.05,80.5,70.93,80.05,78.35,82.1,0.0,1,1,1,2018,DKI JAKARTA,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
89061,832,3008222,SMA KRISTEN CHARISMA GLOBAL SCHOOL,69954513,S,2,83.0,78.0,40.0,0.0,76.0,0.0,0.0,30,8,222,2018,BANTEN,BANTEN,KABUPATEN TANGERANG
14651,127,303003,SMA NEGERI 3 TEGAL,20329845,N,101,82.99,68.71,59.01,70.39,78.09,83.65,0.0,3,3,3,2018,JAWA TENGAH,JAWA TENGAH,KOTA TEGAL
74669,248,2108104,MA BPD IHA KULUR,60105464,S,20,82.9,58.7,72.0,45.0,63.38,51.0,0.0,21,8,104,2018,MALUKU,MALUKU,SERAM BAGIAN BARAT
21649,146,404053,SMA NEGERI 1 PAKEM,20401127,N,63,82.86,70.41,66.79,76.18,81.23,81.33,0.0,4,4,53,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
21637,134,404037,SMA NEGERI 1 SLEMAN,20401124,N,51,82.86,73.37,61.42,68.64,80.0,82.0,0.0,4,4,37,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
24672,544,512503,MA DZULQORNAIN,20584252,S,7,82.86,73.43,37.14,66.25,70.0,0.0,0.0,5,12,503,2018,JAWA TIMUR,JAWA TIMUR,KABUPATEN MOJOKERTO
74173,133,2104004,SMA NEGERI 7 BURU,60100996,N,41,82.83,60.88,81.22,80.0,71.56,79.41,0.0,21,4,4,2018,MALUKU,MALUKU,BURU
85115,74,2905007,MAN INSAN CENDEKIA GORONTALO,60728785,N,24,82.83,75.0,78.54,84.46,77.0,84.67,0.0,29,5,7,2018,GORONTALO,GORONTALO,KABUPATEN BONE BOLANGO
21616,113,404003,SMA NEGERI 1 KALASAN,20401145,N,85,82.82,76.0,71.5,74.57,79.73,86.62,0.0,4,4,3,2018,DI YOGYAKARTA,DI YOGYAKARTA,KABUPATEN SLEMAN
25643,703,514007,SMA NEGERI 2 BOJONEGORO,20504478,N,115,82.71,65.15,60.5,62.86,73.95,81.0,0.0,5,14,7,2018,JAWA TIMUR,JAWA TIMUR,KABUPATEN BOJONEGORO
16965,582,318002,SMA NEGERI 1 CAWAS,20309684,N,88,82.68,70.14,58.69,57.9,65.35,78.4,0.0,3,18,2,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN KLATEN
14286,36,301222,SMA KOLESE LOYOLA,20328915,S,57,82.67,79.26,52.19,75.0,77.15,78.5,0.0,3,1,222,2018,JAWA TENGAH,JAWA TENGAH,KOTA SEMARANG
22788,150,502005,SMA NEGERI 2 MALANG,20533664,N,136,82.65,72.16,58.09,69.19,76.09,76.43,0.0,5,2,5,2018,JAWA TIMUR,JAWA TIMUR,KOTA MALANG
16973,590,318011,SMA NEGERI 2 KLATEN,20309689,N,111,82.63,74.52,49.89,66.75,78.24,78.0,0.0,3,18,11,2018,JAWA TENGAH,JAWA TENGAH,KABUPATEN KLATEN
84693,71,2806001,"SMA NEGERI 1 TANJUNGPANDAN, BELITUNG",10900459,N,123,82.57,65.87,61.83,65.31,78.47,81.64,0.0,28,6,1,2018,BANGKA BELITUNG,BANGKA BELITUNG,KABUPATEN BELITUNG
