,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
40057,266,701246,SMK SWASTA METHODIST CHARLES WESLEY,10262326,S,6,79.47,93.98,88.75,82.88,"86,27",7,1,246,2015,SUMATERA UTARA,KOTA MEDAN
62043,60,2201032,SMK FARMASI BINTANG PERSADA,50105467,S,71,84.5,85.38,87.82,87.08,"86,20",22,1,32,2015,BALI,KOTA DENPASAR
58346,136,1901186,SMK NEGERI KEHUTANAN MAKASSAR,40314239,N,61,79.08,83.84,94.26,86.98,"86,04",19,1,186,2015,SULAWESI SELATAN,KOTA MAKASSAR
60003,586,1918108,SMK PRIMANEGARA SIDRAP,40315288,S,36,86.96,86.72,91.46,78.68,"85,96",19,18,108,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
62009,26,2201014,SMK NEGERI 3 DENPASAR,50103116,N,392,84.67,83.07,89.58,86.17,"85,87",22,1,14,2015,BALI,KOTA DENPASAR
992,442,103093,SMK SINAR DHARMA,20101469,S,28,82.57,84.31,84.82,91.18,"85,72",1,3,93,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT
27699,226,404101,SMK NEGERI 2 DEPOK,20401315,N,439,89.25,79.69,88.09,85.69,"85,68",4,4,101,2015,DI YOGYAKARTA,KABUPATEN SLEMAN
59191,334,1907107,SMK NEGERI 5 TAKALAR,40308588,N,63,84.01,85.84,88.89,83.85,"85,65",19,7,107,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
59515,430,1911107,SMK KESEHATAN PERSADA,40314178,S,83,82.57,89.04,90.6,80.26,"85,62",19,11,107,2015,SULAWESI SELATAN,KABUPATEN WAJO
38241,3020,537124,SMK AR-RAUDLAH,20572249,S,10,86.68,88.01,94.0,73.78,"85,62",5,37,124,2015,JAWA TIMUR,KABUPATEN SUMENEP
2688,1140,105255,SMK NEGERI 26,20103787,N,363,85.9,82.9,84.73,88.89,"85,61",1,5,255,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
31462,1016,514103,SMK NEGERI 4 BOJONEGORO,20541267,N,274,86.04,84.37,86.54,85.27,"85,56",5,14,103,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
2690,1142,105256,SMK CARAKA NUSANTARA,20103769,S,58,88.79,73.21,93.75,85.79,"85,39",1,5,256,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
60060,602,1919107,SMK NEGERI 3 ENREKANG,40316702,N,74,83.65,82.78,92.13,82.84,"85,35",19,19,107,2015,SULAWESI SELATAN,KABUPATEN ENREKANG
59179,322,1907101,SMK NEGERI 1 GALESONG SELATAN TAKALAR,40301565,N,211,82.25,88.44,87.62,83.06,"85,34",19,7,101,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
59648,468,1913104,SMK NEGERI 2 BANTAENG,40303981,N,58,83.99,89.14,91.38,76.74,"85,31",19,13,104,2015,SULAWESI SELATAN,KABUPATEN BANTAENG
58218,8,1901106,SMK YPLP PGRI 2 MAKASSAR,40311982,S,21,85.31,87.9,87.98,80.04,"85,31",19,1,106,2015,SULAWESI SELATAN,KOTA MAKASSAR
58853,230,1903112,SMK AL BADAR DDI PAREPARE,40314691,S,3,81.2,88.0,91.67,80.2,"85,27",19,3,112,2015,SULAWESI SELATAN,KOTA PAREPARE
19487,416,306215,SMK KESDAM IV DIPONEGORO,20337814,S,119,87.06,76.89,83.82,93.24,"85,25",3,6,215,2015,JAWA TENGAH,KOTA MAGELANG
61997,14,2201008,SMK NEGERI 2 DENPASAR,50103117,N,384,86.65,83.36,84.48,86.27,"85,19",22,1,8,2015,BALI,KOTA DENPASAR
58304,94,1901159,SMK KEPERAWATAN HARAPAN BHAKTI MAKASSAR,40310225,S,31,84.83,82.52,86.29,86.57,"85,05",19,1,159,2015,SULAWESI SELATAN,KOTA MAKASSAR
59263,366,1908113,SMK MASAGENA HUSADA JENEPONTO,60728935,S,8,79.3,90.0,89.69,81.2,"85,05",19,8,113,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
59249,352,1908106,SMK NEGERI 5 JENEPONTO,40312508,N,84,81.15,88.17,90.6,80.19,"85,03",19,8,106,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
59814,520,1915103,SMK NEGERI 2 SINJAI,40310372,N,99,78.74,88.1,88.43,84.64,"84,98",19,15,103,2015,SULAWESI SELATAN,KABUPATEN SINJAI
42969,1082,714131,SMK SWASTA AS SYIFA KISARAN,69728734,S,14,75.89,82.21,91.25,90.48,"84,96",7,14,131,2015,SUMATERA UTARA,KABUPATEN ASAHAN
115,116,101070,SMK ST.THERESIA,20100300,S,63,83.36,86.65,81.71,87.59,"84,83",1,1,70,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
47785,450,912106,SMKS BINA MERANTI,69830088,S,32,75.22,91.74,94.84,77.48,"84,82",9,12,106,2015,RIAU,KABUPATEN KEPULAUAN MERANTI
59261,364,1908112,SMK TUTWURI HANDAYANI PGRI JENEPONTO,60728925,S,16,84.01,89.88,90.0,75.4,"84,82",19,8,112,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
59181,324,1907102,SMK LABBIRI TAKALAR,40320560,S,12,87.73,90.83,92.71,67.71,"84,75",19,7,102,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
59588,454,1912109,SMK LAMARIO WATANSOPPENG,69756420,S,67,83.81,88.48,89.85,76.61,"84,69",19,12,109,2015,SULAWESI SELATAN,KABUPATEN SOPPENG
59650,470,1913105,SMK NEGERI 3 BANTAENG,40311875,N,159,81.52,87.14,90.41,79.3,"84,59",19,13,105,2015,SULAWESI SELATAN,KABUPATEN BANTAENG
59997,580,1918104,SMK - SPP NEGERI 1 KULO,40308938,N,83,85.96,86.24,91.54,74.56,"84,58",19,18,104,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
2456,908,105068,SMK NEGERI 48,20103784,N,259,84.94,80.01,85.81,87.46,"84,56",1,5,68,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
62877,318,2209021,SMK KESEHATAN BALI KHRESNA MEDIKA,50105598,S,47,89.01,82.68,84.52,81.87,"84,52",22,9,21,2015,BALI,KABUPATEN BADUNG
62843,284,2209003,SMK PANDAWA ABIANSEMAL,50101693,S,13,81.47,89.69,81.54,85.35,"84,51",22,9,3,2015,BALI,KABUPATEN BADUNG
62855,296,2209009,SMK PRSHANTI NILAYAM KUTA,50101620,S,359,87.22,90.25,77.33,83.24,"84,51",22,9,9,2015,BALI,KABUPATEN BADUNG
59995,578,1918103,SMK NEGERI 1 WATANGPULU,40305473,N,120,85.82,85.12,91.0,76.02,"84,49",19,18,103,2015,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
56583,120,1704010,SMKS KARISMA TOTABUAN KOTAMOBAGU,69727887,S,94,86.9,84.45,84.49,82.12,"84,49",17,4,10,2015,SULAWESI UTARA,KOTA KOTAMOBAGU
18872,210,302207,SMK FARMASI NASIONAL SURAKARTA,20331830,S,162,87.6,71.4,84.75,93.81,"84,39",3,2,207,2015,JAWA TENGAH,KOTA SURAKARTA
62015,32,2201017,SMK NEGERI 5 DENPASAR,50103638,N,528,83.48,85.7,85.76,82.52,"84,37",22,1,17,2015,BALI,KOTA DENPASAR
5209,554,204108,"SMK SMAK BOGOR, KOTA BOGOR",20238524,N,297,87.34,82.51,84.13,83.42,"84,35",2,4,108,2015,JAWA BARAT,KOTA BOGOR
19657,506,307236,SMK TELKOM SANDHY PUTRA PURWOKERTO,20301902,S,257,87.4,78.17,85.5,86.3,"84,34",3,7,236,2015,JAWA TENGAH,KABUPATEN BANYUMAS
61985,2,2201001,SMK NEGERI 1 DENPASAR,50103118,N,585,82.67,86.31,85.22,83.13,"84,33",22,1,1,2015,BALI,KOTA DENPASAR
31985,1196,516120,SMK AHMAD YANI,20549732,S,123,83.3,86.88,79.96,86.99,"84,28",5,16,120,2015,JAWA TIMUR,KABUPATEN LAMONGAN
62007,24,2201013,SMK NEGERI 4 DENPASAR,50103115,N,339,81.37,82.22,86.5,87.01,"84,28",22,1,13,2015,BALI,KOTA DENPASAR
27202,66,402101,SMK NEGERI 1 BANTUL,20400416,N,441,86.34,74.21,88.71,87.52,"84,20",4,2,101,2015,DI YOGYAKARTA,KABUPATEN BANTUL
31524,1078,514135,SMK MUHAMMADIYAH 3 KEPOH,20554940,S,19,90.47,89.92,82.76,73.59,"84,19",5,14,135,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
31476,1030,514110,SMK DARUL ULUM BAURENO,20504485,S,20,86.89,88.58,79.88,80.6,"83,99",5,14,110,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
58282,72,1901145,SMK PANCA MARGA MAKASSAR,40311972,S,27,86.87,81.93,84.07,82.84,"83,93",19,1,145,2015,SULAWESI SELATAN,KOTA MAKASSAR
19453,382,306002,SMK NEGERI 2 MAGELANG,20327586,N,349,85.82,73.7,86.81,89.22,"83,89",3,6,2,2015,JAWA TENGAH,KOTA MAGELANG
62861,302,2209013,SMK PARIWISATA TRIATMA JAYA BADUNG,50103611,S,259,85.08,81.98,83.35,84.73,"83,79",22,9,13,2015,BALI,KABUPATEN BADUNG
18932,270,302238,SMK IT SMART INFORMATIKA,20362528,S,58,88.09,71.03,87.63,87.88,"83,66",3,2,238,2015,JAWA TENGAH,KOTA SURAKARTA
3599,68,201134,"SMK BPK PENABUR BANDUNG, KOTA BANDUNG",20247289,S,55,87.4,75.63,78.32,92.99,"83,59",2,1,134,2015,JAWA BARAT,KOTA BANDUNG
42261,888,710159,SMK SWASTA NAFSIAH,69861116,S,22,84.01,90.47,80.57,79.16,"83,55",7,10,159,2015,SUMATERA UTARA,KABUPATEN LANGKAT
44362,1496,726122,SMK SWASTA YAPIM SEI BAMBAN,10209283,S,109,72.3,87.87,85.73,88.01,"83,48",7,26,122,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
59247,350,1908105,SMK MUHAMMADIYAH JENEPONTO,40314526,S,24,82.11,86.33,84.58,80.8,"83,46",19,8,105,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
1570,554,104020,SMK NEGERI 8,20102597,N,334,85.72,73.36,88.38,86.32,"83,45",1,4,20,2015,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
20686,768,311002,SMK NEGERI 1 KARANGANYAR,20330331,N,356,87.46,67.02,85.39,93.87,"83,44",3,11,2,2015,JAWA TENGAH,KABUPATEN KEBUMEN
15237,3544,221128,SMK KEHUTANAN NEGERI KADIPATEN,20263963,N,58,84.1,81.0,81.64,86.89,"83,41",2,21,128,2015,JAWA BARAT,KABUPATEN MAJALENGKA
58214,4,1901102,SMK PERTIWI NUSANTARA MAKASSAR,40313227,S,25,83.36,82.56,91.2,76.49,"83,40",19,1,102,2015,SULAWESI SELATAN,KOTA MAKASSAR
59265,368,1908114,SMK ISLAM AR-RITHAH JENEPONTO,60728937,S,9,79.1,87.56,86.94,79.86,"83,37",19,8,114,2015,SULAWESI SELATAN,KABUPATEN JENEPONTO
27486,154,403101,SMK NEGERI 1 PENGASIH,20402788,N,313,86.82,68.52,90.76,87.37,"83,37",4,3,101,2015,DI YOGYAKARTA,KABUPATEN KULON PROGO
32059,1270,516159,SMK THORIQUL ULUM,20570616,S,38,81.33,82.41,86.18,83.49,"83,35",5,16,159,2015,JAWA TIMUR,KABUPATEN LAMONGAN
62427,150,2204003,SMK PARIWISATA YAPPARINDO KLUNGKUNG,50102351,S,267,88.82,71.84,87.37,85.31,"83,34",22,4,3,2015,BALI,KABUPATEN KLUNGKUNG
59719,498,1914110,SMK NEGERI 6 BULUKUMBA,40314690,N,32,86.1,80.19,87.81,79.15,"83,31",19,14,110,2015,SULAWESI SELATAN,KABUPATEN BULUKUMBA
58228,18,1901112,SMK TECHNO TERAPAN MAKASSAR,40311977,S,192,83.37,84.83,87.06,77.9,"83,29",19,1,112,2015,SULAWESI SELATAN,KOTA MAKASSAR
31546,1100,514147,SMK SABILUL MUTTAQIN MARGOAGUNG,20577762,S,8,84.39,90.0,81.56,76.76,"83,18",5,14,147,2015,JAWA TIMUR,KABUPATEN BOJONEGORO
22930,1488,320001,SMK NEGERI 1 SUKOHARJO,20310436,N,283,87.25,71.81,81.78,91.7,"83,14",3,20,1,2015,JAWA TENGAH,KABUPATEN SUKOHARJO
68534,168,3002044,SMK HARAPAN JAYA,20606826,S,109,88.46,78.04,75.62,90.03,"83,04",30,2,44,2015,BANTEN,KOTA TANGERANG
25591,2298,331001,SMK NEGERI 1 BATANG,20322727,N,292,86.24,70.39,83.83,91.61,"83,02",3,31,1,2015,JAWA TENGAH,KABUPATEN BATANG
18323,14,301007,SMK NEGERI  7 SEMARANG,20337604,N,527,86.94,80.93,82.44,81.64,"82,99",3,1,7,2015,JAWA TENGAH,KOTA SEMARANG
47246,294,908115,SMK NEGERI 1 UJUNG BATU,10497047,N,134,82.68,77.23,85.09,86.69,"82,92",9,8,115,2015,RIAU,KABUPATEN ROKAN HULU
62181,70,2202003,SMK NEGERI 2 SUKAWATI,50102020,N,301,78.77,86.98,81.96,83.91,"82,91",22,2,3,2015,BALI,KABUPATEN GIANYAR
20688,770,311003,SMK NEGERI 1 KEBUMEN,20330332,N,419,87.07,69.55,84.36,90.52,"82,88",3,11,3,2015,JAWA TENGAH,KABUPATEN KEBUMEN
65308,230,2411004,SMK WIDYA BHAKTI RUTENG,50303347,S,52,85.82,67.65,97.07,80.95,"82,87",24,11,4,2015,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI
56841,198,1708006,SMKN 1 LOLAK,69727634,N,37,89.65,81.24,84.46,76.04,"82,85",17,8,6,2015,SULAWESI UTARA,KABUPATEN BOLAANG MONGONDOW
49854,346,1112108,SMK AZ-ZAWIYAH TANJUNG BATU,10647978,S,71,70.05,92.93,81.83,86.45,"82,82",11,12,108,2015,SUMATERA SELATAN,KABUPATEN OGAN ILIR
58344,134,1901185,SMK AMI MAKASSAR,40314694,S,13,86.22,79.69,83.85,81.5,"82,82",19,1,185,2015,SULAWESI SELATAN,KOTA MAKASSAR
61991,8,2201004,SMK SARASWATI 2 DENPASAR,50103147,S,70,84.64,83.09,84.21,79.34,"82,82",22,1,4,2015,BALI,KOTA DENPASAR
58348,138,1901187,SMK KESEHATAN PLUS PRIMA MANDIRI MAKASSAR,40314329,S,94,82.66,81.11,86.41,81.03,"82,80",19,1,187,2015,SULAWESI SELATAN,KOTA MAKASSAR
59189,332,1907106,SMK NEGERI 4 TAKALAR,40308587,N,76,83.09,86.74,78.85,82.28,"82,74",19,7,106,2015,SULAWESI SELATAN,KABUPATEN TAKALAR
62839,280,2209001,SMK NEGERI 1 KUTA SELATAN,50101688,N,371,77.68,88.15,83.24,81.42,"82,62",22,9,1,2015,BALI,KABUPATEN BADUNG
44384,1518,726135,SMK NEGERI 2 SEI RAMPAH,10262247,N,56,74.26,77.86,89.6,88.69,"82,60",7,26,135,2015,SUMATERA UTARA,KABUPATEN SERDANG BEDAGAI
27755,282,404131,SMK NEGERI 1 DEPOK,20401193,N,282,87.8,67.84,86.77,87.74,"82,54",4,4,131,2015,DI YOGYAKARTA,KABUPATEN SLEMAN
32069,1280,516164,SMK KESEHATAN NURUL UMMAH BABAT,20577305,S,24,76.14,86.19,90.83,76.93,"82,52",5,16,164,2015,JAWA TIMUR,KABUPATEN LAMONGAN
32001,1212,516129,SMK TASISUT TAQWA,20506279,S,12,77.81,78.07,91.67,82.3,"82,46",5,16,129,2015,JAWA TIMUR,KABUPATEN LAMONGAN
