,No,Kode,SatuanPendidikan,NPSN,Status,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,KdProv,KdKota,KdSekolah,Tahun,Provinsi,Kabupaten
67446,84,2707003,SMK PERTAMBANGAN BULI,60203441,S,49,85.1,78.24,67.91,62.3,"73,39",27,7,3,2018,MALUKU UTARA,KABUPATEN HALMAHERA TIMUR
67348,68,2705014,SMK BHINEKA TUNGGAL IKA GANE TIMUR,60205823,S,24,76.17,78.17,74.27,51.67,"70,07",27,5,14,2018,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
292,38,101048,SMK SAINT JOHN,20100298,S,15,79.87,78.13,58.83,69.0,"71,46",1,1,48,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
61764,67,2107104,SMK NEGERI 1 SERAM TIMUR,60103634,N,49,87.55,77.27,63.42,79.64,"76,97",21,7,104,2018,MALUKU,SERAM BAGIAN TIMUR
44223,751,724127,SMK NEGERI 2 SIDUA ORI,10261296,N,22,65.09,77.0,59.89,50.91,"63,22",7,24,127,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
72158,32,3102221,SMK HARAPAN UTAMA,11003007,S,28,72.71,77.0,44.73,55.54,"62,50",31,2,221,2018,KEPULAUAN RIAU,KOTA BATAM
56660,69,1705004,SMK NEGERI 4 TALAUD,40101747,N,29,66.62,76.97,49.31,0.0,"48,23",17,5,4,2018,SULAWESI UTARA,KABUPATEN KEPULAUAN TALAUD
4994,227,203190,"SMK TUNAS JAKASAMPURNA, KOTA BEKASI",20271398,S,39,73.44,76.92,36.41,47.69,"58,62",2,3,190,2018,JAWA BARAT,KOTA BEKASI
67504,92,2708006,SMK NEGERI MANGOLI TIMUR UTARA,60202246,N,40,82.9,76.9,68.69,53.19,"70,42",27,8,6,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
67123,28,2703012,SMK BINA INSANI JAILOLO,69888744,S,33,58.42,76.85,52.88,47.12,"58,82",27,3,12,2018,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
44215,743,724119,SMK NEGERI 1 LOLOMATUA,10260462,N,87,59.2,76.67,59.11,49.83,"61,20",7,24,119,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
61590,37,2103112,SMK NEGERI TELUK ELPAPUTIH,69831987,N,22,64.36,76.64,73.75,67.05,"70,45",21,3,112,2018,MALUKU,MALUKU TENGAH
61584,31,2103106,SMK NEGERI 1 LEIHITU,60102251,N,80,67.55,76.6,76.13,78.91,"74,80",21,3,106,2018,MALUKU,MALUKU TENGAH
67501,89,2708003,SMK NEGERI 1 MANGOLI BARAT,60202245,N,20,85.7,76.6,79.0,48.0,"72,33",27,8,3,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
67229,42,2704013,SMK WOMATEKEKOMOTEKE,60724610,S,27,72.0,76.37,23.06,43.8,"53,81",27,4,13,2018,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
69639,244,3004058,SMK MUSIK YMJ,20615180,S,24,70.92,76.08,47.81,65.52,"65,08",30,4,58,2018,BANTEN,KOTA TANGERANG SELATAN
67509,97,2708011,SMK NEGERI MANGOLI TENGAH,60202463,N,57,85.23,76.07,71.14,71.36,"75,95",27,8,11,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
44210,738,724114,SMK SWASTA BNKP DARO-DARO,10260465,S,109,58.53,76.07,61.95,63.78,"65,08",7,24,114,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
27983,172,404900,SMK NEGERI 2 DEPOK,20401315,N,507,85.77,76.05,73.34,58.14,"73,33",4,4,900,2018,DI YOGYAKARTA,KABUPATEN SLEMAN
67508,96,2708010,SMK NEGERI SULABESI TENGAH,60202450,N,26,84.0,76.0,79.71,51.63,"72,84",27,8,10,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
44234,762,724138,SMK SWASTA AMAL MAS 1 LAHUSA,10262387,S,22,79.18,75.82,48.3,69.32,"68,16",7,24,138,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
2156,329,104092,SMK TARAKANITA,20102435,S,104,80.69,75.67,71.15,63.87,"72,85",1,4,92,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
72865,63,3204003,SMK NEGERI 1 BAMBANG,69829179,N,35,61.26,75.66,60.86,54.29,"63,02",32,4,3,2018,SULAWESI BARAT,KABUPATEN MAMASA
714,90,102033,SMK DHARMA BUDHI BHAKTI PLUS JAKARTA,20107415,S,35,75.37,75.49,52.93,54.14,"64,48",1,2,33,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA
61914,92,2110103,SMK NEGERI NAMROLE,60103929,N,39,84.56,75.49,67.69,73.08,"75,21",21,10,103,2018,MALUKU,BURU SELATAN
61579,26,2103101,SMK NEGERI 1 AMAHAI,60100352,N,15,64.4,75.47,52.67,72.67,"66,30",21,3,101,2018,MALUKU,MALUKU TENGAH
67507,95,2708009,SMK NEGERI 3 SANANA,60202449,N,53,75.17,75.25,67.45,52.45,"67,58",27,8,9,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
64801,54,2403007,SMK NEGERI TOIANAS,50307311,N,15,59.2,74.8,50.17,39.83,"56,00",24,3,7,2018,NUSA TENGGARA TIMUR,KABUPATEN TTS
67505,93,2708007,SMK NEGERI 2 MANGOLI BARAT,69769381,N,20,83.6,74.8,69.5,42.5,"67,60",27,8,7,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
65938,23,2503002,SMK NEGERI 2 BIAK,60300367,N,49,79.47,74.73,65.77,40.56,"65,13",25,3,2,2018,PAPUA,KABUPATEN BIAK NUMFOR
46975,117,905107,SMK TARUNA BHAKTI INDONESIA,69815476,S,46,72.91,74.61,72.17,64.62,"71,08",9,5,107,2018,RIAU,KABUPATEN INDRAGIRI HILIR
19055,111,302211,SMK KATOLIK ST. MIKAEL SURAKARTA,20328116,S,159,80.2,74.55,60.13,54.14,"67,26",3,2,211,2018,JAWA TENGAH,KOTA SURAKARTA
42016,382,709246,SMK SWASTA SMART,69787006,S,12,66.67,74.17,39.79,67.71,"62,09",7,9,246,2018,SUMATERA UTARA,KABUPATEN DELISERDANG
18750,89,301907,SMK NEGERI  7 SEMARANG,20337604,N,600,83.53,74.15,66.0,60.07,"70,94",3,1,907,2018,JAWA TENGAH,KOTA SEMARANG
72151,25,3102213,SMK BATAM BUSINESS SCHOOL,11002206,S,55,78.15,74.0,54.09,59.14,"66,35",31,2,213,2018,KEPULAUAN RIAU,KOTA BATAM
313,59,101076,SMK F PENABUR,20109314,S,37,82.22,74.0,60.68,69.86,"71,69",1,1,76,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
61920,98,2110109,SMK NEGERI PASIR PUTIH,69824466,N,20,65.1,73.9,70.63,61.88,"67,88",21,10,109,2018,MALUKU,BURU SELATAN
56714,81,1706006,SMK BARAMULI TAMAKO,40101451,S,66,63.08,73.88,59.51,0.0,"49,12",17,6,6,2018,SULAWESI UTARA,KABUPATEN KEPULAUAN SANGIHE
27926,115,404101,SMK NEGERI 2 DEPOK,20401315,N,487,83.31,73.86,84.53,58.7,"75,10",4,4,101,2018,DI YOGYAKARTA,KABUPATEN SLEMAN
65031,106,2406013,SMK NEGERI BAKALANG,69757332,N,31,66.19,73.81,71.85,62.34,"68,55",24,6,13,2018,NUSA TENGGARA TIMUR,KABUPATEN ALOR
2204,377,104160,SMK MUSIK PERGURUAN CIKINI,20107257,S,17,77.53,73.76,50.44,85.44,"71,79",1,4,160,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN
4078,34,201134,"SMK BPK PENABUR BANDUNG, KOTA BANDUNG",20269309,S,47,85.49,73.74,65.69,92.39,"79,33",2,1,134,2018,JAWA BARAT,KOTA BANDUNG
71661,596,3008124,SMK ATISA DIPAMKARA,20616396,S,90,78.76,73.49,55.56,51.47,"64,82",30,8,124,2018,BANTEN,KABUPATEN TANGERANG
66182,72,2508003,SMK NEGERI 1 PANIAI,69888882,N,53,87.74,73.28,82.36,39.67,"70,76",25,8,3,2018,PAPUA,KABUPATEN PANIAI
3308,552,105255,SMK NEGERI 26,20103787,N,362,81.07,73.15,74.1,54.28,"70,65",1,5,255,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR
61765,68,2107106,SMK NEGERI WERINAMA,60103637,S,16,78.13,73.13,23.59,76.41,"62,82",21,7,106,2018,MALUKU,SERAM BAGIAN TIMUR
67411,79,2706008,SMK NEGERI 7 HALMAHERA TENGAH,60202632,N,20,51.4,73.1,87.63,57.88,"67,50",27,6,8,2018,MALUKU UTARA,KABUPATEN HALMAHERA TENGAH
44202,730,724105,SMK NEGERI 1 GOMO,10258243,N,39,61.95,73.08,93.65,57.5,"71,55",7,24,105,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
67511,99,2708015,SMK KESEHATAN BHAKTI SULA,69900118,S,6,55.33,73.0,81.67,62.08,"68,02",27,8,15,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
72145,19,3102207,SMK PERMATA HARAPAN BATAM,11002211,S,139,76.32,72.98,56.85,52.5,"64,66",31,2,207,2018,KEPULAUAN RIAU,KOTA BATAM
61835,84,2108114,SMK NEGERI 3 KAIRATU,69849625,N,19,78.63,72.95,61.58,67.37,"70,13",21,8,114,2018,MALUKU,SERAM BAGIAN BARAT
72136,10,3102039,SMK YEHONALA BATAM,69786477,S,26,69.46,72.77,66.35,63.46,"68,01",31,2,39,2018,KEPULAUAN RIAU,KOTA BATAM
61824,73,2108102,SMK NEGERI 2 KAIRATU,60102719,N,23,79.83,72.7,60.54,74.57,"71,91",21,8,102,2018,MALUKU,SERAM BAGIAN BARAT
52732,14,1301014,SMK IMMANUEL PONTIANAK,30105216,S,219,76.86,72.61,65.61,63.84,"69,73",13,1,14,2018,KALIMANTAN BARAT,KOTA PONTIANAK
55732,100,1604005,SMK YPK TENGGARONG,30400213,S,288,69.28,72.51,83.62,62.8,"72,05",16,4,5,2018,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
55268,47,1601057,SMK KEHUTANAN NEGERI SAMARINDA,30407651,N,101,79.66,72.48,68.29,88.07,"77,13",16,1,57,2018,KALIMANTAN TIMUR,KOTA SAMARINDA
73279,40,3308002,SMK NEGERI INANWATAN,69725941,N,28,84.43,72.36,67.59,52.05,"69,11",33,8,2,2018,PAPUA BARAT,KABUPATEN SORONG SELATAN
27165,25,401133,SMK NEGERI TEKNOLOGI INDUSTRI,20407427,N,218,84.63,72.31,75.3,57.21,"72,36",4,1,133,2018,DI YOGYAKARTA,KOTA YOGYAKARTA
61586,33,2103108,SMK NEGERI 1 SERAM UTARA TIMUR SETI,60103508,N,14,75.71,72.29,66.25,78.39,"73,16",21,3,108,2018,MALUKU,MALUKU TENGAH
19080,136,302238,SMK IT SMART INFORMATIKA,20362528,S,57,83.47,72.28,74.69,60.75,"72,80",3,2,238,2018,JAWA TENGAH,KOTA SURAKARTA
45133,918,733103,SMK SWASTA KRISTEN BNKP SIROMBU,10258424,S,40,74.0,72.25,67.63,66.56,"70,11",7,33,103,2018,SUMATERA UTARA,KABUPATEN NIAS BARAT
66461,120,2526002,SMK NEGERI 1 DOGIYAI,69880396,N,47,74.43,72.21,61.17,49.68,"64,37",25,26,2,2018,PAPUA,KABUPATEN DOGIYAI
65661,245,2419029,SMK NEGERI 3 WEWEWA BARAT,69933884,N,48,69.13,72.0,32.24,33.65,"51,76",24,19,29,2018,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT DAYA
66433,118,2525001,SMK NEGERI 1 ILAGA,60304127,N,19,77.79,71.89,70.39,52.76,"68,21",25,25,1,2018,PAPUA,KABUPATEN PUNCAK
44241,769,724145,SMK SWASTA HARAPAN SUSUA,69899223,S,26,39.85,71.85,61.63,47.79,"55,28",7,24,145,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
44209,737,724113,SMK SWASTA BHAKTI LUHUR,10258237,S,26,43.46,71.77,27.21,33.46,"43,98",7,24,113,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
72166,40,3102229,SMK PUTRA BATAM,60728423,S,19,78.0,71.68,53.68,51.84,"63,80",31,2,229,2018,KEPULAUAN RIAU,KOTA BATAM
68927,55,3002010,SMK STRADA  DAAN MOGOT ,20606914,S,300,77.89,71.51,58.84,67.14,"68,85",30,2,10,2018,BANTEN,KOTA TANGERANG
66464,116,2523001,SMK NEGERI 1 KENYAM,69962940,N,9,68.89,71.33,71.94,65.28,"69,36",25,23,1,2018,PAPUA,KABUPATEN NDUGA
45140,925,733112,SMK NEGERI 1 MOROO,69753310,N,15,65.73,71.33,65.83,74.83,"69,43",7,33,112,2018,SUMATERA UTARA,KABUPATEN NIAS BARAT
65660,244,2419028,SMK NEGERI 1 KOTA TAMBOLAKA,69896981,N,51,66.71,71.22,39.41,42.89,"55,06",24,19,28,2018,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT DAYA
56661,70,1705005,SMK NEGERI 5 TALAUD,40103559,N,17,74.24,71.18,77.94,0.0,"55,84",17,5,5,2018,SULAWESI UTARA,KABUPATEN KEPULAUAN TALAUD
65027,102,2406008,SMK NEGERI MARITAING,69725863,N,22,52.27,70.82,76.14,55.68,"63,73",24,6,8,2018,NUSA TENGGARA TIMUR,KABUPATEN ALOR
44225,753,724129,SMK NEGERI 1 ONO HAZUMBA,10261289,N,42,82.14,70.71,85.89,40.95,"69,92",7,24,129,2018,SUMATERA UTARA,KABUPATEN NIAS SELATAN
309,55,101071,SMK F. DITKESAD,20107254,S,89,84.47,70.65,80.98,82.25,"79,59",1,1,71,2018,DKI JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT
67448,86,2707005,SMK NEGERI 2 HALMAHERA TIMUR,69773557,N,47,70.72,70.64,71.33,60.11,"68,20",27,7,5,2018,MALUKU UTARA,KABUPATEN HALMAHERA TIMUR
19891,255,307236,SMK TELKOM SANDHY PUTRA PURWOKERTO,20301902,S,300,81.87,70.61,61.86,71.33,"71,42",3,7,236,2018,JAWA TENGAH,KABUPATEN BANYUMAS
67503,91,2708005,SMK NEGERI SULABESI BARAT,69786185,N,21,77.62,70.48,45.12,49.88,"60,78",27,8,5,2018,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
27148,8,401110,SMK NEGERI 7 YOGYAKARTA,20403295,N,279,82.36,70.44,66.97,67.2,"71,74",4,1,110,2018,DI YOGYAKARTA,KOTA YOGYAKARTA
