No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Fisika,Kimia,Biologi,Rata,Tahun,KdProv,Provinsi
287.0, 1605,KABUPATEN KUTAI TIMUR,15,616,68.26,47.86,44.05,38.95,51.07,51.83,50.34,2016,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,13,413,63.16,46.46,38.15,36.54,44.03,49.3,46.27,2016,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,11,597,66.3,44.99,33.58,35.26,39.5,42.96,43.77,2016,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,8,452,68.49,44.69,42.28,38.7,41.97,48.13,47.38,2016,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,14,558,66.75,42.44,32.22,33.83,38.31,39.99,42.26,2016,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,2,38,55.21,38.94,30.66,25.59,34.87,36.78,37.01,2016,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,20,2453,75.58,64.89,41.18,46.39,56.56,49.29,57.95,2017,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,10,1597,77.38,70.12,46.78,51.66,60.16,53.98,62.18,2017,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,4,397,77.98,66.03,50.59,53.97,62.46,60.02,63.44,2017,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,32,2066,66.51,52.77,41.94,41.35,49.28,46.88,51.9,2017,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,16,735,73.43,59.04,41.43,54.27,49.38,46.68,55.59,2017,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,15,454,66.89,49.78,32.22,36.68,47.44,42.58,47.8,2017,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,13,740,71.58,54.03,33.06,38.97,44.73,40.83,49.93,2017,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,8,404,77.84,57.89,40.72,44.51,45.55,45.98,55.49,2017,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,14,666,69.28,52.54,34.58,44.29,41.21,36.82,48.97,2017,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,3,74,64.97,62.84,52.26,53.75,55.78,46.03,57.11,2017,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,20,2446,74.22,65.86,39.57,41.82,53.01,56.27,57.95,2018,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,10,1866,75.59,69.24,46.49,50.06,54.61,57.83,61.69,2018,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,4,381,77.31,66.93,47.29,51.06,56.33,61.08,62.38,2018,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,32,2326,65.05,49.48,34.02,41.36,45.41,44.34,48.13,2018,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,18,922,67.7,51.89,38.31,43.25,45.13,49.43,51.38,2018,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,15,563,64.9,48.09,29.36,36.96,42.39,39.06,45.38,2018,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,13,803,70.25,52.07,33.25,38.74,48.08,43.99,49.87,2018,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,8,560,74.05,58.01,39.61,39.52,52.07,52.93,55.38,2018,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,14,647,69.62,49.66,33.14,39.21,43.78,43.85,48.69,2018,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,3,70,62.46,54.0,60.75,52.81,55.68,57.45,58.47,2018,16,KALIMANTAN TIMUR
283.0, 1601,KOTA SAMARINDA,20,2642,78.82,62.67,40.21,46.88,49.24,56.11,58.57,2019,16,KALIMANTAN TIMUR
284.0, 1602,KOTA BALIKPAPAN,10,1739,80.34,66.86,45.3,54.73,53.26,59.37,62.41,2019,16,KALIMANTAN TIMUR
285.0, 1603,KOTA BONTANG,4,439,81.67,62.87,46.22,55.06,57.47,60.09,62.35,2019,16,KALIMANTAN TIMUR
286.0, 1604,KABUPATEN KUTAI KARTANEGARA,32,2548,68.9,49.27,33.63,39.84,42.65,47.03,49.19,2019,16,KALIMANTAN TIMUR
287.0, 1605,KABUPATEN KUTAI TIMUR,20,1091,72.06,51.14,36.43,43.78,46.55,50.75,52.18,2019,16,KALIMANTAN TIMUR
288.0, 1606,KABUPATEN KUTAI BARAT,15,574,68.35,47.71,32.07,37.98,40.36,43.37,47.43,2019,16,KALIMANTAN TIMUR
289.0, 1607,KABUPATEN PASER,15,906,73.82,50.41,36.59,42.64,47.38,51.01,52.27,2019,16,KALIMANTAN TIMUR
290.0, 1608,KABUPATEN PENAJAM PASER UTARA,8,565,77.74,53.66,38.5,47.21,44.85,54.55,55.3,2019,16,KALIMANTAN TIMUR
291.0, 1609,KABUPATEN BERAU,14,819,70.73,47.47,34.38,41.39,39.4,44.08,48.82,2019,16,KALIMANTAN TIMUR
292.0, 1610,KABUPATEN MAHAKAM ULU,4,123,59.41,54.67,41.02,46.79,61.97,46.64,51.04,2019,16,KALIMANTAN TIMUR
293.0, 1701,KOTA MANADO,10,1510,72.51,78.07,75.1,84.92,71.61,69.76,75.33,2015,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,5,333,71.07,80.61,65.85,81.82,65.47,69.59,72.4,2015,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,2,138,72.18,71.9,63.46,77.4,54.75,69.1,68.13,2015,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,5,355,68.02,80.38,70.34,79.12,67.44,72.67,73.0,2015,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,7,339,66.55,71.42,60.73,61.94,53.07,59.81,62.25,2015,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,8,276,72.52,67.66,69.4,67.28,64.75,65.74,67.89,2015,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,15,793,70.07,74.15,67.91,68.52,58.3,63.44,67.07,2015,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,8,209,72.6,72.55,56.05,69.45,64.02,57.24,65.32,2015,17,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,13,482,64.3,64.75,57.52,67.07,57.98,60.68,62.05,2015,17,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,6,300,76.38,73.83,67.86,78.85,65.7,70.21,72.14,2015,17,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,5,212,76.06,68.05,67.49,64.76,64.3,66.9,67.93,2015,17,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,6,283,67.77,66.01,50.64,59.55,34.61,56.49,55.85,2015,17,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,4,198,70.47,61.63,64.99,50.57,57.14,57.28,60.35,2015,17,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,3,94,63.3,60.39,49.92,46.06,57.26,65.64,57.1,2015,17,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,3,90,65.04,57.53,47.14,46.64,44.3,48.84,51.58,2015,17,SULAWESI UTARA
293.0, 1701,KOTA MANADO,10,1577,61.2,63.55,62.86,66.96,64.0,61.98,63.43,2016,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,5,384,62.34,59.17,62.47,60.26,60.94,58.92,60.68,2016,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,2,195,65.43,57.69,53.95,57.44,40.98,56.78,55.38,2016,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,5,408,61.47,54.05,65.8,65.4,64.14,62.58,62.24,2016,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,8,323,64.82,58.38,66.93,53.65,58.91,62.79,60.91,2016,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,8,233,70.56,63.36,67.91,60.66,77.28,71.66,68.57,2016,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,15,935,63.61,60.69,57.8,61.65,55.21,52.37,58.56,2016,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,8,231,63.71,51.04,41.34,47.97,49.03,47.05,50.02,2016,17,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,13,508,57.69,60.27,51.72,57.41,63.37,57.43,57.98,2016,17,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,6,312,58.51,57.35,51.49,57.44,56.5,56.85,56.36,2016,17,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,5,230,63.98,45.71,56.78,49.96,56.2,53.98,54.44,2016,17,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,6,260,66.15,51.37,43.65,37.64,48.19,51.58,49.76,2016,17,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,4,202,52.07,39.84,28.24,33.17,26.91,33.89,35.69,2016,17,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,3,76,54.74,45.1,30.76,34.34,38.78,41.15,40.81,2016,17,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,3,93,55.92,48.09,39.03,41.18,43.01,46.53,45.63,2016,17,SULAWESI UTARA
293.0, 1701,KOTA MANADO,10,1589,65.88,58.92,35.02,43.67,54.6,39.69,50.46,2017,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,4,447,65.38,52.94,33.88,39.79,44.86,42.91,48.78,2017,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,2,184,71.34,62.63,37.57,44.82,43.46,44.37,53.98,2017,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,5,504,60.26,50.23,33.4,31.89,41.44,39.9,45.65,2017,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,12,417,64.38,60.41,50.7,45.02,46.49,43.84,55.05,2017,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,9,270,65.84,49.79,37.12,48.75,70.28,39.26,48.44,2017,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,15,998,62.29,54.9,31.46,35.94,39.31,38.19,46.69,2017,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,8,267,58.25,51.59,29.55,32.63,49.6,38.64,44.65,2017,17,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,14,567,60.12,57.69,36.94,43.63,41.86,45.06,49.79,2017,17,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,6,353,56.54,47.17,30.4,37.5,35.57,35.6,42.46,2017,17,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,5,294,64.93,56.29,55.71,50.2,43.64,48.66,56.47,2017,17,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,6,275,57.9,44.39,36.29,34.5,27.5,40.19,44.59,2017,17,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,4,178,57.9,38.81,27.88,30.91,52.62,37.03,41.28,2017,17,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,3,96,59.83,37.59,29.84,33.75,36.39,34.82,40.55,2017,17,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,3,103,60.6,40.7,27.79,37.88,32.71,38.22,41.5,2017,17,SULAWESI UTARA
293.0, 1701,KOTA MANADO,10,1783,65.76,57.3,29.9,37.82,43.06,41.56,48.49,2018,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,4,447,65.68,58.36,37.98,42.16,49.67,52.97,53.01,2018,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,2,216,72.11,61.91,32.05,36.36,45.28,44.3,52.11,2018,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,5,517,61.01,47.98,27.43,33.0,47.72,39.59,43.84,2018,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,14,417,57.44,38.57,31.54,35.92,45.72,40.17,41.85,2018,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,10,294,66.48,48.28,27.45,38.23,59.42,40.62,45.87,2018,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,15,1075,60.85,49.06,24.24,34.48,38.14,38.87,43.15,2018,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,8,264,59.2,43.23,24.72,33.7,38.34,39.55,41.52,2018,17,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,14,608,58.93,43.03,25.18,32.07,39.35,34.16,40.27,2018,17,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,6,359,59.8,49.03,26.18,38.11,40.23,40.26,43.76,2018,17,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,5,248,61.54,41.32,24.56,31.45,38.9,36.45,40.67,2018,17,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,7,282,58.53,44.4,23.91,32.25,33.75,37.39,40.99,2018,17,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,4,223,58.15,35.89,23.25,31.36,36.85,33.0,37.63,2018,17,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,3,124,56.56,36.98,25.34,33.06,36.36,37.19,38.93,2018,17,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,3,117,58.16,37.33,24.67,23.75,37.92,36.86,39.29,2018,17,SULAWESI UTARA
293.0, 1701,KOTA MANADO,10,1866,67.08,54.65,33.35,39.1,37.83,46.2,49.7,2019,17,SULAWESI UTARA
294.0, 1702,KOTA BITUNG,5,529,65.84,52.88,37.01,42.87,46.76,52.36,51.57,2019,17,SULAWESI UTARA
295.0, 1703,KOTA TOMOHON,2,274,75.3,60.68,39.68,38.89,56.18,53.03,56.3,2019,17,SULAWESI UTARA
296.0, 1704,KOTA KOTAMOBAGU,5,680,58.95,45.76,30.81,35.02,35.03,41.99,43.84,2019,17,SULAWESI UTARA
297.0, 1705,KABUPATEN KEPULAUAN TALAUD,18,427,59.67,41.86,30.36,34.87,33.36,43.01,42.81,2019,17,SULAWESI UTARA
298.0, 1706,KABUPATEN KEPULAUAN SANGIHE,12,287,65.64,45.53,32.58,39.77,59.59,47.71,48.03,2019,17,SULAWESI UTARA
299.0, 1707,KABUPATEN MINAHASA,16,1166,59.63,47.4,30.49,34.27,37.23,42.13,44.62,2019,17,SULAWESI UTARA
300.0, 1708,KABUPATEN BOLAANG MONGONDOW,8,315,53.96,41.8,34.02,37.55,39.34,41.42,42.6,2019,17,SULAWESI UTARA
301.0, 1709,KABUPATEN MINAHASA SELATAN,14,647,59.0,43.95,31.35,36.62,37.75,42.25,43.78,2019,17,SULAWESI UTARA
302.0, 1710,KABUPATEN MINAHASA UTARA,6,411,59.34,45.77,31.08,34.67,37.36,43.83,44.44,2019,17,SULAWESI UTARA
303.0, 1711,KABUPATEN KEP. SITARO,5,267,61.82,42.15,29.86,34.98,43.96,43.99,43.62,2019,17,SULAWESI UTARA
304.0, 1712,KABUPATEN MINAHASA TENGGARA,8,348,59.91,44.55,30.86,36.07,30.36,43.08,44.3,2019,17,SULAWESI UTARA
305.0, 1713,KABUPATEN BOLMONG UTARA,4,268,55.34,39.14,29.95,33.7,34.69,41.7,40.75,2019,17,SULAWESI UTARA
306.0, 1714,KABUPATEN BOLMONG TIMUR,3,129,56.92,39.71,32.58,36.82,29.81,42.07,42.4,2019,17,SULAWESI UTARA
307.0, 1715,KABUPATEN BOLMONG SELATAN,3,121,60.96,39.89,29.42,33.33,35.76,39.56,41.98,2019,17,SULAWESI UTARA
308.0, 1801,KOTA PALU,12,1537,65.28,59.49,48.54,52.47,34.17,50.24,51.7,2015,18,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,11,722,62.96,59.94,42.23,44.21,34.67,41.9,47.65,2015,18,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,15,670,71.35,58.12,38.9,51.07,40.37,47.31,51.19,2015,18,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,6,362,68.05,56.83,40.65,54.19,42.26,55.09,52.85,2015,18,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,19,1446,69.59,63.18,50.04,53.57,45.93,53.97,56.05,2015,18,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,10,266,73.73,59.99,44.82,54.36,47.82,55.75,56.08,2015,18,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLI-TOLI,9,590,65.95,57.31,38.75,49.06,33.23,45.17,48.25,2015,18,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,10,438,63.02,48.42,27.18,37.21,31.06,36.85,40.62,2015,18,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,16,1204,67.74,57.6,41.27,51.5,38.93,48.71,50.96,2015,18,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,6,398,66.4,50.86,32.65,44.16,38.13,40.22,45.4,2015,18,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,10,524,60.39,49.97,27.32,35.08,26.27,36.22,39.21,2015,18,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,5,217,77.79,73.25,59.09,73.01,64.69,68.04,69.31,2015,18,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,6,280,69.27,54.06,40.55,45.76,30.18,44.0,47.3,2015,18,SULAWESI TENGAH
308.0, 1801,KOTA PALU,13,1648,61.97,50.9,40.93,69.39,47.99,47.81,53.17,2016,18,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,11,715,56.58,38.92,26.93,49.78,31.12,37.11,40.07,2016,18,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,15,722,64.66,45.31,36.66,44.06,43.67,45.71,46.68,2016,18,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,8,335,63.39,45.34,36.28,41.19,45.17,49.75,46.85,2016,18,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,20,1423,59.01,48.18,36.57,44.44,36.16,47.43,45.3,2016,18,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,9,274,64.89,50.31,47.28,44.68,54.77,60.46,53.73,2016,18,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLI-TOLI,10,603,60.81,47.33,34.09,42.3,39.09,47.2,45.14,2016,18,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,11,474,55.96,38.38,26.57,25.05,30.74,35.5,35.37,2016,18,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,19,1319,61.25,46.43,37.78,39.17,43.65,49.98,46.38,2016,18,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,9,380,60.15,43.57,30.87,36.72,41.25,39.94,42.08,2016,18,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,10,513,54.47,40.41,23.87,40.04,28.73,31.64,36.53,2016,18,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,5,219,63.41,41.91,42.42,44.86,42.18,48.73,47.25,2016,18,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,6,251,63.18,45.9,34.02,53.73,41.51,46.93,47.55,2016,18,SULAWESI TENGAH
308.0, 1801,KOTA PALU,13,1819,67.86,54.72,36.16,40.3,53.76,43.64,50.84,2017,18,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,13,948,59.78,41.34,24.68,32.58,47.5,32.79,39.91,2017,18,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,15,723,69.2,50.54,35.22,37.11,41.84,44.3,49.45,2017,18,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,9,431,67.32,53.75,35.93,40.07,42.21,45.73,50.37,2017,18,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,20,1557,66.22,55.61,37.16,41.76,49.82,48.43,51.73,2017,18,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,10,305,67.83,58.21,41.04,51.94,50.38,53.13,54.99,2017,18,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLI-TOLI,10,661,64.78,46.99,29.73,40.17,42.89,39.73,45.45,2017,18,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,11,578,58.24,41.3,24.21,31.31,38.67,29.71,38.7,2017,18,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,19,1543,64.54,44.59,32.32,43.21,45.76,40.07,45.56,2017,18,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,9,393,63.54,45.12,30.24,34.0,50.45,36.37,44.54,2017,18,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,10,528,58.37,41.02,24.41,28.41,34.13,29.99,38.53,2017,18,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,6,225,68.32,46.69,34.64,38.25,37.0,43.72,48.09,2017,18,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,6,264,67.87,46.89,27.29,37.32,41.22,38.42,45.21,2017,18,SULAWESI TENGAH
308.0, 1801,KOTA PALU,13,2023,65.9,52.04,32.68,40.3,48.57,47.6,49.32,2018,18,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,15,1119,57.48,36.64,23.61,32.22,44.87,34.6,38.31,2018,18,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,16,895,66.65,49.45,30.89,36.83,44.99,44.63,47.7,2018,18,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,9,435,64.39,43.48,26.82,38.5,43.32,42.99,44.28,2018,18,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,21,1719,62.47,47.48,29.43,38.74,44.95,47.38,46.41,2018,18,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,11,363,62.25,43.68,27.35,33.5,47.44,44.55,44.32,2018,18,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLI-TOLI,10,688,63.86,45.66,30.77,36.41,47.01,44.27,45.89,2018,18,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,11,615,58.57,37.61,24.24,32.57,40.88,34.92,39.05,2018,18,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,19,1545,60.41,41.97,25.73,36.04,42.27,42.86,42.56,2018,18,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,11,500,60.89,40.38,27.92,35.08,40.09,35.92,41.37,2018,18,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,10,537,58.33,39.89,24.33,30.37,40.48,37.5,39.94,2018,18,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,7,293,61.09,39.13,24.93,34.88,42.32,38.19,40.82,2018,18,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,7,370,65.43,45.83,29.33,38.04,38.6,44.16,45.79,2018,18,SULAWESI TENGAH
308.0, 1801,KOTA PALU,14,2024,68.83,51.76,37.77,41.61,45.16,50.69,51.89,2019,18,SULAWESI TENGAH
309.0, 1802,KABUPATEN DONGGALA,16,1110,58.76,38.32,29.16,35.52,39.48,40.86,41.61,2019,18,SULAWESI TENGAH
310.0, 1803,KABUPATEN POSO,16,897,67.46,44.62,31.53,37.11,43.0,45.92,46.92,2019,18,SULAWESI TENGAH
311.0, 1804,KABUPATEN MOROWALI,9,564,65.02,42.61,32.54,42.02,37.9,46.05,46.18,2019,18,SULAWESI TENGAH
312.0, 1805,KABUPATEN BANGGAI,21,1681,63.57,44.7,33.03,38.18,44.67,46.35,46.7,2019,18,SULAWESI TENGAH
313.0, 1806,KABUPATEN BANGGAI KEPULAUAN,12,416,63.13,42.03,31.3,40.29,45.0,48.38,45.9,2019,18,SULAWESI TENGAH
314.0, 1807,KABUPATEN TOLI-TOLI,10,696,63.43,43.6,32.38,38.16,44.59,44.09,45.68,2019,18,SULAWESI TENGAH
315.0, 1808,KABUPATEN BUOL,11,712,55.63,37.83,29.81,34.08,35.44,40.17,40.45,2019,18,SULAWESI TENGAH
316.0, 1809,KABUPATEN PARIGI MOUTONG,22,1562,61.54,41.31,30.72,38.9,40.42,44.44,44.31,2019,18,SULAWESI TENGAH
317.0, 1810,KABUPATEN TOJO UNA-UNA,11,454,61.25,39.73,31.13,37.18,38.41,43.04,43.39,2019,18,SULAWESI TENGAH
318.0, 1811,KABUPATEN SIGI,11,651,54.84,39.87,28.41,37.33,47.14,39.71,40.81,2019,18,SULAWESI TENGAH
319.0, 1812,KABUPATEN BANGGAI LAUT,7,276,63.49,39.73,31.25,37.37,34.79,43.2,44.02,2019,18,SULAWESI TENGAH
320.0, 1813,KABUPATEN MOROWALI UTARA,6,360,67.42,44.06,32.97,37.5,39.58,45.47,47.04,2019,18,SULAWESI TENGAH
321.0, 1901,KOTA MAKASSAR,25,4603,77.77,70.26,77.51,78.91,55.85,77.76,73.01,2015,19,SULAWESI SELATAN
322.0, 1902,KOTA PALOPO,7,867,80.16,65.04,79.39,85.31,56.28,82.74,74.82,2015,19,SULAWESI SELATAN
323.0, 1903,KOTA PAREPARE,7,696,80.79,67.21,78.24,82.26,57.02,81.66,74.53,2015,19,SULAWESI SELATAN
324.0, 1904,KABUPATEN MAROS,13,1121,81.36,68.43,80.04,83.9,55.78,82.81,75.39,2015,19,SULAWESI SELATAN
325.0, 1905,KABUPATEN PANGKAJENE KEPULAUAN,11,1010,75.7,69.56,73.23,81.14,49.17,79.03,71.31,2015,19,SULAWESI SELATAN
326.0, 1906,KABUPATEN GOWA,20,2711,76.6,76.06,58.28,84.05,52.26,82.49,71.62,2015,19,SULAWESI SELATAN
327.0, 1907,KABUPATEN TAKALAR,10,1464,75.51,78.68,55.63,74.66,55.2,80.42,70.02,2015,19,SULAWESI SELATAN
328.0, 1908,KABUPATEN JENEPONTO,12,1049,78.56,75.84,63.72,76.22,56.49,81.95,72.13,2015,19,SULAWESI SELATAN
329.0, 1909,KABUPATEN BARRU,8,726,77.04,68.9,77.59,85.29,60.62,80.68,75.02,2015,19,SULAWESI SELATAN
330.0, 1910,KABUPATEN BONE,32,3429,76.39,73.6,72.66,74.21,67.53,75.21,73.27,2015,19,SULAWESI SELATAN
331.0, 1911,KABUPATEN WAJO,16,1481,78.09,71.59,75.86,80.73,63.1,79.13,74.75,2015,19,SULAWESI SELATAN
332.0, 1912,KABUPATEN SOPPENG,10,904,81.77,66.42,81.62,83.52,55.29,82.87,75.25,2015,19,SULAWESI SELATAN
333.0, 1913,KABUPATEN BANTAENG,6,610,70.98,69.65,70.16,82.47,47.66,79.77,70.12,2015,19,SULAWESI SELATAN
334.0, 1914,KABUPATEN BULUKUMBA,17,1961,64.15,64.48,60.05,80.07,40.71,73.68,63.86,2015,19,SULAWESI SELATAN
